|dates|Jenkins_Georgia_UnitedStates.JHU_ConfirmedCases.data|Jenkins_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Jenkins_Georgia_UnitedStates.NYT_ConfirmedCases.data|Jenkins_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Jenkins_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Jenkins_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Jenkins_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Jenkins_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-09|1191.0|0|1198.0|0|60.0|0|0.0|100
0|2021-12-10|1191.0|0|1198.0|0|60.0|0|0.0|100
0|2021-12-11|1191.0|0|1198.0|0|60.0|0|0.0|100
0|2021-12-12|1191.0|0|1198.0|0|60.0|0|0.0|100
0|2021-12-13|1190.0|0|1198.0|0|60.0|0|0.0|100
0|2021-12-14|1190.0|0|1198.0|0|60.0|0|0.0|100
0|2021-12-15|1190.0|0|1198.0|0|60.0|0|0.0|100
0|2021-12-16|1190.0|0|1198.0|0|61.0|0|0.0|100
0|2021-12-17|1190.0|0|1198.0|0|61.0|0|0.0|100
0|2021-12-18|1190.0|0|1198.0|0|61.0|0|0.0|100
0|2021-12-19|1190.0|0|1198.0|0|61.0|0|0.0|100
0|2021-12-20|1191.0|0|1199.0|0|62.0|0|0.0|100
0|2021-12-21|1191.0|0|1199.0|0|62.0|0|0.0|100
0|2021-12-22|1191.0|0|1199.0|0|62.0|0|0.0|100
0|2021-12-23|1191.0|0|1199.0|0|62.0|0|0.0|100
0|2021-12-24|1191.0|0|1199.0|0|62.0|0|0.0|100
0|2021-12-25|1191.0|0|1199.0|0|62.0|0|0.0|100
0|2021-12-26|1191.0|0|1199.0|0|62.0|0|0.0|100
0|2021-12-27|1191.0|0|1199.0|0|62.0|0|0.0|100
0|2021-12-28|1193.0|0|1201.0|0|62.0|0|0.0|100
0|2021-12-29|1197.0|0|1205.0|0|62.0|0|0.0|100
0|2021-12-30|1202.0|0|1210.0|0|63.0|0|0.0|100
0|2021-12-31|1207.0|0|1215.0|0|63.0|0|0.0|100
0|2022-01-01|1207.0|0|1215.0|0|63.0|0|0.0|100
0|2022-01-02|1207.0|0|1215.0|0|63.0|0|0.0|100
0|2022-01-03|1207.0|0|1215.0|0|63.0|0|0.0|100
0|2022-01-04|1221.0|0|1229.0|0|63.0|0|0.0|100
0|2022-01-05|1226.0|0|1234.0|0|63.0|0|0.0|100
0|2022-01-06|1226.0|0|1234.0|0|63.0|0|0.0|100
0|2022-01-07|1226.0|0|1234.0|0|63.0|0|0.0|100
0|2022-01-08|1226.0|0|1234.0|0|63.0|0|0.0|100
0|2022-01-09|1226.0|0|1234.0|0|63.0|0|0.0|100
0|2022-01-10|1259.0|0|1266.0|0|63.0|0|0.0|100
0|2022-01-11|1274.0|0|1281.0|0|63.0|0|0.0|100
0|2022-01-12|1279.0|0|1286.0|0|63.0|0|0.0|100
0|2022-01-13|1279.0|0|1293.0|0|63.0|0|0.0|100
0|2022-01-14|1288.0|0|1295.0|0|63.0|0|0.0|100
0|2022-01-15|1288.0|0|1295.0|0|63.0|0|0.0|100
0|2022-01-16|1288.0|0|1295.0|0|63.0|0|0.0|100
0|2022-01-17|1304.0|0|0.0|100|63.0|0|0.0|100
