|dates|Durham_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Durham_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Durham_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Durham_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Durham_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Durham_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Durham_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Durham_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-10-18|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-10-19|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-10-20|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-10-21|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-10-22|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-10-23|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-10-24|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-10-25|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-10-26|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-10-27|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-10-28|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-10-29|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-10-30|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-10-31|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-11-01|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-11-02|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-11-03|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-11-04|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-11-05|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-11-06|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-11-07|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-11-08|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-11-09|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-11-10|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-11-11|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-11-12|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-11-13|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-11-14|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-11-15|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-11-16|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-11-17|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-11-18|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-11-19|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-11-20|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-11-21|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-11-22|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-11-23|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-11-24|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-11-25|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-11-26|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-11-27|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-11-28|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-11-29|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-11-30|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-01|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-02|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-03|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-04|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-05|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-06|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-07|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-08|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-09|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-10|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-11|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-12|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-13|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-14|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-15|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-16|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-17|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-18|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-19|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-20|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-21|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-22|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-23|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-24|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-25|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-26|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-27|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-28|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-29|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-30|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2021-12-31|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2022-01-01|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2022-01-02|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2022-01-03|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2022-01-04|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2022-01-05|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2022-01-06|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2022-01-07|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2022-01-08|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2022-01-09|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2022-01-10|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2022-01-11|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2022-01-12|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2022-01-13|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2022-01-14|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2022-01-15|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2022-01-16|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
0|2022-01-17|164524.0|0|6682.0|0|3.9029005992780625|0|171206.0|0
