|dates|JimHogg_Texas_UnitedStates.JHU_ConfirmedCases.data|JimHogg_Texas_UnitedStates.JHU_ConfirmedCases.missing|JimHogg_Texas_UnitedStates.NYT_ConfirmedCases.data|JimHogg_Texas_UnitedStates.NYT_ConfirmedCases.missing|JimHogg_Texas_UnitedStates.JHU_ConfirmedDeaths.data|JimHogg_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|JimHogg_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|JimHogg_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-28|953.0|0|953.0|0|20.0|0|0.0|100
0|2021-12-29|954.0|0|954.0|0|20.0|0|0.0|100
0|2021-12-30|954.0|0|954.0|0|20.0|0|0.0|100
0|2021-12-31|954.0|0|954.0|0|20.0|0|0.0|100
0|2022-01-01|954.0|0|954.0|0|20.0|0|0.0|100
0|2022-01-02|954.0|0|954.0|0|20.0|0|0.0|100
0|2022-01-03|959.0|0|959.0|0|20.0|0|0.0|100
0|2022-01-04|962.0|0|962.0|0|20.0|0|0.0|100
0|2022-01-05|962.0|0|962.0|0|20.0|0|0.0|100
0|2022-01-06|1011.0|0|1011.0|0|20.0|0|0.0|100
0|2022-01-07|1094.0|0|1094.0|0|20.0|0|0.0|100
0|2022-01-08|1150.0|0|1150.0|0|20.0|0|0.0|100
0|2022-01-09|1219.0|0|1219.0|0|20.0|0|0.0|100
0|2022-01-10|1221.0|0|1221.0|0|20.0|0|0.0|100
0|2022-01-11|1272.0|0|1272.0|0|20.0|0|0.0|100
0|2022-01-12|1335.0|0|1335.0|0|20.0|0|0.0|100
0|2022-01-13|1335.0|0|1336.0|0|20.0|0|0.0|100
0|2022-01-14|1336.0|0|1417.0|0|20.0|0|0.0|100
0|2022-01-15|1518.0|0|1518.0|0|20.0|0|0.0|100
0|2022-01-16|1543.0|0|1543.0|0|20.0|0|0.0|100
0|2022-01-17|1609.0|0|0.0|100|20.0|0|0.0|100
