|dates|JimHogg_Texas_UnitedStates.JHU_ConfirmedCases.data|JimHogg_Texas_UnitedStates.JHU_ConfirmedCases.missing|JimHogg_Texas_UnitedStates.NYT_ConfirmedCases.data|JimHogg_Texas_UnitedStates.NYT_ConfirmedCases.missing|JimHogg_Texas_UnitedStates.JHU_ConfirmedDeaths.data|JimHogg_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|JimHogg_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|JimHogg_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|899.0|0|899.0|0|20.0|0|0.0|100
0|2021-10-18|899.0|0|899.0|0|20.0|0|0.0|100
0|2021-10-19|899.0|0|899.0|0|20.0|0|0.0|100
0|2021-10-20|899.0|0|899.0|0|20.0|0|0.0|100
0|2021-10-21|899.0|0|899.0|0|20.0|0|0.0|100
0|2021-10-22|899.0|0|899.0|0|20.0|0|0.0|100
0|2021-10-23|902.0|0|902.0|0|20.0|0|0.0|100
0|2021-10-24|902.0|0|902.0|0|20.0|0|0.0|100
0|2021-10-25|902.0|0|902.0|0|20.0|0|0.0|100
0|2021-10-26|902.0|0|902.0|0|20.0|0|0.0|100
0|2021-10-27|903.0|0|903.0|0|20.0|0|0.0|100
0|2021-10-28|903.0|0|903.0|0|20.0|0|0.0|100
0|2021-10-29|903.0|0|903.0|0|20.0|0|0.0|100
0|2021-10-30|903.0|0|903.0|0|20.0|0|0.0|100
0|2021-10-31|903.0|0|903.0|0|20.0|0|0.0|100
0|2021-11-01|903.0|0|903.0|0|20.0|0|0.0|100
0|2021-11-02|903.0|0|903.0|0|20.0|0|0.0|100
0|2021-11-03|904.0|0|904.0|0|20.0|0|0.0|100
0|2021-11-04|904.0|0|904.0|0|20.0|0|0.0|100
0|2021-11-05|904.0|0|904.0|0|20.0|0|0.0|100
0|2021-11-06|904.0|0|904.0|0|20.0|0|0.0|100
0|2021-11-07|904.0|0|904.0|0|20.0|0|0.0|100
0|2021-11-08|904.0|0|904.0|0|20.0|0|0.0|100
0|2021-11-09|904.0|0|904.0|0|20.0|0|0.0|100
0|2021-11-10|904.0|0|904.0|0|20.0|0|0.0|100
0|2021-11-11|908.0|0|908.0|0|20.0|0|0.0|100
0|2021-11-12|908.0|0|908.0|0|20.0|0|0.0|100
0|2021-11-13|909.0|0|909.0|0|20.0|0|0.0|100
0|2021-11-14|909.0|0|909.0|0|20.0|0|0.0|100
0|2021-11-15|909.0|0|909.0|0|20.0|0|0.0|100
0|2021-11-16|909.0|0|909.0|0|20.0|0|0.0|100
0|2021-11-17|910.0|0|910.0|0|20.0|0|0.0|100
0|2021-11-18|910.0|0|910.0|0|20.0|0|0.0|100
0|2021-11-19|910.0|0|910.0|0|20.0|0|0.0|100
0|2021-11-20|910.0|0|910.0|0|20.0|0|0.0|100
0|2021-11-21|912.0|0|912.0|0|20.0|0|0.0|100
0|2021-11-22|912.0|0|912.0|0|20.0|0|0.0|100
0|2021-11-23|910.0|0|910.0|0|20.0|0|0.0|100
0|2021-11-24|910.0|0|910.0|0|20.0|0|0.0|100
0|2021-11-25|910.0|0|910.0|0|20.0|0|0.0|100
0|2021-11-26|910.0|0|910.0|0|20.0|0|0.0|100
0|2021-11-27|910.0|0|910.0|0|20.0|0|0.0|100
0|2021-11-28|910.0|0|910.0|0|20.0|0|0.0|100
0|2021-11-29|910.0|0|910.0|0|20.0|0|0.0|100
0|2021-11-30|910.0|0|910.0|0|20.0|0|0.0|100
0|2021-12-01|910.0|0|910.0|0|20.0|0|0.0|100
0|2021-12-02|912.0|0|912.0|0|20.0|0|0.0|100
0|2021-12-03|914.0|0|914.0|0|20.0|0|0.0|100
0|2021-12-04|914.0|0|914.0|0|20.0|0|0.0|100
0|2021-12-05|916.0|0|916.0|0|20.0|0|0.0|100
0|2021-12-06|924.0|0|924.0|0|20.0|0|0.0|100
0|2021-12-07|929.0|0|929.0|0|20.0|0|0.0|100
0|2021-12-08|929.0|0|929.0|0|20.0|0|0.0|100
0|2021-12-09|932.0|0|932.0|0|20.0|0|0.0|100
0|2021-12-10|937.0|0|937.0|0|20.0|0|0.0|100
0|2021-12-11|937.0|0|937.0|0|20.0|0|0.0|100
0|2021-12-12|940.0|0|940.0|0|20.0|0|0.0|100
0|2021-12-13|941.0|0|941.0|0|20.0|0|0.0|100
0|2021-12-14|941.0|0|942.0|0|20.0|0|0.0|100
0|2021-12-15|942.0|0|942.0|0|20.0|0|0.0|100
0|2021-12-16|942.0|0|942.0|0|20.0|0|0.0|100
0|2021-12-17|942.0|0|942.0|0|20.0|0|0.0|100
0|2021-12-18|946.0|0|946.0|0|20.0|0|0.0|100
0|2021-12-19|946.0|0|946.0|0|20.0|0|0.0|100
0|2021-12-20|946.0|0|946.0|0|20.0|0|0.0|100
0|2021-12-21|947.0|0|947.0|0|20.0|0|0.0|100
0|2021-12-22|947.0|0|947.0|0|20.0|0|0.0|100
0|2021-12-23|947.0|0|947.0|0|20.0|0|0.0|100
0|2021-12-24|947.0|0|947.0|0|20.0|0|0.0|100
0|2021-12-25|947.0|0|947.0|0|20.0|0|0.0|100
0|2021-12-26|947.0|0|947.0|0|20.0|0|0.0|100
0|2021-12-27|951.0|0|951.0|0|20.0|0|0.0|100
