|dates|Anderson_Kansas_UnitedStates.BLS_EmployedPopulation.data|Anderson_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Anderson_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Anderson_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Anderson_Kansas_UnitedStates.BLS_UnemploymentRate.data|Anderson_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Anderson_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Anderson_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-29|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-11-30|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-01|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-02|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-03|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-04|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-05|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-06|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-07|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-08|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-09|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-10|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-11|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-12|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-13|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-14|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-15|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-16|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-17|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-18|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-19|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-20|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-21|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-22|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-23|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-24|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-25|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-26|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-27|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-28|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-29|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-30|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2021-12-31|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2022-01-01|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2022-01-02|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2022-01-03|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2022-01-04|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2022-01-05|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2022-01-06|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2022-01-07|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2022-01-08|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2022-01-09|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2022-01-10|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2022-01-11|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2022-01-12|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2022-01-13|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2022-01-14|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2022-01-15|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2022-01-16|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
0|2022-01-17|4380.0|0|129.0|0|2.860944777112442|0|4509.0|0
