|dates|McCulloch_Texas_UnitedStates.JHU_ConfirmedCases.data|McCulloch_Texas_UnitedStates.JHU_ConfirmedCases.missing|McCulloch_Texas_UnitedStates.NYT_ConfirmedCases.data|McCulloch_Texas_UnitedStates.NYT_ConfirmedCases.missing|McCulloch_Texas_UnitedStates.JHU_ConfirmedDeaths.data|McCulloch_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|McCulloch_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|McCulloch_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|916.0|0|916.0|0|36.0|0|0.0|100
0|2021-10-18|916.0|0|916.0|0|36.0|0|0.0|100
0|2021-10-19|918.0|0|918.0|0|36.0|0|0.0|100
0|2021-10-20|919.0|0|919.0|0|36.0|0|0.0|100
0|2021-10-21|922.0|0|922.0|0|36.0|0|0.0|100
0|2021-10-22|926.0|0|926.0|0|36.0|0|0.0|100
0|2021-10-23|927.0|0|927.0|0|36.0|0|0.0|100
0|2021-10-24|928.0|0|928.0|0|36.0|0|0.0|100
0|2021-10-25|928.0|0|928.0|0|36.0|0|0.0|100
0|2021-10-26|928.0|0|928.0|0|36.0|0|0.0|100
0|2021-10-27|928.0|0|928.0|0|37.0|0|0.0|100
0|2021-10-28|930.0|0|930.0|0|37.0|0|0.0|100
0|2021-10-29|931.0|0|931.0|0|37.0|0|0.0|100
0|2021-10-30|932.0|0|932.0|0|37.0|0|0.0|100
0|2021-10-31|934.0|0|934.0|0|37.0|0|0.0|100
0|2021-11-01|934.0|0|934.0|0|37.0|0|0.0|100
0|2021-11-02|934.0|0|934.0|0|37.0|0|0.0|100
0|2021-11-03|937.0|0|937.0|0|37.0|0|0.0|100
0|2021-11-04|940.0|0|940.0|0|37.0|0|0.0|100
0|2021-11-05|942.0|0|942.0|0|38.0|0|0.0|100
0|2021-11-06|944.0|0|944.0|0|38.0|0|0.0|100
0|2021-11-07|943.0|0|943.0|0|38.0|0|0.0|100
0|2021-11-08|948.0|0|948.0|0|38.0|0|0.0|100
0|2021-11-09|949.0|0|949.0|0|38.0|0|0.0|100
0|2021-11-10|949.0|0|949.0|0|38.0|0|0.0|100
0|2021-11-11|962.0|0|962.0|0|38.0|0|0.0|100
0|2021-11-12|952.0|0|952.0|0|38.0|0|0.0|100
0|2021-11-13|952.0|0|952.0|0|38.0|0|0.0|100
0|2021-11-14|952.0|0|952.0|0|38.0|0|0.0|100
0|2021-11-15|952.0|0|952.0|0|38.0|0|0.0|100
0|2021-11-16|952.0|0|952.0|0|38.0|0|0.0|100
0|2021-11-17|952.0|0|952.0|0|38.0|0|0.0|100
0|2021-11-18|952.0|0|952.0|0|38.0|0|0.0|100
0|2021-11-19|952.0|0|952.0|0|38.0|0|0.0|100
0|2021-11-20|952.0|0|952.0|0|38.0|0|0.0|100
0|2021-11-21|952.0|0|952.0|0|38.0|0|0.0|100
0|2021-11-22|952.0|0|952.0|0|38.0|0|0.0|100
0|2021-11-23|953.0|0|953.0|0|38.0|0|0.0|100
0|2021-11-24|953.0|0|953.0|0|38.0|0|0.0|100
0|2021-11-25|953.0|0|953.0|0|38.0|0|0.0|100
0|2021-11-26|953.0|0|953.0|0|38.0|0|0.0|100
0|2021-11-27|953.0|0|953.0|0|38.0|0|0.0|100
0|2021-11-28|953.0|0|953.0|0|38.0|0|0.0|100
0|2021-11-29|953.0|0|953.0|0|38.0|0|0.0|100
0|2021-11-30|953.0|0|953.0|0|38.0|0|0.0|100
0|2021-12-01|953.0|0|953.0|0|39.0|0|0.0|100
0|2021-12-02|953.0|0|953.0|0|39.0|0|0.0|100
0|2021-12-03|956.0|0|956.0|0|39.0|0|0.0|100
0|2021-12-04|962.0|0|962.0|0|39.0|0|0.0|100
0|2021-12-05|962.0|0|962.0|0|39.0|0|0.0|100
0|2021-12-06|964.0|0|964.0|0|39.0|0|0.0|100
0|2021-12-07|965.0|0|965.0|0|39.0|0|0.0|100
0|2021-12-08|965.0|0|965.0|0|39.0|0|0.0|100
0|2021-12-09|965.0|0|965.0|0|39.0|0|0.0|100
0|2021-12-10|965.0|0|965.0|0|39.0|0|0.0|100
0|2021-12-11|966.0|0|966.0|0|39.0|0|0.0|100
0|2021-12-12|966.0|0|966.0|0|39.0|0|0.0|100
0|2021-12-13|967.0|0|967.0|0|39.0|0|0.0|100
0|2021-12-14|967.0|0|967.0|0|39.0|0|0.0|100
0|2021-12-15|967.0|0|967.0|0|39.0|0|0.0|100
0|2021-12-16|967.0|0|967.0|0|39.0|0|0.0|100
0|2021-12-17|967.0|0|967.0|0|40.0|0|0.0|100
0|2021-12-18|971.0|0|971.0|0|40.0|0|0.0|100
0|2021-12-19|971.0|0|971.0|0|40.0|0|0.0|100
0|2021-12-20|971.0|0|971.0|0|40.0|0|0.0|100
0|2021-12-21|972.0|0|972.0|0|40.0|0|0.0|100
0|2021-12-22|973.0|0|973.0|0|40.0|0|0.0|100
0|2021-12-23|973.0|0|973.0|0|40.0|0|0.0|100
0|2021-12-24|973.0|0|973.0|0|40.0|0|0.0|100
0|2021-12-25|973.0|0|973.0|0|40.0|0|0.0|100
0|2021-12-26|973.0|0|973.0|0|40.0|0|0.0|100
0|2021-12-27|975.0|0|975.0|0|40.0|0|0.0|100
0|2021-12-28|979.0|0|979.0|0|40.0|0|0.0|100
0|2021-12-29|979.0|0|979.0|0|40.0|0|0.0|100
0|2021-12-30|980.0|0|980.0|0|40.0|0|0.0|100
0|2021-12-31|980.0|0|980.0|0|40.0|0|0.0|100
0|2022-01-01|980.0|0|980.0|0|40.0|0|0.0|100
0|2022-01-02|980.0|0|980.0|0|40.0|0|0.0|100
0|2022-01-03|994.0|0|994.0|0|40.0|0|0.0|100
0|2022-01-04|997.0|0|997.0|0|40.0|0|0.0|100
0|2022-01-05|997.0|0|999.0|0|40.0|0|0.0|100
0|2022-01-06|1005.0|0|1005.0|0|40.0|0|0.0|100
0|2022-01-07|1012.0|0|1012.0|0|40.0|0|0.0|100
0|2022-01-08|1020.0|0|1020.0|0|40.0|0|0.0|100
0|2022-01-09|1026.0|0|1026.0|0|40.0|0|0.0|100
0|2022-01-10|1026.0|0|1026.0|0|40.0|0|0.0|100
0|2022-01-11|1041.0|0|1041.0|0|40.0|0|0.0|100
0|2022-01-12|1056.0|0|1056.0|0|40.0|0|0.0|100
0|2022-01-13|1056.0|0|1067.0|0|40.0|0|0.0|100
0|2022-01-14|1067.0|0|1061.0|0|41.0|0|0.0|100
0|2022-01-15|1063.0|0|1063.0|0|41.0|0|0.0|100
0|2022-01-16|1067.0|0|1067.0|0|41.0|0|0.0|100
0|2022-01-17|1100.0|0|0.0|100|41.0|0|0.0|100
