|dates|Stevens_Washington_UnitedStates.JHU_ConfirmedCases.data|Stevens_Washington_UnitedStates.JHU_ConfirmedCases.missing|Stevens_Washington_UnitedStates.NYT_ConfirmedCases.data|Stevens_Washington_UnitedStates.NYT_ConfirmedCases.missing|Stevens_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Stevens_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Stevens_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Stevens_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-07|5427.0|0|5427.0|0|106.0|0|0.0|100
0|2021-12-08|5434.0|0|5434.0|0|107.0|0|0.0|100
0|2021-12-09|5449.0|0|5449.0|0|107.0|0|0.0|100
0|2021-12-10|5467.0|0|5467.0|0|107.0|0|0.0|100
0|2021-12-11|5467.0|0|5467.0|0|107.0|0|0.0|100
0|2021-12-12|5467.0|0|5467.0|0|107.0|0|0.0|100
0|2021-12-13|5492.0|0|5492.0|0|107.0|0|0.0|100
0|2021-12-14|5492.0|0|5494.0|0|107.0|0|0.0|100
0|2021-12-15|5514.0|0|5514.0|0|107.0|0|0.0|100
0|2021-12-16|5520.0|0|5520.0|0|107.0|0|0.0|100
0|2021-12-17|5536.0|0|5536.0|0|108.0|0|0.0|100
0|2021-12-18|5536.0|0|5536.0|0|108.0|0|0.0|100
0|2021-12-19|5536.0|0|5536.0|0|108.0|0|0.0|100
0|2021-12-20|5564.0|0|5564.0|0|108.0|0|0.0|100
0|2021-12-21|5565.0|0|5565.0|0|108.0|0|0.0|100
0|2021-12-22|5576.0|0|5576.0|0|108.0|0|0.0|100
0|2021-12-23|5585.0|0|5585.0|0|109.0|0|0.0|100
0|2021-12-24|5585.0|0|5585.0|0|109.0|0|0.0|100
0|2021-12-25|5585.0|0|5585.0|0|109.0|0|0.0|100
0|2021-12-26|5585.0|0|5585.0|0|109.0|0|0.0|100
0|2021-12-27|5630.0|0|5630.0|0|110.0|0|0.0|100
0|2021-12-28|5633.0|0|5633.0|0|110.0|0|0.0|100
0|2021-12-29|5644.0|0|5644.0|0|113.0|0|0.0|100
0|2021-12-30|5653.0|0|5653.0|0|114.0|0|0.0|100
0|2021-12-31|5653.0|0|5653.0|0|114.0|0|0.0|100
0|2022-01-01|5653.0|0|5653.0|0|114.0|0|0.0|100
0|2022-01-02|5653.0|0|5653.0|0|114.0|0|0.0|100
0|2022-01-03|5719.0|0|5719.0|0|114.0|0|0.0|100
0|2022-01-04|5719.0|0|5716.0|0|114.0|0|0.0|100
0|2022-01-05|5743.0|0|5743.0|0|114.0|0|0.0|100
0|2022-01-06|5765.0|0|5765.0|0|115.0|0|0.0|100
0|2022-01-07|5789.0|0|5789.0|0|116.0|0|0.0|100
0|2022-01-08|5789.0|0|5789.0|0|116.0|0|0.0|100
0|2022-01-09|5789.0|0|5789.0|0|116.0|0|0.0|100
0|2022-01-10|5840.0|0|5840.0|0|116.0|0|0.0|100
0|2022-01-11|5870.0|0|5870.0|0|116.0|0|0.0|100
0|2022-01-12|5922.0|0|5922.0|0|117.0|0|0.0|100
0|2022-01-13|5922.0|0|5972.0|0|117.0|0|0.0|100
0|2022-01-14|6065.0|0|6065.0|0|117.0|0|0.0|100
0|2022-01-15|6065.0|0|6065.0|0|117.0|0|0.0|100
0|2022-01-16|6065.0|0|6065.0|0|117.0|0|0.0|100
0|2022-01-17|6065.0|0|0.0|100|117.0|0|0.0|100
