|dates|Gladwin_Michigan_UnitedStates.JHU_ConfirmedCases.data|Gladwin_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Gladwin_Michigan_UnitedStates.NYT_ConfirmedCases.data|Gladwin_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Gladwin_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Gladwin_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Gladwin_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Gladwin_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3116.0|0|3116.0|0|68.0|0|0.0|100
0|2021-10-18|3159.0|0|3159.0|0|69.0|0|0.0|100
0|2021-10-19|3159.0|0|3159.0|0|69.0|0|0.0|100
0|2021-10-20|3195.0|0|3195.0|0|70.0|0|0.0|100
0|2021-10-21|3195.0|0|3195.0|0|70.0|0|0.0|100
0|2021-10-22|3232.0|0|3232.0|0|69.0|0|0.0|100
0|2021-10-23|3232.0|0|3232.0|0|69.0|0|0.0|100
0|2021-10-24|3232.0|0|3232.0|0|69.0|0|0.0|100
0|2021-10-25|3251.0|0|3251.0|0|71.0|0|0.0|100
0|2021-10-26|3251.0|0|3251.0|0|71.0|0|0.0|100
0|2021-10-27|3290.0|0|3290.0|0|71.0|0|0.0|100
0|2021-10-28|3290.0|0|3290.0|0|71.0|0|0.0|100
0|2021-10-29|3312.0|0|3312.0|0|73.0|0|0.0|100
0|2021-10-30|3312.0|0|3312.0|0|73.0|0|0.0|100
0|2021-10-31|3312.0|0|3312.0|0|73.0|0|0.0|100
0|2021-11-01|3344.0|0|3344.0|0|73.0|0|0.0|100
0|2021-11-02|3344.0|0|3344.0|0|73.0|0|0.0|100
0|2021-11-03|3391.0|0|3391.0|0|77.0|0|0.0|100
0|2021-11-04|3391.0|0|3391.0|0|77.0|0|0.0|100
0|2021-11-05|3426.0|0|3426.0|0|77.0|0|0.0|100
0|2021-11-06|3426.0|0|3426.0|0|77.0|0|0.0|100
0|2021-11-07|3426.0|0|3426.0|0|77.0|0|0.0|100
0|2021-11-08|3462.0|0|3462.0|0|77.0|0|0.0|100
0|2021-11-09|3462.0|0|3462.0|0|77.0|0|0.0|100
0|2021-11-10|3462.0|0|3479.0|0|77.0|0|0.0|100
0|2021-11-11|3479.0|0|3479.0|0|78.0|0|0.0|100
0|2021-11-12|3510.0|0|3510.0|0|79.0|0|0.0|100
0|2021-11-13|3510.0|0|3510.0|0|79.0|0|0.0|100
0|2021-11-14|3510.0|0|3510.0|0|79.0|0|0.0|100
0|2021-11-15|3556.0|0|3556.0|0|79.0|0|0.0|100
0|2021-11-16|3556.0|0|3556.0|0|79.0|0|0.0|100
0|2021-11-17|3579.0|0|3579.0|0|79.0|0|0.0|100
0|2021-11-18|3579.0|0|3579.0|0|79.0|0|0.0|100
0|2021-11-19|3612.0|0|3612.0|0|80.0|0|0.0|100
0|2021-11-20|3612.0|0|3612.0|0|80.0|0|0.0|100
0|2021-11-21|3612.0|0|3612.0|0|80.0|0|0.0|100
0|2021-11-22|3643.0|0|3643.0|0|81.0|0|0.0|100
0|2021-11-23|3643.0|0|3643.0|0|81.0|0|0.0|100
0|2021-11-24|3674.0|0|3674.0|0|83.0|0|0.0|100
0|2021-11-25|3674.0|0|3674.0|0|83.0|0|0.0|100
0|2021-11-26|3674.0|0|3674.0|0|83.0|0|0.0|100
0|2021-11-27|3674.0|0|3674.0|0|83.0|0|0.0|100
0|2021-11-28|3674.0|0|3674.0|0|83.0|0|0.0|100
0|2021-11-29|3724.0|0|3724.0|0|83.0|0|0.0|100
0|2021-11-30|3724.0|0|3724.0|0|83.0|0|0.0|100
0|2021-12-01|3753.0|0|3753.0|0|86.0|0|0.0|100
0|2021-12-02|3753.0|0|3753.0|0|86.0|0|0.0|100
0|2021-12-03|3786.0|0|3786.0|0|85.0|0|0.0|100
0|2021-12-04|3786.0|0|3786.0|0|85.0|0|0.0|100
0|2021-12-05|3786.0|0|3786.0|0|85.0|0|0.0|100
0|2021-12-06|3836.0|0|3836.0|0|85.0|0|0.0|100
0|2021-12-07|3836.0|0|3836.0|0|85.0|0|0.0|100
0|2021-12-08|3865.0|0|3865.0|0|85.0|0|0.0|100
0|2021-12-09|3865.0|0|3865.0|0|85.0|0|0.0|100
0|2021-12-10|3886.0|0|3886.0|0|87.0|0|0.0|100
0|2021-12-11|3886.0|0|3886.0|0|87.0|0|0.0|100
0|2021-12-12|3886.0|0|3886.0|0|87.0|0|0.0|100
0|2021-12-13|3935.0|0|3935.0|0|87.0|0|0.0|100
0|2021-12-14|3935.0|0|3935.0|0|87.0|0|0.0|100
0|2021-12-15|3952.0|0|3952.0|0|88.0|0|0.0|100
0|2021-12-16|3952.0|0|3952.0|0|88.0|0|0.0|100
0|2021-12-17|3980.0|0|3980.0|0|90.0|0|0.0|100
0|2021-12-18|3980.0|0|3980.0|0|90.0|0|0.0|100
0|2021-12-19|3980.0|0|3980.0|0|90.0|0|0.0|100
0|2021-12-20|4013.0|0|4013.0|0|91.0|0|0.0|100
0|2021-12-21|4013.0|0|4013.0|0|91.0|0|0.0|100
0|2021-12-22|4036.0|0|4036.0|0|93.0|0|0.0|100
0|2021-12-23|4036.0|0|4036.0|0|93.0|0|0.0|100
0|2021-12-24|4036.0|0|4036.0|0|93.0|0|0.0|100
0|2021-12-25|4036.0|0|4036.0|0|93.0|0|0.0|100
0|2021-12-26|4036.0|0|4036.0|0|93.0|0|0.0|100
0|2021-12-27|4110.0|0|4110.0|0|94.0|0|0.0|100
0|2021-12-28|4110.0|0|4110.0|0|94.0|0|0.0|100
0|2021-12-29|4148.0|0|4148.0|0|95.0|0|0.0|100
0|2021-12-30|4148.0|0|4148.0|0|95.0|0|0.0|100
0|2021-12-31|4148.0|0|4148.0|0|95.0|0|0.0|100
0|2022-01-01|4148.0|0|4148.0|0|95.0|0|0.0|100
0|2022-01-02|4148.0|0|4148.0|0|95.0|0|0.0|100
0|2022-01-03|4239.0|0|4239.0|0|95.0|0|0.0|100
0|2022-01-04|4239.0|0|4239.0|0|95.0|0|0.0|100
0|2022-01-05|4292.0|0|4292.0|0|97.0|0|0.0|100
0|2022-01-06|4292.0|0|4292.0|0|97.0|0|0.0|100
0|2022-01-07|4384.0|0|4384.0|0|101.0|0|0.0|100
0|2022-01-08|4384.0|0|4384.0|0|101.0|0|0.0|100
0|2022-01-09|4384.0|0|4384.0|0|101.0|0|0.0|100
0|2022-01-10|4461.0|0|4461.0|0|101.0|0|0.0|100
0|2022-01-11|4461.0|0|4461.0|0|101.0|0|0.0|100
0|2022-01-12|4538.0|0|4538.0|0|101.0|0|0.0|100
0|2022-01-13|4538.0|0|4538.0|0|101.0|0|0.0|100
0|2022-01-14|4619.0|0|4619.0|0|102.0|0|0.0|100
0|2022-01-15|4619.0|0|4619.0|0|102.0|0|0.0|100
0|2022-01-16|4619.0|0|4619.0|0|102.0|0|0.0|100
0|2022-01-17|4619.0|0|0.0|100|102.0|0|0.0|100
