|dates|Yancey_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Yancey_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Yancey_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Yancey_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Yancey_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Yancey_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Yancey_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Yancey_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2751.0|0|2751.0|0|29.0|0|0.0|100
0|2021-10-18|2769.0|0|2769.0|0|29.0|0|0.0|100
0|2021-10-19|2771.0|0|2771.0|0|29.0|0|0.0|100
0|2021-10-20|2777.0|0|2777.0|0|29.0|0|0.0|100
0|2021-10-21|2792.0|0|2792.0|0|29.0|0|0.0|100
0|2021-10-22|2794.0|0|2794.0|0|29.0|0|0.0|100
0|2021-10-23|2794.0|0|2794.0|0|29.0|0|0.0|100
0|2021-10-24|2794.0|0|2794.0|0|29.0|0|0.0|100
0|2021-10-25|2799.0|0|2799.0|0|31.0|0|0.0|100
0|2021-10-26|2799.0|0|2799.0|0|31.0|0|0.0|100
0|2021-10-27|2799.0|0|2799.0|0|32.0|0|0.0|100
0|2021-10-28|2800.0|0|2800.0|0|32.0|0|0.0|100
0|2021-10-29|2823.0|0|2823.0|0|32.0|0|0.0|100
0|2021-10-30|2823.0|0|2823.0|0|32.0|0|0.0|100
0|2021-10-31|2823.0|0|2823.0|0|32.0|0|0.0|100
0|2021-11-01|2832.0|0|2832.0|0|32.0|0|0.0|100
0|2021-11-02|2833.0|0|2833.0|0|32.0|0|0.0|100
0|2021-11-03|2836.0|0|2836.0|0|32.0|0|0.0|100
0|2021-11-04|2841.0|0|2841.0|0|32.0|0|0.0|100
0|2021-11-05|2845.0|0|2845.0|0|32.0|0|0.0|100
0|2021-11-06|2845.0|0|2845.0|0|32.0|0|0.0|100
0|2021-11-07|2845.0|0|2845.0|0|32.0|0|0.0|100
0|2021-11-08|2862.0|0|2862.0|0|32.0|0|0.0|100
0|2021-11-09|2864.0|0|2864.0|0|32.0|0|0.0|100
0|2021-11-10|2865.0|0|2865.0|0|32.0|0|0.0|100
0|2021-11-11|2865.0|0|2865.0|0|32.0|0|0.0|100
0|2021-11-12|2883.0|0|2883.0|0|32.0|0|0.0|100
0|2021-11-13|2883.0|0|2883.0|0|32.0|0|0.0|100
0|2021-11-14|2883.0|0|2883.0|0|32.0|0|0.0|100
0|2021-11-15|2899.0|0|2899.0|0|32.0|0|0.0|100
0|2021-11-16|2900.0|0|2900.0|0|34.0|0|0.0|100
0|2021-11-17|2903.0|0|2903.0|0|34.0|0|0.0|100
0|2021-11-18|2916.0|0|2916.0|0|34.0|0|0.0|100
0|2021-11-19|2932.0|0|2932.0|0|35.0|0|0.0|100
0|2021-11-20|2932.0|0|2932.0|0|35.0|0|0.0|100
0|2021-11-21|2932.0|0|2932.0|0|35.0|0|0.0|100
0|2021-11-22|2975.0|0|2975.0|0|35.0|0|0.0|100
0|2021-11-23|2987.0|0|2987.0|0|35.0|0|0.0|100
0|2021-11-24|2996.0|0|2996.0|0|35.0|0|0.0|100
0|2021-11-25|2996.0|0|2996.0|0|35.0|0|0.0|100
0|2021-11-26|2996.0|0|2996.0|0|35.0|0|0.0|100
0|2021-11-27|2996.0|0|2996.0|0|35.0|0|0.0|100
0|2021-11-28|2996.0|0|2996.0|0|35.0|0|0.0|100
0|2021-11-29|3020.0|0|3020.0|0|35.0|0|0.0|100
0|2021-11-30|3024.0|0|3024.0|0|35.0|0|0.0|100
0|2021-12-01|3030.0|0|3030.0|0|35.0|0|0.0|100
0|2021-12-02|3050.0|0|3050.0|0|35.0|0|0.0|100
0|2021-12-03|3052.0|0|3052.0|0|35.0|0|0.0|100
0|2021-12-04|3052.0|0|3052.0|0|35.0|0|0.0|100
0|2021-12-05|3052.0|0|3052.0|0|35.0|0|0.0|100
0|2021-12-06|3085.0|0|3085.0|0|36.0|0|0.0|100
0|2021-12-07|3101.0|0|3101.0|0|36.0|0|0.0|100
0|2021-12-08|3121.0|0|3121.0|0|36.0|0|0.0|100
0|2021-12-09|3134.0|0|3134.0|0|36.0|0|0.0|100
0|2021-12-10|3144.0|0|3144.0|0|36.0|0|0.0|100
0|2021-12-11|3144.0|0|3144.0|0|36.0|0|0.0|100
0|2021-12-12|3144.0|0|3144.0|0|36.0|0|0.0|100
0|2021-12-13|3192.0|0|3192.0|0|36.0|0|0.0|100
0|2021-12-14|3192.0|0|3198.0|0|36.0|0|0.0|100
0|2021-12-15|3217.0|0|3217.0|0|36.0|0|0.0|100
0|2021-12-16|3247.0|0|3247.0|0|36.0|0|0.0|100
0|2021-12-17|3256.0|0|3256.0|0|36.0|0|0.0|100
0|2021-12-18|3256.0|0|3256.0|0|36.0|0|0.0|100
0|2021-12-19|3256.0|0|3256.0|0|36.0|0|0.0|100
0|2021-12-20|3322.0|0|3322.0|0|36.0|0|0.0|100
0|2021-12-21|3328.0|0|3328.0|0|36.0|0|0.0|100
0|2021-12-22|3356.0|0|3356.0|0|36.0|0|0.0|100
0|2021-12-23|3356.0|0|3356.0|0|36.0|0|0.0|100
0|2021-12-24|3356.0|0|3356.0|0|36.0|0|0.0|100
0|2021-12-25|3356.0|0|3356.0|0|36.0|0|0.0|100
0|2021-12-26|3356.0|0|3356.0|0|36.0|0|0.0|100
0|2021-12-27|3356.0|0|3356.0|0|36.0|0|0.0|100
0|2021-12-28|3446.0|0|3446.0|0|36.0|0|0.0|100
0|2021-12-29|3454.0|0|3454.0|0|36.0|0|0.0|100
0|2021-12-30|3472.0|0|3472.0|0|36.0|0|0.0|100
0|2021-12-31|3472.0|0|3522.0|0|36.0|0|0.0|100
0|2022-01-01|3472.0|0|3522.0|0|36.0|0|0.0|100
0|2022-01-02|3472.0|0|3522.0|0|36.0|0|0.0|100
0|2022-01-03|3621.0|0|3621.0|0|36.0|0|0.0|100
0|2022-01-04|3655.0|0|3655.0|0|36.0|0|0.0|100
0|2022-01-05|3678.0|0|3678.0|0|37.0|0|0.0|100
0|2022-01-06|3684.0|0|3684.0|0|37.0|0|0.0|100
0|2022-01-07|3749.0|0|3749.0|0|37.0|0|0.0|100
0|2022-01-08|3749.0|0|3749.0|0|37.0|0|0.0|100
0|2022-01-09|3749.0|0|3749.0|0|37.0|0|0.0|100
0|2022-01-10|3823.0|0|3823.0|0|37.0|0|0.0|100
0|2022-01-11|3836.0|0|3836.0|0|37.0|0|0.0|100
0|2022-01-12|3864.0|0|3864.0|0|37.0|0|0.0|100
0|2022-01-13|3864.0|0|3877.0|0|37.0|0|0.0|100
0|2022-01-14|3929.0|0|3929.0|0|38.0|0|0.0|100
0|2022-01-15|3929.0|0|3929.0|0|38.0|0|0.0|100
0|2022-01-16|3929.0|0|3929.0|0|38.0|0|0.0|100
0|2022-01-17|3929.0|0|0.0|100|38.0|0|0.0|100
