|dates|KansasCity_Missouri_UnitedStates.JHU_ConfirmedCases.data|KansasCity_Missouri_UnitedStates.JHU_ConfirmedCases.missing|KansasCity_Missouri_UnitedStates.NYT_ConfirmedCases.data|KansasCity_Missouri_UnitedStates.NYT_ConfirmedCases.missing|KansasCity_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|KansasCity_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|KansasCity_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|KansasCity_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-07|64244.0|0|64244.0|0|840.0|0|0.0|100
0|2021-11-08|64345.0|0|64345.0|0|840.0|0|0.0|100
0|2021-11-09|64417.0|0|64417.0|0|849.0|0|0.0|100
0|2021-11-10|64530.0|0|64530.0|0|850.0|0|0.0|100
0|2021-11-11|64530.0|0|64530.0|0|850.0|0|0.0|100
0|2021-11-12|64767.0|0|64767.0|0|850.0|0|0.0|100
0|2021-11-13|64874.0|0|64874.0|0|853.0|0|0.0|100
0|2021-11-14|64971.0|0|64971.0|0|853.0|0|0.0|100
0|2021-11-15|65025.0|0|65025.0|0|853.0|0|0.0|100
0|2021-11-16|65070.0|0|65070.0|0|857.0|0|0.0|100
0|2021-11-17|65182.0|0|65182.0|0|857.0|0|0.0|100
0|2021-11-18|66091.0|0|66091.0|0|866.0|0|0.0|100
0|2021-11-19|66213.0|0|66213.0|0|866.0|0|0.0|100
0|2021-11-20|66390.0|0|66390.0|0|867.0|0|0.0|100
0|2021-11-21|66517.0|0|66517.0|0|869.0|0|0.0|100
0|2021-11-22|66584.0|0|66584.0|0|859.0|0|0.0|100
0|2021-11-23|66683.0|0|66683.0|0|864.0|0|0.0|100
0|2021-11-24|66830.0|0|66830.0|0|864.0|0|0.0|100
0|2021-11-25|66830.0|0|66830.0|0|864.0|0|0.0|100
0|2021-11-26|66830.0|0|66830.0|0|864.0|0|0.0|100
0|2021-11-27|66830.0|0|66830.0|0|864.0|0|0.0|100
0|2021-11-28|66830.0|0|66830.0|0|864.0|0|0.0|100
0|2021-11-29|67493.0|0|67493.0|0|864.0|0|0.0|100
0|2021-11-30|67668.0|0|67668.0|0|866.0|0|0.0|100
0|2021-12-01|67899.0|0|67899.0|0|867.0|0|0.0|100
0|2021-12-02|68146.0|0|68146.0|0|952.0|0|0.0|100
0|2021-12-03|68146.0|0|68146.0|0|952.0|0|0.0|100
0|2021-12-04|68721.0|0|68721.0|0|952.0|0|0.0|100
0|2021-12-05|68811.0|0|68811.0|0|952.0|0|0.0|100
0|2021-12-06|69178.0|0|69178.0|0|952.0|0|0.0|100
0|2021-12-07|69353.0|0|69353.0|0|954.0|0|0.0|100
0|2021-12-08|69727.0|0|69727.0|0|954.0|0|0.0|100
0|2021-12-09|70033.0|0|70033.0|0|964.0|0|0.0|100
0|2021-12-10|70346.0|0|70346.0|0|966.0|0|0.0|100
0|2021-12-11|70605.0|0|70605.0|0|967.0|0|0.0|100
0|2021-12-12|70838.0|0|70838.0|0|967.0|0|0.0|100
0|2021-12-13|70957.0|0|70957.0|0|967.0|0|0.0|100
0|2021-12-14|70957.0|0|71117.0|0|967.0|0|0.0|100
0|2021-12-15|71381.0|0|71381.0|0|982.0|0|0.0|100
0|2021-12-16|71802.0|0|71802.0|0|982.0|0|0.0|100
0|2021-12-17|72098.0|0|72098.0|0|982.0|0|0.0|100
0|2021-12-18|72393.0|0|72393.0|0|982.0|0|0.0|100
0|2021-12-19|72616.0|0|72616.0|0|982.0|0|0.0|100
0|2021-12-20|72855.0|0|72855.0|0|982.0|0|0.0|100
0|2021-12-21|73015.0|0|73015.0|0|989.0|0|0.0|100
0|2021-12-22|73301.0|0|73301.0|0|993.0|0|0.0|100
0|2021-12-23|73948.0|0|73948.0|0|996.0|0|0.0|100
0|2021-12-24|73948.0|0|73948.0|0|996.0|0|0.0|100
0|2021-12-25|73948.0|0|73948.0|0|996.0|0|0.0|100
0|2021-12-26|73948.0|0|73948.0|0|996.0|0|0.0|100
0|2021-12-27|74964.0|0|74964.0|0|997.0|0|0.0|100
0|2021-12-28|75393.0|0|75393.0|0|1003.0|0|0.0|100
0|2021-12-29|76014.0|0|76014.0|0|1004.0|0|0.0|100
0|2021-12-30|76832.0|0|76832.0|0|1000.0|0|0.0|100
0|2021-12-31|76832.0|0|76832.0|0|1000.0|0|0.0|100
0|2022-01-01|76832.0|0|76832.0|0|1000.0|0|0.0|100
0|2022-01-02|76832.0|0|76832.0|0|1000.0|0|0.0|100
0|2022-01-03|76832.0|0|80274.0|0|1000.0|0|0.0|100
0|2022-01-04|81006.0|0|81006.0|0|1005.0|0|0.0|100
0|2022-01-05|82240.0|0|82240.0|0|1006.0|0|0.0|100
0|2022-01-06|83614.0|0|83614.0|0|1008.0|0|0.0|100
0|2022-01-07|84898.0|0|84898.0|0|1008.0|0|0.0|100
0|2022-01-08|86770.0|0|86770.0|0|1009.0|0|0.0|100
0|2022-01-09|87241.0|0|87241.0|0|1010.0|0|0.0|100
0|2022-01-10|88160.0|0|88160.0|0|1010.0|0|0.0|100
0|2022-01-11|89572.0|0|89572.0|0|1022.0|0|0.0|100
0|2022-01-12|90942.0|0|90942.0|0|1023.0|0|0.0|100
0|2022-01-13|90942.0|0|92304.0|0|1023.0|0|0.0|100
0|2022-01-14|93231.0|0|93231.0|0|1028.0|0|0.0|100
0|2022-01-15|95256.0|0|95256.0|0|1028.0|0|0.0|100
0|2022-01-16|95256.0|0|95256.0|0|1028.0|0|0.0|100
0|2022-01-17|95256.0|0|0.0|100|1028.0|0|0.0|100
