|dates|Pierce_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pierce_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pierce_Wisconsin_UnitedStates.Male_Total_Population.data|Pierce_Wisconsin_UnitedStates.Male_Total_Population.missing|Pierce_Wisconsin_UnitedStates.Female_Total_Population.data|Pierce_Wisconsin_UnitedStates.Female_Total_Population.missing|Pierce_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Pierce_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-25|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-11-26|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-11-27|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-11-28|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-11-29|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-11-30|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-01|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-02|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-03|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-04|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-05|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-06|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-07|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-08|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-09|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-10|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-11|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-12|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-13|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-14|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-15|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-16|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-17|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-18|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-19|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-20|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-21|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-22|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-23|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-24|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-25|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-26|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-27|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-28|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-29|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-30|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2021-12-31|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2022-01-01|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2022-01-02|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2022-01-03|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2022-01-04|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2022-01-05|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2022-01-06|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2022-01-07|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2022-01-08|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2022-01-09|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2022-01-10|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2022-01-11|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2022-01-12|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2022-01-13|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2022-01-14|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2022-01-15|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2022-01-16|6214.0|0|21199.0|0|21356.0|0|8758.0|0
0|2022-01-17|6214.0|0|21199.0|0|21356.0|0|8758.0|0
