|dates|Andrews_Texas_UnitedStates.BLS_EmployedPopulation.data|Andrews_Texas_UnitedStates.BLS_EmployedPopulation.missing|Andrews_Texas_UnitedStates.BLS_UnemployedPopulation.data|Andrews_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Andrews_Texas_UnitedStates.BLS_UnemploymentRate.data|Andrews_Texas_UnitedStates.BLS_UnemploymentRate.missing|Andrews_Texas_UnitedStates.BLS_LaborForcePopulation.data|Andrews_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2022-01-07|8168.0|0|539.0|0|6.190421499942575|0|8707.0|0
0|2022-01-08|8168.0|0|539.0|0|6.190421499942575|0|8707.0|0
0|2022-01-09|8168.0|0|539.0|0|6.190421499942575|0|8707.0|0
0|2022-01-10|8168.0|0|539.0|0|6.190421499942575|0|8707.0|0
0|2022-01-11|8168.0|0|539.0|0|6.190421499942575|0|8707.0|0
0|2022-01-12|8168.0|0|539.0|0|6.190421499942575|0|8707.0|0
0|2022-01-13|8168.0|0|539.0|0|6.190421499942575|0|8707.0|0
0|2022-01-14|8168.0|0|539.0|0|6.190421499942575|0|8707.0|0
0|2022-01-15|8168.0|0|539.0|0|6.190421499942575|0|8707.0|0
0|2022-01-16|8168.0|0|539.0|0|6.190421499942575|0|8707.0|0
0|2022-01-17|8168.0|0|539.0|0|6.190421499942575|0|8707.0|0
