|dates|Macon_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Macon_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Macon_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Macon_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Macon_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Macon_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Macon_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Macon_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-25|5111.0|0|5111.0|0|80.0|0|0.0|100
0|2021-11-26|5111.0|0|5111.0|0|80.0|0|0.0|100
0|2021-11-27|5111.0|0|5111.0|0|80.0|0|0.0|100
0|2021-11-28|5111.0|0|5111.0|0|80.0|0|0.0|100
0|2021-11-29|5121.0|0|5121.0|0|80.0|0|0.0|100
0|2021-11-30|5121.0|0|5121.0|0|80.0|0|0.0|100
0|2021-12-01|5129.0|0|5129.0|0|80.0|0|0.0|100
0|2021-12-02|5134.0|0|5134.0|0|80.0|0|0.0|100
0|2021-12-03|5134.0|0|5139.0|0|80.0|0|0.0|100
0|2021-12-04|5139.0|0|5139.0|0|80.0|0|0.0|100
0|2021-12-05|5139.0|0|5139.0|0|80.0|0|0.0|100
0|2021-12-06|5161.0|0|5161.0|0|80.0|0|0.0|100
0|2021-12-07|5161.0|0|5161.0|0|80.0|0|0.0|100
0|2021-12-08|5173.0|0|5173.0|0|85.0|0|0.0|100
0|2021-12-09|5188.0|0|5188.0|0|85.0|0|0.0|100
0|2021-12-10|5202.0|0|5202.0|0|85.0|0|0.0|100
0|2021-12-11|5202.0|0|5202.0|0|85.0|0|0.0|100
0|2021-12-12|5202.0|0|5202.0|0|85.0|0|0.0|100
0|2021-12-13|5216.0|0|5216.0|0|85.0|0|0.0|100
0|2021-12-14|5216.0|0|5218.0|0|85.0|0|0.0|100
0|2021-12-15|5226.0|0|5226.0|0|86.0|0|0.0|100
0|2021-12-16|5229.0|0|5229.0|0|87.0|0|0.0|100
0|2021-12-17|5238.0|0|5238.0|0|87.0|0|0.0|100
0|2021-12-18|5238.0|0|5238.0|0|87.0|0|0.0|100
0|2021-12-19|5238.0|0|5238.0|0|87.0|0|0.0|100
0|2021-12-20|5254.0|0|5254.0|0|87.0|0|0.0|100
0|2021-12-21|5260.0|0|5260.0|0|87.0|0|0.0|100
0|2021-12-22|5261.0|0|5261.0|0|87.0|0|0.0|100
0|2021-12-23|5261.0|0|5261.0|0|87.0|0|0.0|100
0|2021-12-24|5261.0|0|5261.0|0|87.0|0|0.0|100
0|2021-12-25|5261.0|0|5261.0|0|87.0|0|0.0|100
0|2021-12-26|5261.0|0|5261.0|0|87.0|0|0.0|100
0|2021-12-27|5261.0|0|5261.0|0|87.0|0|0.0|100
0|2021-12-28|5336.0|0|5336.0|0|87.0|0|0.0|100
0|2021-12-29|5360.0|0|5360.0|0|87.0|0|0.0|100
0|2021-12-30|5388.0|0|5388.0|0|87.0|0|0.0|100
0|2021-12-31|5388.0|0|5426.0|0|87.0|0|0.0|100
0|2022-01-01|5388.0|0|5426.0|0|87.0|0|0.0|100
0|2022-01-02|5388.0|0|5426.0|0|87.0|0|0.0|100
0|2022-01-03|5496.0|0|5496.0|0|87.0|0|0.0|100
0|2022-01-04|5518.0|0|5518.0|0|87.0|0|0.0|100
0|2022-01-05|5560.0|0|5560.0|0|87.0|0|0.0|100
0|2022-01-06|5581.0|0|5581.0|0|87.0|0|0.0|100
0|2022-01-07|5656.0|0|5656.0|0|87.0|0|0.0|100
0|2022-01-08|5656.0|0|5656.0|0|87.0|0|0.0|100
0|2022-01-09|5656.0|0|5656.0|0|87.0|0|0.0|100
0|2022-01-10|5752.0|0|5752.0|0|87.0|0|0.0|100
0|2022-01-11|5791.0|0|5791.0|0|87.0|0|0.0|100
0|2022-01-12|5835.0|0|5835.0|0|88.0|0|0.0|100
0|2022-01-13|5835.0|0|5856.0|0|88.0|0|0.0|100
0|2022-01-14|5926.0|0|5926.0|0|88.0|0|0.0|100
0|2022-01-15|5926.0|0|5926.0|0|88.0|0|0.0|100
0|2022-01-16|5926.0|0|5926.0|0|88.0|0|0.0|100
0|2022-01-17|5926.0|0|0.0|100|88.0|0|0.0|100
