|dates|Wolfe_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Wolfe_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Wolfe_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Wolfe_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Wolfe_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Wolfe_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Wolfe_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Wolfe_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1167.0|0|1167.0|0|10.0|0|0.0|100
0|2021-10-18|1176.0|0|1176.0|0|10.0|0|0.0|100
0|2021-10-19|1179.0|0|1179.0|0|10.0|0|0.0|100
0|2021-10-20|1181.0|0|1181.0|0|10.0|0|0.0|100
0|2021-10-21|1182.0|0|1182.0|0|10.0|0|0.0|100
0|2021-10-22|1181.0|0|1181.0|0|10.0|0|0.0|100
0|2021-10-23|1181.0|0|1181.0|0|10.0|0|0.0|100
0|2021-10-24|1181.0|0|1181.0|0|10.0|0|0.0|100
0|2021-10-25|1183.0|0|1183.0|0|10.0|0|0.0|100
0|2021-10-26|1186.0|0|1186.0|0|11.0|0|0.0|100
0|2021-10-27|1188.0|0|1188.0|0|11.0|0|0.0|100
0|2021-10-28|1189.0|0|1189.0|0|11.0|0|0.0|100
0|2021-10-29|1191.0|0|1191.0|0|11.0|0|0.0|100
0|2021-10-30|1191.0|0|1191.0|0|11.0|0|0.0|100
0|2021-10-31|1191.0|0|1191.0|0|11.0|0|0.0|100
0|2021-11-01|1197.0|0|1197.0|0|11.0|0|0.0|100
0|2021-11-02|1201.0|0|1201.0|0|11.0|0|0.0|100
0|2021-11-03|1201.0|0|1201.0|0|11.0|0|0.0|100
0|2021-11-04|1203.0|0|1203.0|0|11.0|0|0.0|100
0|2021-11-05|1209.0|0|1209.0|0|11.0|0|0.0|100
0|2021-11-06|1209.0|0|1209.0|0|11.0|0|0.0|100
0|2021-11-07|1209.0|0|1209.0|0|11.0|0|0.0|100
0|2021-11-08|1215.0|0|1215.0|0|11.0|0|0.0|100
0|2021-11-09|1218.0|0|1218.0|0|12.0|0|0.0|100
0|2021-11-10|1218.0|0|1221.0|0|12.0|0|0.0|100
0|2021-11-11|1221.0|0|1221.0|0|12.0|0|0.0|100
0|2021-11-12|1233.0|0|1233.0|0|12.0|0|0.0|100
0|2021-11-13|1233.0|0|1233.0|0|12.0|0|0.0|100
0|2021-11-14|1233.0|0|1233.0|0|12.0|0|0.0|100
0|2021-11-15|1234.0|0|1234.0|0|12.0|0|0.0|100
0|2021-11-16|1237.0|0|1237.0|0|12.0|0|0.0|100
0|2021-11-17|1240.0|0|1240.0|0|12.0|0|0.0|100
0|2021-11-18|1240.0|0|1240.0|0|12.0|0|0.0|100
0|2021-11-19|1242.0|0|1242.0|0|12.0|0|0.0|100
0|2021-11-20|1242.0|0|1242.0|0|12.0|0|0.0|100
0|2021-11-21|1242.0|0|1242.0|0|12.0|0|0.0|100
0|2021-11-22|1246.0|0|1246.0|0|12.0|0|0.0|100
0|2021-11-23|1248.0|0|1248.0|0|13.0|0|0.0|100
0|2021-11-24|1249.0|0|1249.0|0|13.0|0|0.0|100
0|2021-11-25|1249.0|0|1249.0|0|13.0|0|0.0|100
0|2021-11-26|1249.0|0|1249.0|0|13.0|0|0.0|100
0|2021-11-27|1249.0|0|1249.0|0|13.0|0|0.0|100
0|2021-11-28|1249.0|0|1249.0|0|13.0|0|0.0|100
