|dates|Wolfe_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Wolfe_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Wolfe_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Wolfe_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Wolfe_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Wolfe_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Wolfe_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Wolfe_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-29|1260.0|0|1260.0|0|13.0|0|0.0|100
0|2021-11-30|1269.0|0|1269.0|0|13.0|0|0.0|100
0|2021-12-01|1274.0|0|1274.0|0|13.0|0|0.0|100
0|2021-12-02|1274.0|0|1282.0|0|13.0|0|0.0|100
0|2021-12-03|1284.0|0|1284.0|0|13.0|0|0.0|100
0|2021-12-04|1284.0|0|1284.0|0|13.0|0|0.0|100
0|2021-12-05|1284.0|0|1284.0|0|13.0|0|0.0|100
0|2021-12-06|1291.0|0|1291.0|0|13.0|0|0.0|100
0|2021-12-07|1298.0|0|1298.0|0|13.0|0|0.0|100
0|2021-12-08|1307.0|0|1307.0|0|13.0|0|0.0|100
0|2021-12-09|1316.0|0|1316.0|0|13.0|0|0.0|100
0|2021-12-10|1324.0|0|1324.0|0|13.0|0|0.0|100
0|2021-12-11|1324.0|0|1324.0|0|13.0|0|0.0|100
0|2021-12-12|1324.0|0|1324.0|0|13.0|0|0.0|100
0|2021-12-13|1348.0|0|1348.0|0|13.0|0|0.0|100
0|2021-12-14|1348.0|0|1359.0|0|13.0|0|0.0|100
0|2021-12-15|1370.0|0|1370.0|0|13.0|0|0.0|100
0|2021-12-16|1380.0|0|1380.0|0|13.0|0|0.0|100
0|2021-12-17|1384.0|0|1384.0|0|13.0|0|0.0|100
0|2021-12-18|1384.0|0|1384.0|0|13.0|0|0.0|100
0|2021-12-19|1384.0|0|1384.0|0|13.0|0|0.0|100
0|2021-12-20|1408.0|0|1408.0|0|13.0|0|0.0|100
0|2021-12-21|1426.0|0|1426.0|0|13.0|0|0.0|100
0|2021-12-22|1435.0|0|1435.0|0|13.0|0|0.0|100
0|2021-12-23|1435.0|0|1435.0|0|13.0|0|0.0|100
0|2021-12-24|1435.0|0|1435.0|0|13.0|0|0.0|100
0|2021-12-25|1435.0|0|1435.0|0|13.0|0|0.0|100
0|2021-12-26|1435.0|0|1435.0|0|13.0|0|0.0|100
0|2021-12-27|1461.0|0|1461.0|0|13.0|0|0.0|100
0|2021-12-28|1475.0|0|1475.0|0|14.0|0|0.0|100
0|2021-12-29|1493.0|0|1493.0|0|14.0|0|0.0|100
0|2021-12-30|1493.0|0|1493.0|0|14.0|0|0.0|100
0|2021-12-31|1493.0|0|1493.0|0|14.0|0|0.0|100
0|2022-01-01|1493.0|0|1493.0|0|14.0|0|0.0|100
0|2022-01-02|1493.0|0|1493.0|0|14.0|0|0.0|100
0|2022-01-03|1516.0|0|1516.0|0|14.0|0|0.0|100
0|2022-01-04|1522.0|0|1522.0|0|14.0|0|0.0|100
0|2022-01-05|1532.0|0|1532.0|0|15.0|0|0.0|100
0|2022-01-06|1552.0|0|1552.0|0|15.0|0|0.0|100
0|2022-01-07|1564.0|0|1564.0|0|15.0|0|0.0|100
0|2022-01-08|1564.0|0|1564.0|0|15.0|0|0.0|100
0|2022-01-09|1564.0|0|1564.0|0|15.0|0|0.0|100
0|2022-01-10|1570.0|0|1570.0|0|15.0|0|0.0|100
0|2022-01-11|1580.0|0|1580.0|0|15.0|0|0.0|100
0|2022-01-12|1605.0|0|1605.0|0|15.0|0|0.0|100
0|2022-01-13|1605.0|0|1618.0|0|15.0|0|0.0|100
0|2022-01-14|1630.0|0|1630.0|0|15.0|0|0.0|100
0|2022-01-15|1630.0|0|1630.0|0|15.0|0|0.0|100
0|2022-01-16|1630.0|0|1630.0|0|15.0|0|0.0|100
0|2022-01-17|1630.0|0|0.0|100|15.0|0|0.0|100
