|dates|Harrison_Mississippi_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Harrison_Mississippi_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Harrison_Mississippi_UnitedStates.NYT_ConfirmedDeaths.data|Harrison_Mississippi_UnitedStates.NYT_ConfirmedDeaths.missing|Harrison_Mississippi_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Harrison_Mississippi_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Harrison_Mississippi_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Harrison_Mississippi_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|530.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|535.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|537.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|537.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|538.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|538.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|538.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|538.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|540.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|541.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|541.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|541.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|542.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|542.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|542.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|543.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|546.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|546.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|546.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|548.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|548.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|548.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|549.0|0|0.0|100|0.0|100
