|dates|Orange_Indiana_UnitedStates.JHU_ConfirmedCases.data|Orange_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Orange_Indiana_UnitedStates.NYT_ConfirmedCases.data|Orange_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Orange_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Orange_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Orange_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Orange_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-03|3714.0|0|3720.0|0|77.0|0|0.0|100
0|2022-01-04|3720.0|0|3726.0|0|77.0|0|0.0|100
0|2022-01-05|3736.0|0|3742.0|0|77.0|0|0.0|100
0|2022-01-06|3781.0|0|3787.0|0|77.0|0|0.0|100
0|2022-01-07|3811.0|0|3817.0|0|79.0|0|0.0|100
0|2022-01-08|3811.0|0|3817.0|0|79.0|0|0.0|100
0|2022-01-09|3811.0|0|3817.0|0|79.0|0|0.0|100
0|2022-01-10|3871.0|0|3877.0|0|80.0|0|0.0|100
0|2022-01-11|3897.0|0|3903.0|0|81.0|0|0.0|100
0|2022-01-12|3922.0|0|3928.0|0|81.0|0|0.0|100
0|2022-01-13|3922.0|0|3966.0|0|81.0|0|0.0|100
0|2022-01-14|4024.0|0|4030.0|0|82.0|0|0.0|100
0|2022-01-15|4024.0|0|4030.0|0|82.0|0|0.0|100
0|2022-01-16|4024.0|0|4030.0|0|82.0|0|0.0|100
0|2022-01-17|4126.0|0|0.0|100|82.0|0|0.0|100
