|dates|Orange_Indiana_UnitedStates.JHU_ConfirmedCases.data|Orange_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Orange_Indiana_UnitedStates.NYT_ConfirmedCases.data|Orange_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Orange_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Orange_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Orange_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Orange_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2905.0|0|2910.0|0|62.0|0|0.0|100
0|2021-10-18|2917.0|0|2923.0|0|62.0|0|0.0|100
0|2021-10-19|2920.0|0|2926.0|0|63.0|0|0.0|100
0|2021-10-20|2926.0|0|2932.0|0|63.0|0|0.0|100
0|2021-10-21|2935.0|0|2941.0|0|64.0|0|0.0|100
0|2021-10-22|2936.0|0|2942.0|0|64.0|0|0.0|100
0|2021-10-23|2936.0|0|2942.0|0|64.0|0|0.0|100
0|2021-10-24|2936.0|0|2942.0|0|64.0|0|0.0|100
0|2021-10-25|2950.0|0|2956.0|0|64.0|0|0.0|100
0|2021-10-26|2955.0|0|2961.0|0|64.0|0|0.0|100
0|2021-10-27|2961.0|0|2967.0|0|64.0|0|0.0|100
0|2021-10-28|2967.0|0|2973.0|0|64.0|0|0.0|100
0|2021-10-29|2979.0|0|2985.0|0|64.0|0|0.0|100
0|2021-10-30|2979.0|0|2985.0|0|64.0|0|0.0|100
0|2021-10-31|2979.0|0|2985.0|0|64.0|0|0.0|100
0|2021-11-01|2993.0|0|2999.0|0|64.0|0|0.0|100
0|2021-11-02|2995.0|0|3001.0|0|64.0|0|0.0|100
0|2021-11-03|3003.0|0|3009.0|0|64.0|0|0.0|100
0|2021-11-04|3010.0|0|3016.0|0|65.0|0|0.0|100
0|2021-11-05|3023.0|0|3029.0|0|65.0|0|0.0|100
0|2021-11-06|3023.0|0|3029.0|0|65.0|0|0.0|100
0|2021-11-07|3023.0|0|3029.0|0|65.0|0|0.0|100
0|2021-11-08|3048.0|0|3054.0|0|65.0|0|0.0|100
0|2021-11-09|3052.0|0|3058.0|0|67.0|0|0.0|100
0|2021-11-10|3052.0|0|3063.0|0|67.0|0|0.0|100
0|2021-11-11|3087.0|0|3093.0|0|67.0|0|0.0|100
0|2021-11-12|3090.0|0|3096.0|0|68.0|0|0.0|100
0|2021-11-13|3090.0|0|3096.0|0|68.0|0|0.0|100
0|2021-11-14|3090.0|0|3096.0|0|68.0|0|0.0|100
0|2021-11-15|3116.0|0|3122.0|0|68.0|0|0.0|100
0|2021-11-16|3123.0|0|3129.0|0|69.0|0|0.0|100
0|2021-11-17|3127.0|0|3133.0|0|69.0|0|0.0|100
0|2021-11-18|3137.0|0|3143.0|0|69.0|0|0.0|100
0|2021-11-19|3148.0|0|3154.0|0|69.0|0|0.0|100
0|2021-11-20|3148.0|0|3154.0|0|69.0|0|0.0|100
0|2021-11-21|3148.0|0|3154.0|0|69.0|0|0.0|100
0|2021-11-22|3180.0|0|3186.0|0|70.0|0|0.0|100
0|2021-11-23|3193.0|0|3199.0|0|70.0|0|0.0|100
0|2021-11-24|3202.0|0|3208.0|0|70.0|0|0.0|100
0|2021-11-25|3202.0|0|3208.0|0|70.0|0|0.0|100
0|2021-11-26|3202.0|0|3208.0|0|70.0|0|0.0|100
0|2021-11-27|3202.0|0|3208.0|0|70.0|0|0.0|100
0|2021-11-28|3202.0|0|3208.0|0|70.0|0|0.0|100
0|2021-11-29|3244.0|0|3250.0|0|70.0|0|0.0|100
0|2021-11-30|3255.0|0|3261.0|0|71.0|0|0.0|100
0|2021-12-01|3265.0|0|3271.0|0|72.0|0|0.0|100
0|2021-12-02|3265.0|0|3297.0|0|72.0|0|0.0|100
0|2021-12-03|3313.0|0|3319.0|0|72.0|0|0.0|100
0|2021-12-04|3313.0|0|3319.0|0|72.0|0|0.0|100
0|2021-12-05|3313.0|0|3319.0|0|72.0|0|0.0|100
0|2021-12-06|3352.0|0|3358.0|0|72.0|0|0.0|100
0|2021-12-07|3364.0|0|3370.0|0|73.0|0|0.0|100
0|2021-12-08|3380.0|0|3386.0|0|74.0|0|0.0|100
0|2021-12-09|3398.0|0|3404.0|0|74.0|0|0.0|100
0|2021-12-10|3426.0|0|3432.0|0|74.0|0|0.0|100
0|2021-12-11|3426.0|0|3432.0|0|74.0|0|0.0|100
0|2021-12-12|3426.0|0|3432.0|0|74.0|0|0.0|100
0|2021-12-13|3462.0|0|3468.0|0|74.0|0|0.0|100
0|2021-12-14|3462.0|0|3484.0|0|74.0|0|0.0|100
0|2021-12-15|3482.0|0|3488.0|0|74.0|0|0.0|100
0|2021-12-16|3497.0|0|3503.0|0|74.0|0|0.0|100
0|2021-12-17|3517.0|0|3523.0|0|74.0|0|0.0|100
0|2021-12-18|3517.0|0|3523.0|0|74.0|0|0.0|100
0|2021-12-19|3517.0|0|3523.0|0|74.0|0|0.0|100
0|2021-12-20|3542.0|0|3548.0|0|75.0|0|0.0|100
0|2021-12-21|3554.0|0|3560.0|0|76.0|0|0.0|100
0|2021-12-22|3565.0|0|3571.0|0|76.0|0|0.0|100
0|2021-12-23|3565.0|0|3571.0|0|76.0|0|0.0|100
0|2021-12-24|3565.0|0|3571.0|0|76.0|0|0.0|100
0|2021-12-25|3565.0|0|3571.0|0|76.0|0|0.0|100
0|2021-12-26|3565.0|0|3571.0|0|76.0|0|0.0|100
0|2021-12-27|3621.0|0|3627.0|0|76.0|0|0.0|100
0|2021-12-28|3627.0|0|3633.0|0|76.0|0|0.0|100
0|2021-12-29|3631.0|0|3637.0|0|77.0|0|0.0|100
0|2021-12-30|3654.0|0|3660.0|0|77.0|0|0.0|100
0|2021-12-31|3654.0|0|3660.0|0|77.0|0|0.0|100
0|2022-01-01|3654.0|0|3660.0|0|77.0|0|0.0|100
0|2022-01-02|3654.0|0|3660.0|0|77.0|0|0.0|100
