|dates|BoxButte_Nebraska_UnitedStates.JHU_ConfirmedCases.data|BoxButte_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|BoxButte_Nebraska_UnitedStates.NYT_ConfirmedCases.data|BoxButte_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|BoxButte_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|BoxButte_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|BoxButte_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|BoxButte_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1457.0|0|1457.0|0|8.0|0|0.0|100
0|2021-10-18|1468.0|0|1468.0|0|8.0|0|0.0|100
0|2021-10-19|1479.0|0|1479.0|0|8.0|0|0.0|100
0|2021-10-20|1482.0|0|1482.0|0|8.0|0|0.0|100
0|2021-10-21|1489.0|0|1489.0|0|8.0|0|0.0|100
0|2021-10-22|1489.0|0|1489.0|0|8.0|0|0.0|100
0|2021-10-23|1489.0|0|1489.0|0|8.0|0|0.0|100
0|2021-10-24|1489.0|0|1489.0|0|8.0|0|0.0|100
0|2021-10-25|1489.0|0|1489.0|0|8.0|0|0.0|100
0|2021-10-26|1489.0|0|1489.0|0|8.0|0|0.0|100
0|2021-10-27|1513.0|0|1513.0|0|8.0|0|0.0|100
0|2021-10-28|1513.0|0|1513.0|0|8.0|0|0.0|100
0|2021-10-29|1513.0|0|1521.0|0|8.0|0|0.0|100
0|2021-10-30|1513.0|0|1521.0|0|8.0|0|0.0|100
0|2021-10-31|1513.0|0|1524.0|0|8.0|0|0.0|100
0|2021-11-01|1513.0|0|1529.0|0|8.0|0|0.0|100
0|2021-11-02|1513.0|0|1529.0|0|8.0|0|0.0|100
0|2021-11-03|1551.0|0|1551.0|0|8.0|0|0.0|100
0|2021-11-04|1551.0|0|1551.0|0|8.0|0|0.0|100
0|2021-11-05|1551.0|0|1551.0|0|8.0|0|0.0|100
0|2021-11-06|1551.0|0|1551.0|0|8.0|0|0.0|100
0|2021-11-07|1551.0|0|1551.0|0|8.0|0|0.0|100
0|2021-11-08|1576.0|0|1576.0|0|8.0|0|0.0|100
0|2021-11-09|1585.0|0|1585.0|0|8.0|0|0.0|100
0|2021-11-10|1586.0|0|1586.0|0|8.0|0|0.0|100
0|2021-11-11|1597.0|0|1597.0|0|8.0|0|0.0|100
0|2021-11-12|1600.0|0|1600.0|0|8.0|0|0.0|100
0|2021-11-13|1600.0|0|1600.0|0|8.0|0|0.0|100
0|2021-11-14|1600.0|0|1600.0|0|8.0|0|0.0|100
0|2021-11-15|1604.0|0|1604.0|0|8.0|0|0.0|100
0|2021-11-16|1607.0|0|1607.0|0|8.0|0|0.0|100
0|2021-11-17|1614.0|0|1614.0|0|8.0|0|0.0|100
0|2021-11-18|1618.0|0|1618.0|0|8.0|0|0.0|100
0|2021-11-19|1632.0|0|1632.0|0|8.0|0|0.0|100
0|2021-11-20|1632.0|0|1632.0|0|8.0|0|0.0|100
0|2021-11-21|1632.0|0|1632.0|0|8.0|0|0.0|100
0|2021-11-22|1635.0|0|1635.0|0|8.0|0|0.0|100
0|2021-11-23|1640.0|0|1640.0|0|8.0|0|0.0|100
0|2021-11-24|1639.0|0|1639.0|0|8.0|0|0.0|100
0|2021-11-25|1639.0|0|1639.0|0|8.0|0|0.0|100
0|2021-11-26|1639.0|0|1639.0|0|8.0|0|0.0|100
0|2021-11-27|1639.0|0|1639.0|0|8.0|0|0.0|100
0|2021-11-28|1639.0|0|1639.0|0|8.0|0|0.0|100
0|2021-11-29|1654.0|0|1654.0|0|8.0|0|0.0|100
0|2021-11-30|1658.0|0|1658.0|0|8.0|0|0.0|100
0|2021-12-01|1663.0|0|1663.0|0|8.0|0|0.0|100
0|2021-12-02|1666.0|0|1666.0|0|8.0|0|0.0|100
0|2021-12-03|1674.0|0|1674.0|0|8.0|0|0.0|100
0|2021-12-04|1674.0|0|1674.0|0|8.0|0|0.0|100
0|2021-12-05|1674.0|0|1674.0|0|8.0|0|0.0|100
0|2021-12-06|1679.0|0|1679.0|0|8.0|0|0.0|100
0|2021-12-07|1686.0|0|1686.0|0|8.0|0|0.0|100
0|2021-12-08|1689.0|0|1689.0|0|8.0|0|0.0|100
0|2021-12-09|1692.0|0|1692.0|0|8.0|0|0.0|100
0|2021-12-10|1695.0|0|1695.0|0|8.0|0|0.0|100
0|2021-12-11|1695.0|0|1695.0|0|8.0|0|0.0|100
0|2021-12-12|1695.0|0|1695.0|0|8.0|0|0.0|100
0|2021-12-13|1701.0|0|1701.0|0|8.0|0|0.0|100
0|2021-12-14|1701.0|0|1703.0|0|8.0|0|0.0|100
0|2021-12-15|1706.0|0|1706.0|0|8.0|0|0.0|100
0|2021-12-16|1709.0|0|1709.0|0|8.0|0|0.0|100
0|2021-12-17|1711.0|0|1711.0|0|8.0|0|0.0|100
0|2021-12-18|1711.0|0|1711.0|0|8.0|0|0.0|100
0|2021-12-19|1711.0|0|1711.0|0|8.0|0|0.0|100
0|2021-12-20|1715.0|0|1715.0|0|8.0|0|0.0|100
0|2021-12-21|1715.0|0|1715.0|0|8.0|0|0.0|100
0|2021-12-22|1715.0|0|1715.0|0|8.0|0|0.0|100
0|2021-12-23|1715.0|0|1715.0|0|8.0|0|0.0|100
0|2021-12-24|1715.0|0|1715.0|0|8.0|0|0.0|100
0|2021-12-25|1715.0|0|1715.0|0|8.0|0|0.0|100
0|2021-12-26|1715.0|0|1715.0|0|8.0|0|0.0|100
0|2021-12-27|1715.0|0|1715.0|0|8.0|0|0.0|100
0|2021-12-28|1717.0|0|1717.0|0|8.0|0|0.0|100
0|2021-12-29|1722.0|0|1722.0|0|8.0|0|0.0|100
0|2021-12-30|1723.0|0|1723.0|0|8.0|0|0.0|100
0|2021-12-31|1723.0|0|1723.0|0|8.0|0|0.0|100
0|2022-01-01|1723.0|0|1723.0|0|8.0|0|0.0|100
0|2022-01-02|1723.0|0|1723.0|0|8.0|0|0.0|100
0|2022-01-03|1733.0|0|1733.0|0|8.0|0|0.0|100
0|2022-01-04|1740.0|0|1740.0|0|8.0|0|0.0|100
0|2022-01-05|1747.0|0|1747.0|0|8.0|0|0.0|100
0|2022-01-06|1753.0|0|1753.0|0|8.0|0|0.0|100
0|2022-01-07|1756.0|0|1756.0|0|8.0|0|0.0|100
0|2022-01-08|1756.0|0|1756.0|0|8.0|0|0.0|100
0|2022-01-09|1756.0|0|1756.0|0|8.0|0|0.0|100
0|2022-01-10|1767.0|0|1767.0|0|8.0|0|0.0|100
0|2022-01-11|1783.0|0|1783.0|0|8.0|0|0.0|100
0|2022-01-12|1795.0|0|1795.0|0|8.0|0|0.0|100
0|2022-01-13|1795.0|0|1825.0|0|8.0|0|0.0|100
0|2022-01-14|1849.0|0|1849.0|0|8.0|0|0.0|100
0|2022-01-15|1849.0|0|1849.0|0|8.0|0|0.0|100
0|2022-01-16|1849.0|0|1849.0|0|8.0|0|0.0|100
0|2022-01-17|1874.0|0|0.0|100|8.0|0|0.0|100
