|dates|Clark_Washington_UnitedStates.JHU_ConfirmedCases.data|Clark_Washington_UnitedStates.JHU_ConfirmedCases.missing|Clark_Washington_UnitedStates.NYT_ConfirmedCases.data|Clark_Washington_UnitedStates.NYT_ConfirmedCases.missing|Clark_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Clark_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Clark_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Clark_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-15|46673.0|0|46673.0|0|579.0|0|0.0|100
0|2021-12-16|46781.0|0|46781.0|0|579.0|0|0.0|100
0|2021-12-17|46952.0|0|46952.0|0|584.0|0|0.0|100
0|2021-12-18|46952.0|0|46952.0|0|584.0|0|0.0|100
0|2021-12-19|46952.0|0|46952.0|0|584.0|0|0.0|100
0|2021-12-20|47145.0|0|47145.0|0|585.0|0|0.0|100
0|2021-12-21|47330.0|0|47330.0|0|586.0|0|0.0|100
0|2021-12-22|47485.0|0|47485.0|0|588.0|0|0.0|100
0|2021-12-23|47712.0|0|47712.0|0|590.0|0|0.0|100
0|2021-12-24|47712.0|0|47712.0|0|590.0|0|0.0|100
0|2021-12-25|47712.0|0|47712.0|0|590.0|0|0.0|100
0|2021-12-26|47712.0|0|47712.0|0|590.0|0|0.0|100
0|2021-12-27|48119.0|0|48119.0|0|590.0|0|0.0|100
0|2021-12-28|48387.0|0|48387.0|0|597.0|0|0.0|100
0|2021-12-29|48925.0|0|48925.0|0|599.0|0|0.0|100
0|2021-12-30|49421.0|0|49421.0|0|601.0|0|0.0|100
0|2021-12-31|49421.0|0|49421.0|0|601.0|0|0.0|100
0|2022-01-01|49421.0|0|49421.0|0|601.0|0|0.0|100
0|2022-01-02|49421.0|0|49421.0|0|601.0|0|0.0|100
0|2022-01-03|50466.0|0|50466.0|0|601.0|0|0.0|100
0|2022-01-04|51015.0|0|51015.0|0|608.0|0|0.0|100
0|2022-01-05|51654.0|0|51654.0|0|608.0|0|0.0|100
0|2022-01-06|52817.0|0|52817.0|0|616.0|0|0.0|100
0|2022-01-07|53839.0|0|53839.0|0|616.0|0|0.0|100
0|2022-01-08|53839.0|0|53839.0|0|616.0|0|0.0|100
0|2022-01-09|53839.0|0|53839.0|0|616.0|0|0.0|100
0|2022-01-10|55907.0|0|55907.0|0|617.0|0|0.0|100
0|2022-01-11|56813.0|0|56813.0|0|617.0|0|0.0|100
0|2022-01-12|58060.0|0|58060.0|0|626.0|0|0.0|100
0|2022-01-13|58060.0|0|59103.0|0|626.0|0|0.0|100
0|2022-01-14|60105.0|0|60105.0|0|635.0|0|0.0|100
0|2022-01-15|60105.0|0|60105.0|0|635.0|0|0.0|100
0|2022-01-16|60105.0|0|60105.0|0|635.0|0|0.0|100
0|2022-01-17|60105.0|0|0.0|100|635.0|0|0.0|100
