|dates|Cheyenne_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Cheyenne_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Cheyenne_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Cheyenne_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Cheyenne_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Cheyenne_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Cheyenne_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Cheyenne_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-30|1525.0|0|1525.0|0|16.0|0|0.0|100
0|2021-12-31|1525.0|0|1525.0|0|16.0|0|0.0|100
0|2022-01-01|1525.0|0|1525.0|0|16.0|0|0.0|100
0|2022-01-02|1525.0|0|1525.0|0|16.0|0|0.0|100
0|2022-01-03|1533.0|0|1533.0|0|16.0|0|0.0|100
0|2022-01-04|1545.0|0|1545.0|0|16.0|0|0.0|100
0|2022-01-05|1564.0|0|1564.0|0|16.0|0|0.0|100
0|2022-01-06|1570.0|0|1570.0|0|16.0|0|0.0|100
0|2022-01-07|1574.0|0|1574.0|0|16.0|0|0.0|100
0|2022-01-08|1574.0|0|1574.0|0|16.0|0|0.0|100
0|2022-01-09|1574.0|0|1574.0|0|16.0|0|0.0|100
0|2022-01-10|1593.0|0|1593.0|0|16.0|0|0.0|100
0|2022-01-11|1606.0|0|1606.0|0|16.0|0|0.0|100
0|2022-01-12|1622.0|0|1622.0|0|16.0|0|0.0|100
0|2022-01-13|1622.0|0|1633.0|0|16.0|0|0.0|100
0|2022-01-14|1645.0|0|1645.0|0|16.0|0|0.0|100
0|2022-01-15|1645.0|0|1645.0|0|16.0|0|0.0|100
0|2022-01-16|1645.0|0|1645.0|0|16.0|0|0.0|100
0|2022-01-17|1662.0|0|0.0|100|16.0|0|0.0|100
