|dates|Stearns_Minnesota_UnitedStates.BLS_EmployedPopulation.data|Stearns_Minnesota_UnitedStates.BLS_EmployedPopulation.missing|Stearns_Minnesota_UnitedStates.BLS_UnemployedPopulation.data|Stearns_Minnesota_UnitedStates.BLS_UnemployedPopulation.missing|Stearns_Minnesota_UnitedStates.BLS_UnemploymentRate.data|Stearns_Minnesota_UnitedStates.BLS_UnemploymentRate.missing|Stearns_Minnesota_UnitedStates.BLS_LaborForcePopulation.data|Stearns_Minnesota_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
0|2021-10-18|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
0|2021-10-19|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
0|2021-10-20|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
0|2021-10-21|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
0|2021-10-22|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
0|2021-10-23|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
0|2021-10-24|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
0|2021-10-25|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
0|2021-10-26|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
0|2021-10-27|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
0|2021-10-28|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
0|2021-10-29|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
0|2021-10-30|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
0|2021-10-31|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
0|2021-11-01|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
0|2021-11-02|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
0|2021-11-03|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
0|2021-11-04|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
0|2021-11-05|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
0|2021-11-06|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
0|2021-11-07|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
0|2021-11-08|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
0|2021-11-09|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
0|2021-11-10|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
0|2021-11-11|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
0|2021-11-12|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
0|2021-11-13|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
0|2021-11-14|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
0|2021-11-15|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
0|2021-11-16|86019.0|0|3473.0|0|3.8807938139721987|0|89492.0|0
