|dates|Pratt_Kansas_UnitedStates.JHU_ConfirmedCases.data|Pratt_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Pratt_Kansas_UnitedStates.NYT_ConfirmedCases.data|Pratt_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Pratt_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Pratt_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Pratt_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Pratt_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1183.0|0|1183.0|0|26.0|0|0.0|100
0|2021-10-18|1192.0|0|1192.0|0|26.0|0|0.0|100
0|2021-10-19|1192.0|0|1199.0|0|26.0|0|0.0|100
0|2021-10-20|1201.0|0|1207.0|0|26.0|0|0.0|100
0|2021-10-21|1201.0|0|1207.0|0|26.0|0|0.0|100
0|2021-10-22|1208.0|0|1208.0|0|26.0|0|0.0|100
0|2021-10-23|1208.0|0|1208.0|0|26.0|0|0.0|100
0|2021-10-24|1208.0|0|1208.0|0|26.0|0|0.0|100
0|2021-10-25|1217.0|0|1221.0|0|26.0|0|0.0|100
0|2021-10-26|1217.0|0|1221.0|0|26.0|0|0.0|100
0|2021-10-27|1223.0|0|1223.0|0|27.0|0|0.0|100
0|2021-10-28|1223.0|0|1223.0|0|27.0|0|0.0|100
0|2021-10-29|1237.0|0|1245.0|0|27.0|0|0.0|100
0|2021-10-30|1237.0|0|1245.0|0|27.0|0|0.0|100
0|2021-10-31|1237.0|0|1245.0|0|27.0|0|0.0|100
0|2021-11-01|1245.0|0|1253.0|0|27.0|0|0.0|100
0|2021-11-02|1245.0|0|1253.0|0|27.0|0|0.0|100
0|2021-11-03|1258.0|0|1264.0|0|27.0|0|0.0|100
0|2021-11-04|1258.0|0|1264.0|0|27.0|0|0.0|100
0|2021-11-05|1270.0|0|1274.0|0|27.0|0|0.0|100
0|2021-11-06|1270.0|0|1274.0|0|27.0|0|0.0|100
0|2021-11-07|1270.0|0|1274.0|0|27.0|0|0.0|100
0|2021-11-08|1277.0|0|1277.0|0|27.0|0|0.0|100
0|2021-11-09|1277.0|0|1277.0|0|27.0|0|0.0|100
0|2021-11-10|1277.0|0|1302.0|0|27.0|0|0.0|100
0|2021-11-11|1297.0|0|1302.0|0|27.0|0|0.0|100
0|2021-11-12|1309.0|0|1312.0|0|27.0|0|0.0|100
0|2021-11-13|1309.0|0|1312.0|0|27.0|0|0.0|100
0|2021-11-14|1309.0|0|1312.0|0|27.0|0|0.0|100
0|2021-11-15|1318.0|0|1323.0|0|27.0|0|0.0|100
0|2021-11-16|1318.0|0|1323.0|0|27.0|0|0.0|100
0|2021-11-17|1330.0|0|1334.0|0|27.0|0|0.0|100
0|2021-11-18|1330.0|0|1334.0|0|27.0|0|0.0|100
0|2021-11-19|1342.0|0|1344.0|0|27.0|0|0.0|100
0|2021-11-20|1342.0|0|1344.0|0|27.0|0|0.0|100
0|2021-11-21|1342.0|0|1344.0|0|27.0|0|0.0|100
0|2021-11-22|1347.0|0|1351.0|0|27.0|0|0.0|100
0|2021-11-23|1347.0|0|1351.0|0|27.0|0|0.0|100
0|2021-11-24|1347.0|0|1359.0|0|27.0|0|0.0|100
0|2021-11-25|1352.0|0|1359.0|0|27.0|0|0.0|100
0|2021-11-26|1352.0|0|1359.0|0|27.0|0|0.0|100
0|2021-11-27|1352.0|0|1359.0|0|27.0|0|0.0|100
0|2021-11-28|1352.0|0|1359.0|0|27.0|0|0.0|100
0|2021-11-29|1361.0|0|1368.0|0|27.0|0|0.0|100
0|2021-11-30|1361.0|0|1368.0|0|27.0|0|0.0|100
0|2021-12-01|1366.0|0|1372.0|0|27.0|0|0.0|100
0|2021-12-02|1366.0|0|1372.0|0|27.0|0|0.0|100
0|2021-12-03|1366.0|0|1382.0|0|27.0|0|0.0|100
0|2021-12-04|1377.0|0|1382.0|0|27.0|0|0.0|100
0|2021-12-05|1377.0|0|1382.0|0|27.0|0|0.0|100
0|2021-12-06|1388.0|0|1397.0|0|27.0|0|0.0|100
0|2021-12-07|1388.0|0|1397.0|0|27.0|0|0.0|100
0|2021-12-08|1397.0|0|1401.0|0|27.0|0|0.0|100
0|2021-12-09|1397.0|0|1401.0|0|27.0|0|0.0|100
0|2021-12-10|1405.0|0|1409.0|0|27.0|0|0.0|100
0|2021-12-11|1405.0|0|1409.0|0|27.0|0|0.0|100
0|2021-12-12|1405.0|0|1409.0|0|27.0|0|0.0|100
0|2021-12-13|1411.0|0|1417.0|0|27.0|0|0.0|100
0|2021-12-14|1411.0|0|1417.0|0|27.0|0|0.0|100
0|2021-12-15|1424.0|0|1430.0|0|27.0|0|0.0|100
0|2021-12-16|1424.0|0|1430.0|0|27.0|0|0.0|100
0|2021-12-17|1435.0|0|1440.0|0|27.0|0|0.0|100
0|2021-12-18|1435.0|0|1440.0|0|27.0|0|0.0|100
0|2021-12-19|1435.0|0|1440.0|0|27.0|0|0.0|100
0|2021-12-20|1438.0|0|1445.0|0|27.0|0|0.0|100
0|2021-12-21|1438.0|0|1445.0|0|27.0|0|0.0|100
0|2021-12-22|1453.0|0|1459.0|0|27.0|0|0.0|100
0|2021-12-23|1453.0|0|1459.0|0|27.0|0|0.0|100
