|dates|Fayette_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Fayette_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Fayette_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Fayette_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Fayette_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Fayette_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Fayette_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Fayette_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-13|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-11-14|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-11-15|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-11-16|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-11-17|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-11-18|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-11-19|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-11-20|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-11-21|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-11-22|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-11-23|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-11-24|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-11-25|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-11-26|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-11-27|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-11-28|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-11-29|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-11-30|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-01|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-02|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-03|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-04|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-05|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-06|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-07|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-08|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-09|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-10|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-11|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-12|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-13|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-14|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-15|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-16|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-17|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-18|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-19|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-20|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-21|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-22|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-23|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-24|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-25|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-26|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-27|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-28|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-29|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-30|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2021-12-31|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2022-01-01|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2022-01-02|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2022-01-03|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2022-01-04|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2022-01-05|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2022-01-06|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2022-01-07|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2022-01-08|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2022-01-09|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2022-01-10|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2022-01-11|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2022-01-12|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2022-01-13|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2022-01-14|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2022-01-15|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2022-01-16|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
0|2022-01-17|164379.0|0|5653.0|0|3.3246682977321917|0|170032.0|0
