|dates|Kane_Utah_UnitedStates.JHU_ConfirmedCases.data|Kane_Utah_UnitedStates.JHU_ConfirmedCases.missing|Kane_Utah_UnitedStates.NYT_ConfirmedCases.data|Kane_Utah_UnitedStates.NYT_ConfirmedCases.missing|Kane_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Kane_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Kane_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Kane_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3.0|0|920.0|0|0.0|0|0.0|100
0|2021-10-18|3.0|0|920.0|0|0.0|0|0.0|100
0|2021-10-19|3.0|0|922.0|0|0.0|0|0.0|100
0|2021-10-20|3.0|0|923.0|0|0.0|0|0.0|100
0|2021-10-21|3.0|0|923.0|0|0.0|0|0.0|100
0|2021-10-22|3.0|0|930.0|0|0.0|0|0.0|100
0|2021-10-23|3.0|0|930.0|0|0.0|0|0.0|100
0|2021-10-24|3.0|0|930.0|0|0.0|0|0.0|100
0|2021-10-25|3.0|0|933.0|0|0.0|0|0.0|100
0|2021-10-26|3.0|0|939.0|0|0.0|0|0.0|100
0|2021-10-27|3.0|0|939.0|0|0.0|0|0.0|100
0|2021-10-28|3.0|0|939.0|0|0.0|0|0.0|100
0|2021-10-29|3.0|0|945.0|0|0.0|0|0.0|100
0|2021-10-30|3.0|0|945.0|0|0.0|0|0.0|100
0|2021-10-31|3.0|0|945.0|0|0.0|0|0.0|100
0|2021-11-01|3.0|0|945.0|0|0.0|0|0.0|100
0|2021-11-02|3.0|0|954.0|0|0.0|0|0.0|100
0|2021-11-03|3.0|0|956.0|0|0.0|0|0.0|100
0|2021-11-04|3.0|0|960.0|0|0.0|0|0.0|100
0|2021-11-05|3.0|0|962.0|0|0.0|0|0.0|100
0|2021-11-06|3.0|0|962.0|0|0.0|0|0.0|100
0|2021-11-07|3.0|0|962.0|0|0.0|0|0.0|100
0|2021-11-08|3.0|0|962.0|0|0.0|0|0.0|100
0|2021-11-09|3.0|0|969.0|0|0.0|0|0.0|100
0|2021-11-10|3.0|0|969.0|0|0.0|0|0.0|100
0|2021-11-11|3.0|0|969.0|0|0.0|0|0.0|100
0|2021-11-12|3.0|0|972.0|0|0.0|0|0.0|100
0|2021-11-13|3.0|0|972.0|0|0.0|0|0.0|100
0|2021-11-14|3.0|0|972.0|0|0.0|0|0.0|100
0|2021-11-15|3.0|0|972.0|0|0.0|0|0.0|100
0|2021-11-16|3.0|0|972.0|0|0.0|0|0.0|100
0|2021-11-17|3.0|0|972.0|0|0.0|0|0.0|100
0|2021-11-18|3.0|0|976.0|0|0.0|0|0.0|100
0|2021-11-19|3.0|0|978.0|0|0.0|0|0.0|100
0|2021-11-20|3.0|0|978.0|0|0.0|0|0.0|100
0|2021-11-21|3.0|0|978.0|0|0.0|0|0.0|100
0|2021-11-22|3.0|0|981.0|0|0.0|0|0.0|100
0|2021-11-23|3.0|0|983.0|0|0.0|0|0.0|100
0|2021-11-24|3.0|0|983.0|0|0.0|0|0.0|100
0|2021-11-25|3.0|0|983.0|0|0.0|0|0.0|100
0|2021-11-26|3.0|0|986.0|0|0.0|0|0.0|100
0|2021-11-27|3.0|0|986.0|0|0.0|0|0.0|100
0|2021-11-28|3.0|0|986.0|0|0.0|0|0.0|100
0|2021-11-29|3.0|0|988.0|0|0.0|0|0.0|100
0|2021-11-30|3.0|0|989.0|0|0.0|0|0.0|100
0|2021-12-01|3.0|0|989.0|0|0.0|0|0.0|100
0|2021-12-02|3.0|0|990.0|0|0.0|0|0.0|100
0|2021-12-03|3.0|0|991.0|0|0.0|0|0.0|100
0|2021-12-04|3.0|0|991.0|0|0.0|0|0.0|100
0|2021-12-05|3.0|0|991.0|0|0.0|0|0.0|100
0|2021-12-06|3.0|0|991.0|0|0.0|0|0.0|100
0|2021-12-07|3.0|0|994.0|0|0.0|0|0.0|100
0|2021-12-08|3.0|0|1000.0|0|0.0|0|0.0|100
0|2021-12-09|3.0|0|1000.0|0|0.0|0|0.0|100
0|2021-12-10|3.0|0|1003.0|0|0.0|0|0.0|100
0|2021-12-11|3.0|0|1003.0|0|0.0|0|0.0|100
0|2021-12-12|3.0|0|1003.0|0|0.0|0|0.0|100
0|2021-12-13|3.0|0|1004.0|0|0.0|0|0.0|100
0|2021-12-14|3.0|0|1004.0|0|0.0|0|0.0|100
0|2021-12-15|3.0|0|1006.0|0|0.0|0|0.0|100
0|2021-12-16|3.0|0|1009.0|0|0.0|0|0.0|100
0|2021-12-17|3.0|0|1012.0|0|0.0|0|0.0|100
0|2021-12-18|3.0|0|1012.0|0|0.0|0|0.0|100
0|2021-12-19|3.0|0|1012.0|0|0.0|0|0.0|100
0|2021-12-20|3.0|0|1014.0|0|0.0|0|0.0|100
0|2021-12-21|3.0|0|1014.0|0|0.0|0|0.0|100
0|2021-12-22|3.0|0|1016.0|0|0.0|0|0.0|100
0|2021-12-23|3.0|0|1017.0|0|0.0|0|0.0|100
0|2021-12-24|3.0|0|1017.0|0|0.0|0|0.0|100
0|2021-12-25|3.0|0|1017.0|0|0.0|0|0.0|100
0|2021-12-26|3.0|0|1017.0|0|0.0|0|0.0|100
0|2021-12-27|3.0|0|1023.0|0|0.0|0|0.0|100
0|2021-12-28|3.0|0|1025.0|0|0.0|0|0.0|100
0|2021-12-29|3.0|0|1029.0|0|0.0|0|0.0|100
0|2021-12-30|3.0|0|1029.0|0|0.0|0|0.0|100
0|2021-12-31|3.0|0|1034.0|0|0.0|0|0.0|100
0|2022-01-01|3.0|0|1034.0|0|0.0|0|0.0|100
0|2022-01-02|3.0|0|1034.0|0|0.0|0|0.0|100
0|2022-01-03|3.0|0|1042.0|0|0.0|0|0.0|100
0|2022-01-04|3.0|0|1042.0|0|0.0|0|0.0|100
0|2022-01-05|3.0|0|1042.0|0|0.0|0|0.0|100
0|2022-01-06|3.0|0|1058.0|0|0.0|0|0.0|100
0|2022-01-07|3.0|0|1058.0|0|0.0|0|0.0|100
0|2022-01-08|3.0|0|1058.0|0|0.0|0|0.0|100
0|2022-01-09|3.0|0|1058.0|0|0.0|0|0.0|100
0|2022-01-10|3.0|0|1058.0|0|0.0|0|0.0|100
0|2022-01-11|3.0|0|1080.0|0|0.0|0|0.0|100
0|2022-01-12|3.0|0|1080.0|0|0.0|0|0.0|100
0|2022-01-13|3.0|0|1100.0|0|0.0|0|0.0|100
0|2022-01-14|3.0|0|1107.0|0|0.0|0|0.0|100
0|2022-01-15|3.0|0|1107.0|0|0.0|0|0.0|100
0|2022-01-16|3.0|0|1107.0|0|0.0|0|0.0|100
0|2022-01-17|3.0|0|0.0|100|0.0|0|0.0|100
