|dates|Metcalfe_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Metcalfe_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Metcalfe_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Metcalfe_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Metcalfe_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Metcalfe_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Metcalfe_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Metcalfe_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-19|1966.0|0|1966.0|0|44.0|0|0.0|100
0|2021-11-20|1966.0|0|1966.0|0|44.0|0|0.0|100
0|2021-11-21|1966.0|0|1966.0|0|44.0|0|0.0|100
0|2021-11-22|1975.0|0|1975.0|0|44.0|0|0.0|100
0|2021-11-23|1980.0|0|1980.0|0|44.0|0|0.0|100
0|2021-11-24|1980.0|0|1980.0|0|45.0|0|0.0|100
0|2021-11-25|1980.0|0|1980.0|0|45.0|0|0.0|100
0|2021-11-26|1980.0|0|1980.0|0|45.0|0|0.0|100
0|2021-11-27|1980.0|0|1980.0|0|45.0|0|0.0|100
0|2021-11-28|1980.0|0|1980.0|0|45.0|0|0.0|100
0|2021-11-29|2004.0|0|2004.0|0|47.0|0|0.0|100
0|2021-11-30|2013.0|0|2013.0|0|47.0|0|0.0|100
0|2021-12-01|2025.0|0|2025.0|0|47.0|0|0.0|100
0|2021-12-02|2032.0|0|2032.0|0|47.0|0|0.0|100
0|2021-12-03|2043.0|0|2043.0|0|48.0|0|0.0|100
0|2021-12-04|2043.0|0|2043.0|0|48.0|0|0.0|100
0|2021-12-05|2043.0|0|2043.0|0|48.0|0|0.0|100
0|2021-12-06|2066.0|0|2066.0|0|48.0|0|0.0|100
0|2021-12-07|2077.0|0|2077.0|0|48.0|0|0.0|100
0|2021-12-08|2087.0|0|2087.0|0|48.0|0|0.0|100
0|2021-12-09|2095.0|0|2095.0|0|48.0|0|0.0|100
0|2021-12-10|2097.0|0|2097.0|0|48.0|0|0.0|100
0|2021-12-11|2097.0|0|2097.0|0|48.0|0|0.0|100
0|2021-12-12|2097.0|0|2097.0|0|48.0|0|0.0|100
0|2021-12-13|2107.0|0|2107.0|0|48.0|0|0.0|100
0|2021-12-14|2107.0|0|2121.0|0|48.0|0|0.0|100
0|2021-12-15|2132.0|0|2132.0|0|48.0|0|0.0|100
0|2021-12-16|2140.0|0|2140.0|0|48.0|0|0.0|100
0|2021-12-17|2145.0|0|2145.0|0|48.0|0|0.0|100
0|2021-12-18|2145.0|0|2145.0|0|48.0|0|0.0|100
0|2021-12-19|2145.0|0|2145.0|0|48.0|0|0.0|100
0|2021-12-20|2155.0|0|2155.0|0|48.0|0|0.0|100
0|2021-12-21|2160.0|0|2160.0|0|49.0|0|0.0|100
0|2021-12-22|2168.0|0|2168.0|0|49.0|0|0.0|100
0|2021-12-23|2168.0|0|2168.0|0|49.0|0|0.0|100
0|2021-12-24|2168.0|0|2168.0|0|49.0|0|0.0|100
0|2021-12-25|2168.0|0|2168.0|0|49.0|0|0.0|100
0|2021-12-26|2168.0|0|2168.0|0|49.0|0|0.0|100
0|2021-12-27|2191.0|0|2191.0|0|50.0|0|0.0|100
0|2021-12-28|2199.0|0|2199.0|0|50.0|0|0.0|100
0|2021-12-29|2205.0|0|2205.0|0|50.0|0|0.0|100
0|2021-12-30|2205.0|0|2205.0|0|50.0|0|0.0|100
0|2021-12-31|2205.0|0|2205.0|0|50.0|0|0.0|100
0|2022-01-01|2205.0|0|2205.0|0|50.0|0|0.0|100
0|2022-01-02|2205.0|0|2205.0|0|50.0|0|0.0|100
0|2022-01-03|2236.0|0|2236.0|0|51.0|0|0.0|100
0|2022-01-04|2241.0|0|2241.0|0|51.0|0|0.0|100
0|2022-01-05|2248.0|0|2248.0|0|51.0|0|0.0|100
0|2022-01-06|2256.0|0|2256.0|0|51.0|0|0.0|100
0|2022-01-07|2264.0|0|2264.0|0|52.0|0|0.0|100
0|2022-01-08|2264.0|0|2264.0|0|52.0|0|0.0|100
0|2022-01-09|2264.0|0|2264.0|0|52.0|0|0.0|100
0|2022-01-10|2276.0|0|2276.0|0|53.0|0|0.0|100
0|2022-01-11|2293.0|0|2293.0|0|53.0|0|0.0|100
0|2022-01-12|2295.0|0|2295.0|0|53.0|0|0.0|100
0|2022-01-13|2295.0|0|2308.0|0|53.0|0|0.0|100
0|2022-01-14|2319.0|0|2319.0|0|53.0|0|0.0|100
0|2022-01-15|2319.0|0|2319.0|0|53.0|0|0.0|100
0|2022-01-16|2319.0|0|2319.0|0|53.0|0|0.0|100
0|2022-01-17|2319.0|0|0.0|100|53.0|0|0.0|100
