|dates|Lawrence_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Lawrence_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Lawrence_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Lawrence_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Lawrence_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Lawrence_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Lawrence_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Lawrence_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-01|14697.0|0|14697.0|0|334.0|0|0.0|100
0|2022-01-02|14807.0|0|14807.0|0|334.0|0|0.0|100
0|2022-01-03|14873.0|0|14873.0|0|335.0|0|0.0|100
0|2022-01-04|14965.0|0|14965.0|0|337.0|0|0.0|100
0|2022-01-05|15116.0|0|15116.0|0|342.0|0|0.0|100
0|2022-01-06|15256.0|0|15256.0|0|344.0|0|0.0|100
0|2022-01-07|15412.0|0|15412.0|0|344.0|0|0.0|100
0|2022-01-08|15637.0|0|15637.0|0|346.0|0|0.0|100
0|2022-01-09|15768.0|0|15768.0|0|347.0|0|0.0|100
0|2022-01-10|15858.0|0|15858.0|0|347.0|0|0.0|100
0|2022-01-11|15937.0|0|15937.0|0|349.0|0|0.0|100
0|2022-01-12|16100.0|0|16100.0|0|352.0|0|0.0|100
0|2022-01-13|16100.0|0|16260.0|0|352.0|0|0.0|100
0|2022-01-14|16398.0|0|16398.0|0|355.0|0|0.0|100
0|2022-01-15|16607.0|0|16607.0|0|357.0|0|0.0|100
0|2022-01-16|16869.0|0|16869.0|0|357.0|0|0.0|100
0|2022-01-17|16940.0|0|0.0|100|357.0|0|0.0|100
