|dates|Collin_Texas_UnitedStates.BLS_EmployedPopulation.data|Collin_Texas_UnitedStates.BLS_EmployedPopulation.missing|Collin_Texas_UnitedStates.BLS_UnemployedPopulation.data|Collin_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Collin_Texas_UnitedStates.BLS_UnemploymentRate.data|Collin_Texas_UnitedStates.BLS_UnemploymentRate.missing|Collin_Texas_UnitedStates.BLS_LaborForcePopulation.data|Collin_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-10-18|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-10-19|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-10-20|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-10-21|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-10-22|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-10-23|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-10-24|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-10-25|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-10-26|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-10-27|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-10-28|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-10-29|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-10-30|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-10-31|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-11-01|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-11-02|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-11-03|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-11-04|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-11-05|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-11-06|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-11-07|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-11-08|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-11-09|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-11-10|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-11-11|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-11-12|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-11-13|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-11-14|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-11-15|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-11-16|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-11-17|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-11-18|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-11-19|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-11-20|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-11-21|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-11-22|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-11-23|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-11-24|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-11-25|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-11-26|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-11-27|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-11-28|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-11-29|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-11-30|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-12-01|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-12-02|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-12-03|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-12-04|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-12-05|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-12-06|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-12-07|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-12-08|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-12-09|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-12-10|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-12-11|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-12-12|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-12-13|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-12-14|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-12-15|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-12-16|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-12-17|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-12-18|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-12-19|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-12-20|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-12-21|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-12-22|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-12-23|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-12-24|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
0|2021-12-25|552084.0|0|26334.0|0|4.552762880823211|0|578418.0|0
