|dates|Power_Idaho_UnitedStates.JHU_ConfirmedCases.data|Power_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Power_Idaho_UnitedStates.NYT_ConfirmedCases.data|Power_Idaho_UnitedStates.NYT_ConfirmedCases.missing|Power_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Power_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Power_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Power_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|988.0|0|996.0|0|13.0|0|0.0|100
0|2021-10-18|990.0|0|998.0|0|13.0|0|0.0|100
0|2021-10-19|990.0|0|998.0|0|13.0|0|0.0|100
0|2021-10-20|1016.0|0|1024.0|0|14.0|0|0.0|100
0|2021-10-21|1019.0|0|1026.0|0|14.0|0|0.0|100
0|2021-10-22|1022.0|0|1029.0|0|14.0|0|0.0|100
0|2021-10-23|1022.0|0|1029.0|0|14.0|0|0.0|100
0|2021-10-24|1022.0|0|1029.0|0|14.0|0|0.0|100
0|2021-10-25|1028.0|0|1035.0|0|14.0|0|0.0|100
0|2021-10-26|1032.0|0|1038.0|0|14.0|0|0.0|100
0|2021-10-27|1044.0|0|1050.0|0|14.0|0|0.0|100
0|2021-10-28|1046.0|0|1051.0|0|14.0|0|0.0|100
0|2021-10-29|1054.0|0|1058.0|0|14.0|0|0.0|100
0|2021-10-30|1054.0|0|1058.0|0|14.0|0|0.0|100
0|2021-10-31|1054.0|0|1058.0|0|14.0|0|0.0|100
0|2021-11-01|1062.0|0|1066.0|0|15.0|0|0.0|100
0|2021-11-02|1064.0|0|1068.0|0|15.0|0|0.0|100
0|2021-11-03|1065.0|0|1070.0|0|15.0|0|0.0|100
0|2021-11-04|1067.0|0|1072.0|0|15.0|0|0.0|100
0|2021-11-05|1079.0|0|1083.0|0|15.0|0|0.0|100
0|2021-11-06|1079.0|0|1083.0|0|15.0|0|0.0|100
0|2021-11-07|1079.0|0|1083.0|0|15.0|0|0.0|100
0|2021-11-08|1082.0|0|1085.0|0|15.0|0|0.0|100
0|2021-11-09|1083.0|0|1086.0|0|15.0|0|0.0|100
0|2021-11-10|1083.0|0|1087.0|0|15.0|0|0.0|100
0|2021-11-11|1084.0|0|1087.0|0|15.0|0|0.0|100
0|2021-11-12|1089.0|0|1092.0|0|15.0|0|0.0|100
0|2021-11-13|1089.0|0|1092.0|0|15.0|0|0.0|100
0|2021-11-14|1089.0|0|1092.0|0|15.0|0|0.0|100
0|2021-11-15|1090.0|0|1094.0|0|15.0|0|0.0|100
0|2021-11-16|1093.0|0|1096.0|0|15.0|0|0.0|100
0|2021-11-17|1097.0|0|1100.0|0|15.0|0|0.0|100
0|2021-11-18|1095.0|0|1098.0|0|15.0|0|0.0|100
0|2021-11-19|1098.0|0|1100.0|0|16.0|0|0.0|100
0|2021-11-20|1099.0|0|1100.0|0|16.0|0|0.0|100
0|2021-11-21|1099.0|0|1100.0|0|16.0|0|0.0|100
0|2021-11-22|1100.0|0|1103.0|0|16.0|0|0.0|100
0|2021-11-23|1100.0|0|1104.0|0|16.0|0|0.0|100
0|2021-11-24|1103.0|0|1107.0|0|16.0|0|0.0|100
0|2021-11-25|1103.0|0|1107.0|0|16.0|0|0.0|100
0|2021-11-26|1106.0|0|1111.0|0|16.0|0|0.0|100
0|2021-11-27|1106.0|0|1111.0|0|16.0|0|0.0|100
0|2021-11-28|1106.0|0|1111.0|0|16.0|0|0.0|100
0|2021-11-29|1106.0|0|1111.0|0|16.0|0|0.0|100
0|2021-11-30|1107.0|0|1112.0|0|16.0|0|0.0|100
0|2021-12-01|1108.0|0|1113.0|0|16.0|0|0.0|100
0|2021-12-02|1108.0|0|1113.0|0|16.0|0|0.0|100
0|2021-12-03|1109.0|0|1114.0|0|16.0|0|0.0|100
0|2021-12-04|1109.0|0|1114.0|0|16.0|0|0.0|100
0|2021-12-05|1109.0|0|1114.0|0|16.0|0|0.0|100
