|dates|Northumberland_Virginia_UnitedStates.JHU_ConfirmedCases.data|Northumberland_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Northumberland_Virginia_UnitedStates.NYT_ConfirmedCases.data|Northumberland_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Northumberland_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Northumberland_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Northumberland_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Northumberland_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1182.0|0|1182.0|0|30.0|0|0.0|100
0|2021-10-18|1193.0|0|1193.0|0|30.0|0|0.0|100
0|2021-10-19|1196.0|0|1196.0|0|30.0|0|0.0|100
0|2021-10-20|1202.0|0|1202.0|0|30.0|0|0.0|100
0|2021-10-21|1205.0|0|1205.0|0|30.0|0|0.0|100
0|2021-10-22|1206.0|0|1206.0|0|30.0|0|0.0|100
0|2021-10-23|1206.0|0|1206.0|0|30.0|0|0.0|100
0|2021-10-24|1206.0|0|1206.0|0|30.0|0|0.0|100
0|2021-10-25|1214.0|0|1214.0|0|30.0|0|0.0|100
0|2021-10-26|1214.0|0|1214.0|0|30.0|0|0.0|100
0|2021-10-27|1217.0|0|1217.0|0|30.0|0|0.0|100
0|2021-10-28|1218.0|0|1218.0|0|30.0|0|0.0|100
0|2021-10-29|1219.0|0|1219.0|0|30.0|0|0.0|100
0|2021-10-30|1219.0|0|1219.0|0|30.0|0|0.0|100
0|2021-10-31|1219.0|0|1219.0|0|30.0|0|0.0|100
0|2021-11-01|1222.0|0|1222.0|0|32.0|0|0.0|100
0|2021-11-02|1224.0|0|1224.0|0|32.0|0|0.0|100
0|2021-11-03|1224.0|0|1224.0|0|32.0|0|0.0|100
0|2021-11-04|1224.0|0|1224.0|0|32.0|0|0.0|100
0|2021-11-05|1226.0|0|1226.0|0|33.0|0|0.0|100
0|2021-11-06|1226.0|0|1226.0|0|33.0|0|0.0|100
0|2021-11-07|1226.0|0|1226.0|0|33.0|0|0.0|100
0|2021-11-08|1229.0|0|1229.0|0|33.0|0|0.0|100
0|2021-11-09|1229.0|0|1229.0|0|34.0|0|0.0|100
0|2021-11-10|1229.0|0|1229.0|0|34.0|0|0.0|100
0|2021-11-11|1230.0|0|1230.0|0|34.0|0|0.0|100
0|2021-11-12|1231.0|0|1231.0|0|34.0|0|0.0|100
0|2021-11-13|1231.0|0|1231.0|0|34.0|0|0.0|100
0|2021-11-14|1231.0|0|1231.0|0|34.0|0|0.0|100
0|2021-11-15|1234.0|0|1234.0|0|34.0|0|0.0|100
0|2021-11-16|1234.0|0|1234.0|0|34.0|0|0.0|100
0|2021-11-17|1236.0|0|1236.0|0|34.0|0|0.0|100
0|2021-11-18|1237.0|0|1237.0|0|35.0|0|0.0|100
0|2021-11-19|1237.0|0|1237.0|0|36.0|0|0.0|100
0|2021-11-20|1237.0|0|1237.0|0|36.0|0|0.0|100
0|2021-11-21|1237.0|0|1237.0|0|36.0|0|0.0|100
0|2021-11-22|1238.0|0|1238.0|0|36.0|0|0.0|100
0|2021-11-23|1240.0|0|1240.0|0|36.0|0|0.0|100
0|2021-11-24|1241.0|0|1241.0|0|36.0|0|0.0|100
0|2021-11-25|1242.0|0|1242.0|0|36.0|0|0.0|100
0|2021-11-26|1243.0|0|1243.0|0|36.0|0|0.0|100
0|2021-11-27|1243.0|0|1243.0|0|36.0|0|0.0|100
0|2021-11-28|1243.0|0|1243.0|0|36.0|0|0.0|100
0|2021-11-29|1248.0|0|1248.0|0|37.0|0|0.0|100
0|2021-11-30|1250.0|0|1250.0|0|37.0|0|0.0|100
0|2021-12-01|1251.0|0|1251.0|0|37.0|0|0.0|100
0|2021-12-02|1253.0|0|1253.0|0|37.0|0|0.0|100
0|2021-12-03|1258.0|0|1258.0|0|37.0|0|0.0|100
0|2021-12-04|1258.0|0|1258.0|0|37.0|0|0.0|100
0|2021-12-05|1258.0|0|1258.0|0|37.0|0|0.0|100
0|2021-12-06|1269.0|0|1269.0|0|37.0|0|0.0|100
0|2021-12-07|1272.0|0|1272.0|0|37.0|0|0.0|100
0|2021-12-08|1276.0|0|1276.0|0|37.0|0|0.0|100
0|2021-12-09|1277.0|0|1277.0|0|37.0|0|0.0|100
0|2021-12-10|1279.0|0|1279.0|0|37.0|0|0.0|100
0|2021-12-11|1279.0|0|1279.0|0|37.0|0|0.0|100
0|2021-12-12|1279.0|0|1279.0|0|37.0|0|0.0|100
0|2021-12-13|1284.0|0|1284.0|0|37.0|0|0.0|100
0|2021-12-14|1284.0|0|1288.0|0|37.0|0|0.0|100
0|2021-12-15|1288.0|0|1288.0|0|37.0|0|0.0|100
0|2021-12-16|1290.0|0|1290.0|0|37.0|0|0.0|100
0|2021-12-17|1292.0|0|1292.0|0|37.0|0|0.0|100
0|2021-12-18|1292.0|0|1292.0|0|37.0|0|0.0|100
0|2021-12-19|1292.0|0|1292.0|0|37.0|0|0.0|100
0|2021-12-20|1295.0|0|1295.0|0|37.0|0|0.0|100
0|2021-12-21|1298.0|0|1298.0|0|37.0|0|0.0|100
0|2021-12-22|1301.0|0|1301.0|0|37.0|0|0.0|100
0|2021-12-23|1306.0|0|1306.0|0|37.0|0|0.0|100
0|2021-12-24|1309.0|0|1309.0|0|37.0|0|0.0|100
0|2021-12-25|1309.0|0|1309.0|0|37.0|0|0.0|100
0|2021-12-26|1309.0|0|1309.0|0|37.0|0|0.0|100
0|2021-12-27|1326.0|0|1326.0|0|37.0|0|0.0|100
0|2021-12-28|1333.0|0|1333.0|0|39.0|0|0.0|100
0|2021-12-29|1344.0|0|1344.0|0|39.0|0|0.0|100
0|2021-12-30|1365.0|0|1365.0|0|39.0|0|0.0|100
0|2021-12-31|1400.0|0|1400.0|0|39.0|0|0.0|100
0|2022-01-01|1400.0|0|1400.0|0|39.0|0|0.0|100
