|dates|Delaware_Iowa_UnitedStates.JHU_ConfirmedCases.data|Delaware_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Delaware_Iowa_UnitedStates.NYT_ConfirmedCases.data|Delaware_Iowa_UnitedStates.NYT_ConfirmedCases.missing|Delaware_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Delaware_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Delaware_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Delaware_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-15|2764.0|0|2782.0|0|53.0|0|0.0|100
0|2021-11-16|2764.0|0|2782.0|0|53.0|0|0.0|100
0|2021-11-17|2840.0|0|2859.0|0|54.0|0|0.0|100
0|2021-11-18|2840.0|0|2859.0|0|54.0|0|0.0|100
0|2021-11-19|2840.0|0|2859.0|0|54.0|0|0.0|100
0|2021-11-20|2840.0|0|2859.0|0|54.0|0|0.0|100
0|2021-11-21|2840.0|0|2859.0|0|54.0|0|0.0|100
0|2021-11-22|2840.0|0|2859.0|0|54.0|0|0.0|100
0|2021-11-23|2840.0|0|2859.0|0|54.0|0|0.0|100
0|2021-11-24|2946.0|0|2960.0|0|54.0|0|0.0|100
0|2021-11-25|2946.0|0|2960.0|0|54.0|0|0.0|100
0|2021-11-26|2946.0|0|2960.0|0|54.0|0|0.0|100
0|2021-11-27|2946.0|0|2960.0|0|54.0|0|0.0|100
0|2021-11-28|2946.0|0|2960.0|0|54.0|0|0.0|100
0|2021-11-29|2946.0|0|2960.0|0|54.0|0|0.0|100
0|2021-11-30|2946.0|0|2960.0|0|54.0|0|0.0|100
0|2021-12-01|3032.0|0|3044.0|0|55.0|0|0.0|100
0|2021-12-02|3032.0|0|3044.0|0|55.0|0|0.0|100
0|2021-12-03|3032.0|0|3044.0|0|55.0|0|0.0|100
0|2021-12-04|3032.0|0|3044.0|0|55.0|0|0.0|100
0|2021-12-05|3032.0|0|3044.0|0|55.0|0|0.0|100
0|2021-12-06|3032.0|0|3044.0|0|55.0|0|0.0|100
0|2021-12-07|3032.0|0|3044.0|0|55.0|0|0.0|100
0|2021-12-08|3121.0|0|3135.0|0|55.0|0|0.0|100
0|2021-12-09|3121.0|0|3135.0|0|55.0|0|0.0|100
0|2021-12-10|3149.0|0|3135.0|0|56.0|0|0.0|100
0|2021-12-11|3149.0|0|3135.0|0|56.0|0|0.0|100
0|2021-12-12|3149.0|0|3135.0|0|56.0|0|0.0|100
0|2021-12-13|3149.0|0|3135.0|0|56.0|0|0.0|100
0|2021-12-14|3149.0|0|3135.0|0|56.0|0|0.0|100
0|2021-12-15|3203.0|0|3205.0|0|56.0|0|0.0|100
0|2021-12-16|3203.0|0|3205.0|0|56.0|0|0.0|100
0|2021-12-17|3203.0|0|3205.0|0|56.0|0|0.0|100
0|2021-12-18|3203.0|0|3205.0|0|56.0|0|0.0|100
0|2021-12-19|3203.0|0|3205.0|0|56.0|0|0.0|100
0|2021-12-20|3203.0|0|3205.0|0|56.0|0|0.0|100
0|2021-12-21|3203.0|0|3205.0|0|56.0|0|0.0|100
0|2021-12-22|3246.0|0|3256.0|0|61.0|0|0.0|100
0|2021-12-23|3246.0|0|3256.0|0|61.0|0|0.0|100
0|2021-12-24|3246.0|0|3256.0|0|61.0|0|0.0|100
0|2021-12-25|3246.0|0|3256.0|0|61.0|0|0.0|100
0|2021-12-26|3246.0|0|3256.0|0|61.0|0|0.0|100
0|2021-12-27|3246.0|0|3256.0|0|61.0|0|0.0|100
0|2021-12-28|3246.0|0|3256.0|0|61.0|0|0.0|100
0|2021-12-29|3295.0|0|3303.0|0|61.0|0|0.0|100
0|2021-12-30|3295.0|0|3303.0|0|61.0|0|0.0|100
0|2021-12-31|3295.0|0|3303.0|0|61.0|0|0.0|100
0|2022-01-01|3295.0|0|3303.0|0|61.0|0|0.0|100
0|2022-01-02|3295.0|0|3303.0|0|61.0|0|0.0|100
0|2022-01-03|3295.0|0|3303.0|0|61.0|0|0.0|100
0|2022-01-04|3295.0|0|3303.0|0|61.0|0|0.0|100
0|2022-01-05|3352.0|0|3364.0|0|64.0|0|0.0|100
0|2022-01-06|3352.0|0|3364.0|0|64.0|0|0.0|100
0|2022-01-07|3352.0|0|3364.0|0|64.0|0|0.0|100
0|2022-01-08|3352.0|0|3364.0|0|64.0|0|0.0|100
0|2022-01-09|3352.0|0|3364.0|0|64.0|0|0.0|100
0|2022-01-10|3352.0|0|3364.0|0|64.0|0|0.0|100
0|2022-01-11|3352.0|0|3364.0|0|64.0|0|0.0|100
0|2022-01-12|3493.0|0|3519.0|0|64.0|0|0.0|100
0|2022-01-13|3493.0|0|3519.0|0|64.0|0|0.0|100
0|2022-01-14|3493.0|0|3519.0|0|64.0|0|0.0|100
0|2022-01-15|3493.0|0|3519.0|0|64.0|0|0.0|100
0|2022-01-16|3493.0|0|3519.0|0|64.0|0|0.0|100
0|2022-01-17|3493.0|0|0.0|100|64.0|0|0.0|100
