|dates|Orangeburg_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Orangeburg_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Orangeburg_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Orangeburg_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Orangeburg_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Orangeburg_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Orangeburg_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Orangeburg_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|14373.0|0|14373.0|0|324.0|0|0.0|100
0|2021-10-18|14421.0|0|14421.0|0|324.0|0|0.0|100
0|2021-10-19|14429.0|0|14429.0|0|324.0|0|0.0|100
0|2021-10-20|14437.0|0|14437.0|0|325.0|0|0.0|100
0|2021-10-21|14449.0|0|14449.0|0|325.0|0|0.0|100
0|2021-10-22|14466.0|0|14466.0|0|325.0|0|0.0|100
0|2021-10-23|14466.0|0|14466.0|0|325.0|0|0.0|100
0|2021-10-24|14466.0|0|14466.0|0|325.0|0|0.0|100
0|2021-10-25|14508.0|0|14508.0|0|325.0|0|0.0|100
0|2021-10-26|14519.0|0|14519.0|0|326.0|0|0.0|100
0|2021-10-27|14532.0|0|14532.0|0|326.0|0|0.0|100
0|2021-10-28|14542.0|0|14542.0|0|326.0|0|0.0|100
0|2021-10-29|14568.0|0|14568.0|0|327.0|0|0.0|100
0|2021-10-30|14568.0|0|14568.0|0|327.0|0|0.0|100
0|2021-10-31|14568.0|0|14568.0|0|327.0|0|0.0|100
0|2021-11-01|14596.0|0|14596.0|0|329.0|0|0.0|100
0|2021-11-02|14603.0|0|14603.0|0|329.0|0|0.0|100
0|2021-11-03|14616.0|0|14616.0|0|329.0|0|0.0|100
0|2021-11-04|14627.0|0|14627.0|0|329.0|0|0.0|100
0|2021-11-05|14649.0|0|14649.0|0|330.0|0|0.0|100
0|2021-11-06|14649.0|0|14649.0|0|330.0|0|0.0|100
0|2021-11-07|14649.0|0|14649.0|0|330.0|0|0.0|100
0|2021-11-08|14676.0|0|14676.0|0|334.0|0|0.0|100
0|2021-11-09|14680.0|0|14680.0|0|334.0|0|0.0|100
0|2021-11-10|14682.0|0|14682.0|0|334.0|0|0.0|100
0|2021-11-11|14682.0|0|14682.0|0|334.0|0|0.0|100
0|2021-11-12|14720.0|0|14720.0|0|335.0|0|0.0|100
0|2021-11-13|14720.0|0|14720.0|0|335.0|0|0.0|100
0|2021-11-14|14720.0|0|14720.0|0|335.0|0|0.0|100
0|2021-11-15|14734.0|0|14734.0|0|336.0|0|0.0|100
0|2021-11-16|14738.0|0|14737.0|0|336.0|0|0.0|100
0|2021-11-17|14742.0|0|14742.0|0|337.0|0|0.0|100
0|2021-11-18|14748.0|0|14748.0|0|337.0|0|0.0|100
0|2021-11-19|14761.0|0|14761.0|0|337.0|0|0.0|100
0|2021-11-20|14761.0|0|14761.0|0|337.0|0|0.0|100
0|2021-11-21|14761.0|0|14761.0|0|337.0|0|0.0|100
0|2021-11-22|14784.0|0|14784.0|0|337.0|0|0.0|100
0|2021-11-23|14790.0|0|14790.0|0|337.0|0|0.0|100
0|2021-11-24|14792.0|0|14791.0|0|337.0|0|0.0|100
0|2021-11-25|14791.0|0|14791.0|0|337.0|0|0.0|100
0|2021-11-26|14793.0|0|14793.0|0|340.0|0|0.0|100
0|2021-11-27|14793.0|0|14793.0|0|340.0|0|0.0|100
0|2021-11-28|14793.0|0|14793.0|0|340.0|0|0.0|100
0|2021-11-29|14811.0|0|14811.0|0|340.0|0|0.0|100
0|2021-11-30|14811.0|0|14811.0|0|340.0|0|0.0|100
0|2021-12-01|14822.0|0|14822.0|0|340.0|0|0.0|100
0|2021-12-02|14841.0|0|14841.0|0|340.0|0|0.0|100
0|2021-12-03|14845.0|0|14845.0|0|340.0|0|0.0|100
0|2021-12-04|14845.0|0|14845.0|0|340.0|0|0.0|100
0|2021-12-05|14845.0|0|14845.0|0|340.0|0|0.0|100
0|2021-12-06|14871.0|0|14871.0|0|340.0|0|0.0|100
0|2021-12-07|14873.0|0|14873.0|0|340.0|0|0.0|100
0|2021-12-08|14875.0|0|14875.0|0|340.0|0|0.0|100
0|2021-12-09|14888.0|0|14888.0|0|340.0|0|0.0|100
0|2021-12-10|14900.0|0|14900.0|0|340.0|0|0.0|100
0|2021-12-11|14900.0|0|14900.0|0|340.0|0|0.0|100
0|2021-12-12|14900.0|0|14900.0|0|340.0|0|0.0|100
0|2021-12-13|14938.0|0|14938.0|0|340.0|0|0.0|100
0|2021-12-14|14938.0|0|14952.0|0|340.0|0|0.0|100
0|2021-12-15|14954.0|0|14954.0|0|340.0|0|0.0|100
0|2021-12-16|14959.0|0|14959.0|0|340.0|0|0.0|100
0|2021-12-17|14966.0|0|14966.0|0|340.0|0|0.0|100
0|2021-12-18|14966.0|0|14966.0|0|340.0|0|0.0|100
0|2021-12-19|14966.0|0|14966.0|0|340.0|0|0.0|100
0|2021-12-20|14997.0|0|14997.0|0|340.0|0|0.0|100
0|2021-12-21|15003.0|0|15003.0|0|340.0|0|0.0|100
0|2021-12-22|15010.0|0|15010.0|0|340.0|0|0.0|100
0|2021-12-23|15062.0|0|15062.0|0|340.0|0|0.0|100
0|2021-12-24|15062.0|0|15062.0|0|340.0|0|0.0|100
0|2021-12-25|15062.0|0|15062.0|0|340.0|0|0.0|100
0|2021-12-26|15062.0|0|15062.0|0|340.0|0|0.0|100
0|2021-12-27|15062.0|0|15062.0|0|340.0|0|0.0|100
0|2021-12-28|15062.0|0|15062.0|0|340.0|0|0.0|100
0|2021-12-29|15312.0|0|15312.0|0|341.0|0|0.0|100
0|2021-12-30|15459.0|0|15459.0|0|341.0|0|0.0|100
0|2021-12-31|15642.0|0|15642.0|0|341.0|0|0.0|100
0|2022-01-01|15642.0|0|15642.0|0|341.0|0|0.0|100
0|2022-01-02|15642.0|0|15642.0|0|341.0|0|0.0|100
0|2022-01-03|15642.0|0|15642.0|0|341.0|0|0.0|100
0|2022-01-04|16210.0|0|16210.0|0|341.0|0|0.0|100
0|2022-01-05|16297.0|0|16297.0|0|341.0|0|0.0|100
0|2022-01-06|16631.0|0|16631.0|0|341.0|0|0.0|100
0|2022-01-07|16847.0|0|16847.0|0|341.0|0|0.0|100
0|2022-01-08|16847.0|0|16847.0|0|341.0|0|0.0|100
0|2022-01-09|16847.0|0|16847.0|0|341.0|0|0.0|100
0|2022-01-10|17749.0|0|17749.0|0|341.0|0|0.0|100
0|2022-01-11|17863.0|0|17863.0|0|341.0|0|0.0|100
0|2022-01-12|18014.0|0|18014.0|0|341.0|0|0.0|100
0|2022-01-13|18014.0|0|18395.0|0|341.0|0|0.0|100
0|2022-01-14|18716.0|0|18716.0|0|341.0|0|0.0|100
0|2022-01-15|18716.0|0|18716.0|0|341.0|0|0.0|100
0|2022-01-16|18716.0|0|18716.0|0|341.0|0|0.0|100
0|2022-01-17|18716.0|0|0.0|100|341.0|0|0.0|100
