|dates|Natrona_Wyoming_UnitedStates.JHU_ConfirmedCases.data|Natrona_Wyoming_UnitedStates.JHU_ConfirmedCases.missing|Natrona_Wyoming_UnitedStates.NYT_ConfirmedCases.data|Natrona_Wyoming_UnitedStates.NYT_ConfirmedCases.missing|Natrona_Wyoming_UnitedStates.JHU_ConfirmedDeaths.data|Natrona_Wyoming_UnitedStates.JHU_ConfirmedDeaths.missing|Natrona_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.data|Natrona_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-08|16487.0|0|16487.0|0|230.0|0|0.0|100
0|2021-12-09|16517.0|0|16517.0|0|230.0|0|0.0|100
0|2021-12-10|16535.0|0|16535.0|0|230.0|0|0.0|100
0|2021-12-11|16535.0|0|16535.0|0|230.0|0|0.0|100
0|2021-12-12|16535.0|0|16535.0|0|230.0|0|0.0|100
0|2021-12-13|16544.0|0|16544.0|0|230.0|0|0.0|100
0|2021-12-14|16544.0|0|16570.0|0|230.0|0|0.0|100
0|2021-12-15|16574.0|0|16574.0|0|234.0|0|0.0|100
0|2021-12-16|16595.0|0|16595.0|0|234.0|0|0.0|100
0|2021-12-17|16599.0|0|16599.0|0|234.0|0|0.0|100
0|2021-12-18|16599.0|0|16599.0|0|234.0|0|0.0|100
0|2021-12-19|16599.0|0|16599.0|0|234.0|0|0.0|100
0|2021-12-20|16599.0|0|16623.0|0|234.0|0|0.0|100
0|2021-12-21|16639.0|0|16639.0|0|235.0|0|0.0|100
0|2021-12-22|16648.0|0|16648.0|0|235.0|0|0.0|100
0|2021-12-23|16659.0|0|16659.0|0|235.0|0|0.0|100
0|2021-12-24|16659.0|0|16659.0|0|235.0|0|0.0|100
0|2021-12-25|16659.0|0|16659.0|0|235.0|0|0.0|100
0|2021-12-26|16659.0|0|16659.0|0|235.0|0|0.0|100
0|2021-12-27|16697.0|0|16697.0|0|235.0|0|0.0|100
0|2021-12-28|16722.0|0|16722.0|0|235.0|0|0.0|100
0|2021-12-29|16754.0|0|16754.0|0|235.0|0|0.0|100
0|2021-12-30|16785.0|0|16785.0|0|235.0|0|0.0|100
0|2021-12-31|16785.0|0|16785.0|0|235.0|0|0.0|100
0|2022-01-01|16785.0|0|16785.0|0|235.0|0|0.0|100
0|2022-01-02|16785.0|0|16785.0|0|235.0|0|0.0|100
0|2022-01-03|16868.0|0|16868.0|0|235.0|0|0.0|100
0|2022-01-04|16941.0|0|16941.0|0|244.0|0|0.0|100
0|2022-01-05|17040.0|0|17040.0|0|244.0|0|0.0|100
0|2022-01-06|17152.0|0|17152.0|0|244.0|0|0.0|100
0|2022-01-07|17272.0|0|17272.0|0|244.0|0|0.0|100
0|2022-01-08|17272.0|0|17272.0|0|244.0|0|0.0|100
0|2022-01-09|17272.0|0|17272.0|0|244.0|0|0.0|100
0|2022-01-10|17438.0|0|17438.0|0|244.0|0|0.0|100
0|2022-01-11|17666.0|0|17666.0|0|246.0|0|0.0|100
0|2022-01-12|17778.0|0|17778.0|0|246.0|0|0.0|100
0|2022-01-13|17778.0|0|17938.0|0|246.0|0|0.0|100
0|2022-01-14|18147.0|0|18147.0|0|246.0|0|0.0|100
0|2022-01-15|18147.0|0|18147.0|0|246.0|0|0.0|100
0|2022-01-16|18147.0|0|18147.0|0|246.0|0|0.0|100
0|2022-01-17|18147.0|0|0.0|100|246.0|0|0.0|100
