|dates|Simpson_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Simpson_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Simpson_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Simpson_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Simpson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Simpson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Simpson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Simpson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-18|3323.0|0|3323.0|0|61.0|0|0.0|100
0|2021-11-19|3332.0|0|3332.0|0|62.0|0|0.0|100
0|2021-11-20|3332.0|0|3332.0|0|62.0|0|0.0|100
0|2021-11-21|3332.0|0|3332.0|0|62.0|0|0.0|100
0|2021-11-22|3361.0|0|3361.0|0|62.0|0|0.0|100
0|2021-11-23|3370.0|0|3370.0|0|62.0|0|0.0|100
0|2021-11-24|3383.0|0|3383.0|0|62.0|0|0.0|100
0|2021-11-25|3383.0|0|3383.0|0|62.0|0|0.0|100
0|2021-11-26|3383.0|0|3383.0|0|62.0|0|0.0|100
0|2021-11-27|3383.0|0|3383.0|0|62.0|0|0.0|100
0|2021-11-28|3383.0|0|3383.0|0|62.0|0|0.0|100
0|2021-11-29|3416.0|0|3416.0|0|62.0|0|0.0|100
0|2021-11-30|3421.0|0|3421.0|0|62.0|0|0.0|100
0|2021-12-01|3448.0|0|3448.0|0|62.0|0|0.0|100
0|2021-12-02|3448.0|0|3462.0|0|62.0|0|0.0|100
0|2021-12-03|3479.0|0|3479.0|0|63.0|0|0.0|100
0|2021-12-04|3479.0|0|3479.0|0|63.0|0|0.0|100
0|2021-12-05|3479.0|0|3479.0|0|63.0|0|0.0|100
0|2021-12-06|3508.0|0|3508.0|0|65.0|0|0.0|100
0|2021-12-07|3525.0|0|3525.0|0|65.0|0|0.0|100
0|2021-12-08|3538.0|0|3538.0|0|65.0|0|0.0|100
0|2021-12-09|3549.0|0|3549.0|0|67.0|0|0.0|100
0|2021-12-10|3562.0|0|3562.0|0|69.0|0|0.0|100
0|2021-12-11|3562.0|0|3562.0|0|69.0|0|0.0|100
0|2021-12-12|3562.0|0|3562.0|0|69.0|0|0.0|100
0|2021-12-13|3585.0|0|3585.0|0|69.0|0|0.0|100
0|2021-12-14|3585.0|0|3597.0|0|69.0|0|0.0|100
0|2021-12-15|3608.0|0|3608.0|0|69.0|0|0.0|100
0|2021-12-16|3614.0|0|3614.0|0|69.0|0|0.0|100
0|2021-12-17|3620.0|0|3620.0|0|69.0|0|0.0|100
0|2021-12-18|3620.0|0|3620.0|0|69.0|0|0.0|100
0|2021-12-19|3620.0|0|3620.0|0|69.0|0|0.0|100
0|2021-12-20|3659.0|0|3659.0|0|69.0|0|0.0|100
0|2021-12-21|3663.0|0|3663.0|0|70.0|0|0.0|100
0|2021-12-22|3676.0|0|3676.0|0|71.0|0|0.0|100
0|2021-12-23|3676.0|0|3676.0|0|71.0|0|0.0|100
0|2021-12-24|3676.0|0|3676.0|0|71.0|0|0.0|100
0|2021-12-25|3676.0|0|3676.0|0|71.0|0|0.0|100
0|2021-12-26|3676.0|0|3676.0|0|71.0|0|0.0|100
0|2021-12-27|3725.0|0|3725.0|0|72.0|0|0.0|100
0|2021-12-28|3731.0|0|3731.0|0|72.0|0|0.0|100
0|2021-12-29|3760.0|0|3760.0|0|72.0|0|0.0|100
0|2021-12-30|3760.0|0|3760.0|0|72.0|0|0.0|100
0|2021-12-31|3760.0|0|3760.0|0|72.0|0|0.0|100
0|2022-01-01|3760.0|0|3760.0|0|72.0|0|0.0|100
0|2022-01-02|3760.0|0|3760.0|0|72.0|0|0.0|100
0|2022-01-03|3886.0|0|3886.0|0|73.0|0|0.0|100
0|2022-01-04|3918.0|0|3918.0|0|73.0|0|0.0|100
0|2022-01-05|3952.0|0|3952.0|0|73.0|0|0.0|100
0|2022-01-06|3991.0|0|3991.0|0|73.0|0|0.0|100
0|2022-01-07|4046.0|0|4046.0|0|74.0|0|0.0|100
0|2022-01-08|4046.0|0|4046.0|0|74.0|0|0.0|100
0|2022-01-09|4046.0|0|4046.0|0|74.0|0|0.0|100
0|2022-01-10|4121.0|0|4121.0|0|74.0|0|0.0|100
0|2022-01-11|4159.0|0|4159.0|0|74.0|0|0.0|100
0|2022-01-12|4225.0|0|4225.0|0|74.0|0|0.0|100
0|2022-01-13|4225.0|0|4283.0|0|74.0|0|0.0|100
0|2022-01-14|4332.0|0|4332.0|0|74.0|0|0.0|100
0|2022-01-15|4332.0|0|4332.0|0|74.0|0|0.0|100
0|2022-01-16|4332.0|0|4332.0|0|74.0|0|0.0|100
0|2022-01-17|4332.0|0|0.0|100|74.0|0|0.0|100
