|dates|Steele_NorthDakota_UnitedStates.BLS_EmployedPopulation.data|Steele_NorthDakota_UnitedStates.BLS_EmployedPopulation.missing|Steele_NorthDakota_UnitedStates.BLS_UnemployedPopulation.data|Steele_NorthDakota_UnitedStates.BLS_UnemployedPopulation.missing|Steele_NorthDakota_UnitedStates.BLS_UnemploymentRate.data|Steele_NorthDakota_UnitedStates.BLS_UnemploymentRate.missing|Steele_NorthDakota_UnitedStates.BLS_LaborForcePopulation.data|Steele_NorthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-14|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2021-12-15|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2021-12-16|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2021-12-17|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2021-12-18|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2021-12-19|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2021-12-20|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2021-12-21|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2021-12-22|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2021-12-23|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2021-12-24|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2021-12-25|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2021-12-26|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2021-12-27|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2021-12-28|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2021-12-29|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2021-12-30|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2021-12-31|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2022-01-01|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2022-01-02|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2022-01-03|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2022-01-04|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2022-01-05|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2022-01-06|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2022-01-07|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2022-01-08|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2022-01-09|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2022-01-10|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2022-01-11|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2022-01-12|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2022-01-13|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2022-01-14|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2022-01-15|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2022-01-16|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
0|2022-01-17|907.0|0|29.0|0|3.0982905982905984|0|936.0|0
