|dates|Morehouse_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Morehouse_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Morehouse_Louisiana_UnitedStates.NYT_ConfirmedCases.data|Morehouse_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|Morehouse_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Morehouse_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Morehouse_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Morehouse_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-15|4619.0|0|4619.0|0|117.0|0|0.0|100
0|2021-12-16|4629.0|0|4629.0|0|117.0|0|0.0|100
0|2021-12-17|4634.0|0|4634.0|0|117.0|0|0.0|100
0|2021-12-18|4634.0|0|4634.0|0|117.0|0|0.0|100
0|2021-12-19|4634.0|0|4634.0|0|117.0|0|0.0|100
0|2021-12-20|4644.0|0|4644.0|0|117.0|0|0.0|100
0|2021-12-21|4649.0|0|4649.0|0|117.0|0|0.0|100
0|2021-12-22|4655.0|0|4655.0|0|117.0|0|0.0|100
0|2021-12-23|4662.0|0|4662.0|0|117.0|0|0.0|100
0|2021-12-24|4662.0|0|4662.0|0|117.0|0|0.0|100
0|2021-12-25|4662.0|0|4662.0|0|117.0|0|0.0|100
0|2021-12-26|4662.0|0|4662.0|0|117.0|0|0.0|100
0|2021-12-27|4702.0|0|4702.0|0|118.0|0|0.0|100
0|2021-12-28|4709.0|0|4709.0|0|118.0|0|0.0|100
0|2021-12-29|4746.0|0|4746.0|0|118.0|0|0.0|100
0|2021-12-30|4800.0|0|4800.0|0|118.0|0|0.0|100
0|2021-12-31|4800.0|0|4800.0|0|118.0|0|0.0|100
0|2022-01-01|4800.0|0|4800.0|0|118.0|0|0.0|100
0|2022-01-02|4800.0|0|4800.0|0|118.0|0|0.0|100
0|2022-01-03|4913.0|0|4913.0|0|118.0|0|0.0|100
0|2022-01-04|4940.0|0|4940.0|0|119.0|0|0.0|100
0|2022-01-05|4966.0|0|4966.0|0|119.0|0|0.0|100
0|2022-01-06|5068.0|0|5068.0|0|119.0|0|0.0|100
0|2022-01-07|5131.0|0|5131.0|0|119.0|0|0.0|100
0|2022-01-08|5131.0|0|5131.0|0|119.0|0|0.0|100
0|2022-01-09|5131.0|0|5131.0|0|119.0|0|0.0|100
0|2022-01-10|5218.0|0|5218.0|0|119.0|0|0.0|100
0|2022-01-11|5302.0|0|5302.0|0|119.0|0|0.0|100
0|2022-01-12|5302.0|0|5302.0|0|119.0|0|0.0|100
0|2022-01-13|5302.0|0|5302.0|0|119.0|0|0.0|100
0|2022-01-14|5510.0|0|5510.0|0|120.0|0|0.0|100
0|2022-01-15|5510.0|0|5510.0|0|120.0|0|0.0|100
0|2022-01-16|5510.0|0|5510.0|0|120.0|0|0.0|100
0|2022-01-17|5510.0|0|0.0|100|120.0|0|0.0|100
