|dates|Lycoming_Pennsylvania_UnitedStates.BLS_EmployedPopulation.data|Lycoming_Pennsylvania_UnitedStates.BLS_EmployedPopulation.missing|Lycoming_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.data|Lycoming_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.missing|Lycoming_Pennsylvania_UnitedStates.BLS_UnemploymentRate.data|Lycoming_Pennsylvania_UnitedStates.BLS_UnemploymentRate.missing|Lycoming_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.data|Lycoming_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-23|51660.0|0|3255.0|0|5.927342256214149|0|54915.0|0
0|2021-12-24|51660.0|0|3255.0|0|5.927342256214149|0|54915.0|0
0|2021-12-25|51660.0|0|3255.0|0|5.927342256214149|0|54915.0|0
0|2021-12-26|51660.0|0|3255.0|0|5.927342256214149|0|54915.0|0
0|2021-12-27|51660.0|0|3255.0|0|5.927342256214149|0|54915.0|0
0|2021-12-28|51660.0|0|3255.0|0|5.927342256214149|0|54915.0|0
0|2021-12-29|51660.0|0|3255.0|0|5.927342256214149|0|54915.0|0
0|2021-12-30|51660.0|0|3255.0|0|5.927342256214149|0|54915.0|0
0|2021-12-31|51660.0|0|3255.0|0|5.927342256214149|0|54915.0|0
0|2022-01-01|51660.0|0|3255.0|0|5.927342256214149|0|54915.0|0
0|2022-01-02|51660.0|0|3255.0|0|5.927342256214149|0|54915.0|0
0|2022-01-03|51660.0|0|3255.0|0|5.927342256214149|0|54915.0|0
0|2022-01-04|51660.0|0|3255.0|0|5.927342256214149|0|54915.0|0
0|2022-01-05|51660.0|0|3255.0|0|5.927342256214149|0|54915.0|0
0|2022-01-06|51660.0|0|3255.0|0|5.927342256214149|0|54915.0|0
0|2022-01-07|51660.0|0|3255.0|0|5.927342256214149|0|54915.0|0
0|2022-01-08|51660.0|0|3255.0|0|5.927342256214149|0|54915.0|0
0|2022-01-09|51660.0|0|3255.0|0|5.927342256214149|0|54915.0|0
0|2022-01-10|51660.0|0|3255.0|0|5.927342256214149|0|54915.0|0
0|2022-01-11|51660.0|0|3255.0|0|5.927342256214149|0|54915.0|0
0|2022-01-12|51660.0|0|3255.0|0|5.927342256214149|0|54915.0|0
0|2022-01-13|51660.0|0|3255.0|0|5.927342256214149|0|54915.0|0
0|2022-01-14|51660.0|0|3255.0|0|5.927342256214149|0|54915.0|0
0|2022-01-15|51660.0|0|3255.0|0|5.927342256214149|0|54915.0|0
0|2022-01-16|51660.0|0|3255.0|0|5.927342256214149|0|54915.0|0
0|2022-01-17|51660.0|0|3255.0|0|5.927342256214149|0|54915.0|0
