|dates|Borden_Texas_UnitedStates.JHU_ConfirmedCases.data|Borden_Texas_UnitedStates.JHU_ConfirmedCases.missing|Borden_Texas_UnitedStates.NYT_ConfirmedCases.data|Borden_Texas_UnitedStates.NYT_ConfirmedCases.missing|Borden_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Borden_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Borden_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Borden_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-09|43.0|0|43.0|0|2.0|0|0.0|100
0|2021-12-10|44.0|0|44.0|0|2.0|0|0.0|100
0|2021-12-11|44.0|0|44.0|0|2.0|0|0.0|100
0|2021-12-12|44.0|0|44.0|0|2.0|0|0.0|100
0|2021-12-13|44.0|0|44.0|0|2.0|0|0.0|100
0|2021-12-14|44.0|0|44.0|0|2.0|0|0.0|100
0|2021-12-15|44.0|0|44.0|0|2.0|0|0.0|100
0|2021-12-16|44.0|0|44.0|0|2.0|0|0.0|100
0|2021-12-17|44.0|0|44.0|0|2.0|0|0.0|100
0|2021-12-18|44.0|0|44.0|0|2.0|0|0.0|100
0|2021-12-19|44.0|0|44.0|0|2.0|0|0.0|100
0|2021-12-20|44.0|0|44.0|0|2.0|0|0.0|100
0|2021-12-21|44.0|0|44.0|0|2.0|0|0.0|100
0|2021-12-22|44.0|0|44.0|0|2.0|0|0.0|100
0|2021-12-23|44.0|0|44.0|0|2.0|0|0.0|100
0|2021-12-24|44.0|0|44.0|0|2.0|0|0.0|100
0|2021-12-25|44.0|0|44.0|0|2.0|0|0.0|100
0|2021-12-26|44.0|0|44.0|0|2.0|0|0.0|100
0|2021-12-27|45.0|0|45.0|0|2.0|0|0.0|100
0|2021-12-28|45.0|0|45.0|0|2.0|0|0.0|100
0|2021-12-29|45.0|0|45.0|0|2.0|0|0.0|100
0|2021-12-30|47.0|0|47.0|0|2.0|0|0.0|100
0|2021-12-31|47.0|0|47.0|0|2.0|0|0.0|100
0|2022-01-01|47.0|0|47.0|0|2.0|0|0.0|100
0|2022-01-02|47.0|0|47.0|0|2.0|0|0.0|100
0|2022-01-03|51.0|0|51.0|0|2.0|0|0.0|100
0|2022-01-04|52.0|0|52.0|0|2.0|0|0.0|100
0|2022-01-05|53.0|0|53.0|0|2.0|0|0.0|100
0|2022-01-06|53.0|0|56.0|0|2.0|0|0.0|100
0|2022-01-07|57.0|0|57.0|0|2.0|0|0.0|100
0|2022-01-08|58.0|0|58.0|0|2.0|0|0.0|100
0|2022-01-09|58.0|0|58.0|0|2.0|0|0.0|100
0|2022-01-10|58.0|0|58.0|0|2.0|0|0.0|100
0|2022-01-11|61.0|0|61.0|0|2.0|0|0.0|100
0|2022-01-12|62.0|0|62.0|0|2.0|0|0.0|100
0|2022-01-13|62.0|0|65.0|0|2.0|0|0.0|100
0|2022-01-14|65.0|0|83.0|0|2.0|0|0.0|100
0|2022-01-15|84.0|0|84.0|0|2.0|0|0.0|100
0|2022-01-16|84.0|0|84.0|0|2.0|0|0.0|100
0|2022-01-17|84.0|0|0.0|100|2.0|0|0.0|100
