|dates|Burnet_Texas_UnitedStates.AveragePrecipitationTotal.data|Burnet_Texas_UnitedStates.AveragePrecipitationTotal.missing|Burnet_Texas_UnitedStates.AveragePrecipitation.data|Burnet_Texas_UnitedStates.AveragePrecipitation.missing|Burnet_Texas_UnitedStates.AverageWindDirection.data|Burnet_Texas_UnitedStates.AverageWindDirection.missing|Burnet_Texas_UnitedStates.AverageWindSpeed.data|Burnet_Texas_UnitedStates.AverageWindSpeed.missing
0|2021-11-06|0.0|0|0.0|0|33.75|0|1.8333333333333333|0
0|2021-11-07|0.0|0|0.0|0|91.25|0|3.5|0
0|2021-11-08|0.0|0|0.0|0|163.33333333333334|0|5.125|0
0|2021-11-09|0.0|0|0.0|0|152.98611111111111|0|5.284722222222222|0
0|2021-11-10|0.0|0|0.0|0|165.625|0|7.0625|0
0|2021-11-11|0.0|0|0.0|0|96.45833333333333|0|7.0625|0
0|2021-11-12|0.0|0|0.0|0|139.58333333333334|0|5.083333333333333|0
0|2021-11-13|0.0|0|0.0|0|65.83333333333333|0|2.5833333333333335|0
0|2021-11-14|0.0|0|0.0|0|160.83333333333334|0|3.5208333333333335|0
0|2021-11-15|0.0|0|0.0|0|102.15277777777777|0|4.666666666666667|0
0|2021-11-16|0.0|0|0.0|0|180.41666666666666|0|10.715277777777777|0
0|2021-11-17|0.0|0|0.0|0|158.95833333333334|0|11.354166666666666|0
0|2021-11-18|0.0|0|0.0|0|132.5|0|9.104166666666666|0
0|2021-11-19|0.0|0|0.0|0|70.0|0|4.0|0
0|2021-11-20|0.0|0|0.0|0|188.33333333333334|0|8.708333333333334|0
0|2021-11-21|0.0|0|0.0|0|256.25|0|7.6319444444444455|0
0|2021-11-22|0.0|0|0.0|0|152.08333333333334|0|6.083333333333333|0
0|2021-11-23|0.0|0|0.0|0|102.91666666666667|0|5.375|0
0|2021-11-24|0.0|0|0.0|0|155.83333333333334|0|7.9375|0
0|2021-11-25|0.0|0|0.0|0|250.46875|0|10.514136904761905|0
0|2021-11-26|0.0|0|0.0|0|99.16666666666667|0|3.75|0
0|2021-11-27|0.0004166666666666667|0|0.005486111111111112|0|139.47222222222223|0|3.6333333333333333|0
0|2021-11-28|0.0062499999999999995|0|0.0|0|178.19444444444446|0|5.875|0
0|2021-11-29|0.0|0|0.0|0|97.91666666666667|0|3.0416666666666665|0
0|2021-11-30|0.0|0|0.0|0|110.0|0|3.9583333333333335|0
0|2021-12-01|0.0|0|0.0|0|97.56944444444446|0|3.256944444444444|0
0|2021-12-02|0.0|0|0.0|0|94.375|0|3.6458333333333335|0
0|2021-12-03|0.0|0|0.0004166666666666667|0|140.69444444444446|0|4.295138888888889|0
0|2021-12-04|0.00010416666666666667|0|0.0|0|141.29166666666666|0|4.116666666666666|0
0|2021-12-05|0.0|0|0.0|0|173.09027777777774|0|8.3125|0
0|2021-12-06|0.0|0|0.0|0|215.76388888888889|0|8.395833333333334|0
0|2021-12-07|0.0|0|0.0|0|102.08333333333333|0|3.375|0
0|2021-12-08|0.0|0|0.0|0|114.16666666666667|0|4.25|0
0|2021-12-09|0.0|0|0.0|0|188.55555555555557|0|8.948611111111111|0
0|2021-12-10|0.0|0|0.0|0|170.20833333333334|0|7.25|0
0|2021-12-11|0.0|0|0.0|0|142.91666666666666|0|7.791666666666667|0
0|2021-12-12|0.0|0|0.0|0|67.08333333333333|0|2.4166666666666665|0
0|2021-12-13|0.0|0|0.0|0|109.375|0|4.006944444444445|0
0|2021-12-14|0.0|0|0.0|0|108.22916666666667|0|5.152083333333334|0
0|2021-12-15|0.0|0|0.0|0|179.375|0|13.291666666666666|0
0|2021-12-16|0.0|0|0.0006666666666666666|0|132.91666666666666|0|5.8999999999999995|0
0|2021-12-17|0.0004166666666666667|0|0.0002777777777777778|0|174.375|0|8.694444444444445|0
0|2021-12-18|0.0|0|0.015625|0|148.7847222222222|0|9.75|0
0|2021-12-19|0.02125|0|0.0|0|123.75|0|5.458333333333333|0
0|2021-12-20|0.0|0|0.0|0|41.875|0|1.7708333333333333|0
0|2021-12-21|0.0|0|0.0|0|89.16666666666667|0|3.125|0
0|2021-12-22|0.0|0|0.0|0|94.58333333333333|0|2.8333333333333335|0
0|2021-12-23|0.0|0|0.0|0|176.75|0|8.298611111111112|0
0|2021-12-24|0.0|0|0.0|0|186.45833333333334|0|10.75|0
0|2021-12-25|0.0|0|0.0|0|113.95833333333333|0|4.006944444444444|0
0|2021-12-26|0.0|0|0.0|0|153.38888888888889|0|6.54375|0
0|2021-12-27|0.0|0|0.0|0|161.04166666666666|0|7.25|0
0|2021-12-28|0.0|0|0.0|0|145.10416666666666|0|5.8125|0
0|2021-12-29|0.0|0|0.0|0|126.30555555555554|0|3.568055555555555|0
0|2021-12-30|0.0|0|0.0|0|91.25|0|3.3333333333333335|0
0|2021-12-31|0.0|0|0.0|0|143.02083333333334|0|6.8055555555555545|0
0|2022-01-01|0.0|0|0.0|0|201.73611111111111|0|7.1180555555555545|0
0|2022-01-02|0.0|0|0.0|0|304.1666666666667|0|13.0|0
0|2022-01-03|0.0|0|0.0|0|82.08333333333333|0|2.6666666666666665|0
0|2022-01-04|0.0|0|0.0|0|198.33333333333334|0|8.375|0
0|2022-01-05|0.0|0|0.0|0|172.08333333333334|0|4.125|0
0|2022-01-06|0.0|0|0.0|0|79.16666666666667|0|7.458333333333333|0
0|2022-01-07|0.0|0|0.0|0|143.11805555555554|0|4.222619047619048|0
0|2022-01-08|0.0002777777777777778|0|0.0008333333333333334|0|160.27777777777777|0|5.111111111111112|0
0|2022-01-09|0.0|0|0.0|0|273.8541666666667|0|10.145138888888889|0
0|2022-01-10|0.0|0|0.0|0|158.95833333333334|0|8.041666666666666|0
0|2022-01-11|0.0|0|0.01604166666666667|0|118.22222222222221|0|2.175|0
0|2022-01-12|0.02291666666666667|0|0.0|0|42.083333333333336|0|1.6666666666666667|0
0|2022-01-13|0.0|0|0.0|0|171.25|0|4.708333333333333|0
0|2022-01-14|0.0|0|0.0|0|82.5|0|4.0|0
0|2022-01-15|0.0|0|0.0|0|306.875|0|20.125|0
0|2022-01-16|0.0|0|0.0|0|189.58333333333334|0|5.541666666666667|0
0|2022-01-17|0.0|0|0.0|0|78.75|0|4.583333333333333|0
