|dates|Harrison_Iowa_UnitedStates.JHU_ConfirmedCases.data|Harrison_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Harrison_Iowa_UnitedStates.NYT_ConfirmedCases.data|Harrison_Iowa_UnitedStates.NYT_ConfirmedCases.missing|Harrison_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Harrison_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Harrison_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Harrison_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-27|2616.0|0|2622.0|0|83.0|0|0.0|100
0|2021-12-28|2616.0|0|2622.0|0|83.0|0|0.0|100
0|2021-12-29|2667.0|0|2679.0|0|83.0|0|0.0|100
0|2021-12-30|2667.0|0|2679.0|0|83.0|0|0.0|100
0|2021-12-31|2667.0|0|2679.0|0|83.0|0|0.0|100
0|2022-01-01|2667.0|0|2679.0|0|83.0|0|0.0|100
0|2022-01-02|2667.0|0|2679.0|0|83.0|0|0.0|100
0|2022-01-03|2667.0|0|2679.0|0|83.0|0|0.0|100
0|2022-01-04|2667.0|0|2679.0|0|83.0|0|0.0|100
0|2022-01-05|2724.0|0|2749.0|0|84.0|0|0.0|100
0|2022-01-06|2724.0|0|2749.0|0|84.0|0|0.0|100
0|2022-01-07|2724.0|0|2749.0|0|84.0|0|0.0|100
0|2022-01-08|2724.0|0|2749.0|0|84.0|0|0.0|100
0|2022-01-09|2724.0|0|2749.0|0|84.0|0|0.0|100
0|2022-01-10|2724.0|0|2749.0|0|84.0|0|0.0|100
0|2022-01-11|2724.0|0|2749.0|0|84.0|0|0.0|100
0|2022-01-12|2826.0|0|2841.0|0|85.0|0|0.0|100
0|2022-01-13|2826.0|0|2841.0|0|85.0|0|0.0|100
0|2022-01-14|2826.0|0|2841.0|0|85.0|0|0.0|100
0|2022-01-15|2826.0|0|2841.0|0|85.0|0|0.0|100
0|2022-01-16|2826.0|0|2841.0|0|85.0|0|0.0|100
0|2022-01-17|2826.0|0|0.0|100|85.0|0|0.0|100
