|dates|Waller_Texas_UnitedStates.JHU_ConfirmedCases.data|Waller_Texas_UnitedStates.JHU_ConfirmedCases.missing|Waller_Texas_UnitedStates.NYT_ConfirmedCases.data|Waller_Texas_UnitedStates.NYT_ConfirmedCases.missing|Waller_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Waller_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Waller_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Waller_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-23|6593.0|0|6593.0|0|85.0|0|0.0|100
0|2021-11-24|6600.0|0|6600.0|0|85.0|0|0.0|100
0|2021-11-25|6600.0|0|6600.0|0|85.0|0|0.0|100
0|2021-11-26|6600.0|0|6600.0|0|85.0|0|0.0|100
0|2021-11-27|6600.0|0|6600.0|0|85.0|0|0.0|100
0|2021-11-28|6600.0|0|6600.0|0|85.0|0|0.0|100
0|2021-11-29|6602.0|0|6602.0|0|85.0|0|0.0|100
0|2021-11-30|6615.0|0|6615.0|0|85.0|0|0.0|100
0|2021-12-01|6616.0|0|6616.0|0|85.0|0|0.0|100
0|2021-12-02|6617.0|0|6617.0|0|85.0|0|0.0|100
0|2021-12-03|6619.0|0|6619.0|0|86.0|0|0.0|100
0|2021-12-04|6629.0|0|6629.0|0|87.0|0|0.0|100
0|2021-12-05|6632.0|0|6632.0|0|87.0|0|0.0|100
0|2021-12-06|6633.0|0|6633.0|0|87.0|0|0.0|100
0|2021-12-07|6634.0|0|6634.0|0|87.0|0|0.0|100
0|2021-12-08|6635.0|0|6635.0|0|87.0|0|0.0|100
0|2021-12-09|6635.0|0|6635.0|0|87.0|0|0.0|100
0|2021-12-10|6655.0|0|6655.0|0|87.0|0|0.0|100
0|2021-12-11|6660.0|0|6660.0|0|87.0|0|0.0|100
0|2021-12-12|6664.0|0|6664.0|0|87.0|0|0.0|100
0|2021-12-13|6672.0|0|6672.0|0|87.0|0|0.0|100
0|2021-12-14|6672.0|0|6680.0|0|87.0|0|0.0|100
0|2021-12-15|6696.0|0|6696.0|0|87.0|0|0.0|100
0|2021-12-16|6719.0|0|6719.0|0|87.0|0|0.0|100
0|2021-12-17|6737.0|0|6737.0|0|87.0|0|0.0|100
0|2021-12-18|6765.0|0|6765.0|0|87.0|0|0.0|100
0|2021-12-19|6790.0|0|6790.0|0|87.0|0|0.0|100
0|2021-12-20|6811.0|0|6811.0|0|87.0|0|0.0|100
0|2021-12-21|6834.0|0|6834.0|0|87.0|0|0.0|100
0|2021-12-22|6869.0|0|6869.0|0|87.0|0|0.0|100
0|2021-12-23|6901.0|0|6901.0|0|87.0|0|0.0|100
0|2021-12-24|6901.0|0|6901.0|0|87.0|0|0.0|100
0|2021-12-25|6901.0|0|6901.0|0|87.0|0|0.0|100
0|2021-12-26|6901.0|0|6901.0|0|87.0|0|0.0|100
0|2021-12-27|6992.0|0|6992.0|0|87.0|0|0.0|100
0|2021-12-28|7011.0|0|7011.0|0|87.0|0|0.0|100
0|2021-12-29|7050.0|0|7050.0|0|87.0|0|0.0|100
0|2021-12-30|7060.0|0|7060.0|0|87.0|0|0.0|100
0|2021-12-31|7060.0|0|7060.0|0|87.0|0|0.0|100
0|2022-01-01|7060.0|0|7060.0|0|87.0|0|0.0|100
0|2022-01-02|7060.0|0|7060.0|0|87.0|0|0.0|100
0|2022-01-03|7336.0|0|7336.0|0|87.0|0|0.0|100
0|2022-01-04|7400.0|0|7400.0|0|87.0|0|0.0|100
0|2022-01-05|7472.0|0|7472.0|0|87.0|0|0.0|100
0|2022-01-06|7555.0|0|7555.0|0|87.0|0|0.0|100
0|2022-01-07|7630.0|0|7630.0|0|87.0|0|0.0|100
0|2022-01-08|7690.0|0|7690.0|0|88.0|0|0.0|100
0|2022-01-09|7757.0|0|7757.0|0|88.0|0|0.0|100
0|2022-01-10|7823.0|0|7823.0|0|89.0|0|0.0|100
0|2022-01-11|7886.0|0|7886.0|0|89.0|0|0.0|100
0|2022-01-12|7977.0|0|7977.0|0|89.0|0|0.0|100
0|2022-01-13|7977.0|0|8052.0|0|89.0|0|0.0|100
0|2022-01-14|8052.0|0|8034.0|0|90.0|0|0.0|100
0|2022-01-15|8104.0|0|8104.0|0|90.0|0|0.0|100
0|2022-01-16|8199.0|0|8199.0|0|90.0|0|0.0|100
0|2022-01-17|8265.0|0|0.0|100|90.0|0|0.0|100
