|dates|Hendricks_Indiana_UnitedStates.JHU_ConfirmedCases.data|Hendricks_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Hendricks_Indiana_UnitedStates.NYT_ConfirmedCases.data|Hendricks_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Hendricks_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Hendricks_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Hendricks_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Hendricks_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|23647.0|0|23713.0|0|353.0|0|0.0|100
0|2021-10-18|23738.0|0|23804.0|0|354.0|0|0.0|100
0|2021-10-19|23767.0|0|23833.0|0|355.0|0|0.0|100
0|2021-10-20|23795.0|0|23862.0|0|357.0|0|0.0|100
0|2021-10-21|23854.0|0|23921.0|0|359.0|0|0.0|100
0|2021-10-22|23897.0|0|23964.0|0|359.0|0|0.0|100
0|2021-10-23|23897.0|0|23964.0|0|359.0|0|0.0|100
0|2021-10-24|23897.0|0|23964.0|0|359.0|0|0.0|100
0|2021-10-25|23960.0|0|24027.0|0|360.0|0|0.0|100
0|2021-10-26|23977.0|0|24044.0|0|362.0|0|0.0|100
0|2021-10-27|24008.0|0|24075.0|0|364.0|0|0.0|100
0|2021-10-28|24051.0|0|24118.0|0|364.0|0|0.0|100
0|2021-10-29|24099.0|0|24166.0|0|365.0|0|0.0|100
0|2021-10-30|24099.0|0|24166.0|0|365.0|0|0.0|100
0|2021-10-31|24099.0|0|24166.0|0|365.0|0|0.0|100
0|2021-11-01|24192.0|0|24259.0|0|365.0|0|0.0|100
0|2021-11-02|24203.0|0|24270.0|0|366.0|0|0.0|100
0|2021-11-03|24250.0|0|24317.0|0|366.0|0|0.0|100
0|2021-11-04|24290.0|0|24357.0|0|366.0|0|0.0|100
0|2021-11-05|24318.0|0|24385.0|0|366.0|0|0.0|100
0|2021-11-06|24318.0|0|24385.0|0|366.0|0|0.0|100
0|2021-11-07|24318.0|0|24385.0|0|366.0|0|0.0|100
0|2021-11-08|24408.0|0|24475.0|0|366.0|0|0.0|100
0|2021-11-09|24453.0|0|24520.0|0|368.0|0|0.0|100
0|2021-11-10|24453.0|0|24579.0|0|368.0|0|0.0|100
0|2021-11-11|24656.0|0|24723.0|0|369.0|0|0.0|100
0|2021-11-12|24716.0|0|24783.0|0|369.0|0|0.0|100
0|2021-11-13|24716.0|0|24783.0|0|369.0|0|0.0|100
0|2021-11-14|24716.0|0|24783.0|0|369.0|0|0.0|100
0|2021-11-15|24832.0|0|24899.0|0|371.0|0|0.0|100
0|2021-11-16|24888.0|0|24955.0|0|372.0|0|0.0|100
0|2021-11-17|24968.0|0|25035.0|0|374.0|0|0.0|100
0|2021-11-18|25033.0|0|25100.0|0|374.0|0|0.0|100
0|2021-11-19|25141.0|0|25208.0|0|376.0|0|0.0|100
0|2021-11-20|25141.0|0|25208.0|0|376.0|0|0.0|100
0|2021-11-21|25141.0|0|25208.0|0|376.0|0|0.0|100
0|2021-11-22|25374.0|0|25441.0|0|377.0|0|0.0|100
0|2021-11-23|25451.0|0|25518.0|0|379.0|0|0.0|100
0|2021-11-24|25548.0|0|25615.0|0|379.0|0|0.0|100
0|2021-11-25|25548.0|0|25615.0|0|379.0|0|0.0|100
0|2021-11-26|25548.0|0|25615.0|0|379.0|0|0.0|100
0|2021-11-27|25548.0|0|25615.0|0|379.0|0|0.0|100
0|2021-11-28|25548.0|0|25615.0|0|379.0|0|0.0|100
0|2021-11-29|25845.0|0|25912.0|0|379.0|0|0.0|100
0|2021-11-30|25947.0|0|26014.0|0|380.0|0|0.0|100
0|2021-12-01|26064.0|0|26131.0|0|382.0|0|0.0|100
0|2021-12-02|26064.0|0|26248.0|0|382.0|0|0.0|100
