|dates|Somerset_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Somerset_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Somerset_Pennsylvania_UnitedStates.Male_Total_Population.data|Somerset_Pennsylvania_UnitedStates.Male_Total_Population.missing|Somerset_Pennsylvania_UnitedStates.Female_Total_Population.data|Somerset_Pennsylvania_UnitedStates.Female_Total_Population.missing|Somerset_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Somerset_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-18|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-12-19|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-12-20|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-12-21|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-12-22|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-12-23|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-12-24|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-12-25|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-12-26|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-12-27|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-12-28|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-12-29|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-12-30|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-12-31|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2022-01-01|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2022-01-02|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2022-01-03|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2022-01-04|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2022-01-05|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2022-01-06|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2022-01-07|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2022-01-08|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2022-01-09|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2022-01-10|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2022-01-11|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2022-01-12|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2022-01-13|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2022-01-14|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2022-01-15|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2022-01-16|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2022-01-17|16535.0|0|38648.0|0|35304.0|0|13224.0|0
