|dates|Somerset_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Somerset_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Somerset_Pennsylvania_UnitedStates.Male_Total_Population.data|Somerset_Pennsylvania_UnitedStates.Male_Total_Population.missing|Somerset_Pennsylvania_UnitedStates.Female_Total_Population.data|Somerset_Pennsylvania_UnitedStates.Female_Total_Population.missing|Somerset_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Somerset_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-10-18|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-10-19|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-10-20|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-10-21|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-10-22|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-10-23|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-10-24|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-10-25|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-10-26|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-10-27|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-10-28|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-10-29|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-10-30|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-10-31|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-11-01|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-11-02|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-11-03|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-11-04|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-11-05|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-11-06|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-11-07|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-11-08|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-11-09|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-11-10|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-11-11|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-11-12|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-11-13|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-11-14|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-11-15|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-11-16|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-11-17|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-11-18|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-11-19|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-11-20|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-11-21|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-11-22|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-11-23|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-11-24|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-11-25|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-11-26|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-11-27|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-11-28|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-11-29|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-11-30|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-12-01|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-12-02|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-12-03|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-12-04|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-12-05|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-12-06|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-12-07|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-12-08|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-12-09|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-12-10|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-12-11|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-12-12|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-12-13|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-12-14|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-12-15|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-12-16|16535.0|0|38648.0|0|35304.0|0|13224.0|0
0|2021-12-17|16535.0|0|38648.0|0|35304.0|0|13224.0|0
