|dates|SaltLake_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SaltLake_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SaltLake_Utah_UnitedStates.Male_Total_Population.data|SaltLake_Utah_UnitedStates.Male_Total_Population.missing|SaltLake_Utah_UnitedStates.Female_Total_Population.data|SaltLake_Utah_UnitedStates.Female_Total_Population.missing|SaltLake_Utah_UnitedStates.MaleAndFemale_Under18_Population.data|SaltLake_Utah_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-01|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2021-12-02|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2021-12-03|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2021-12-04|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2021-12-05|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2021-12-06|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2021-12-07|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2021-12-08|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2021-12-09|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2021-12-10|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2021-12-11|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2021-12-12|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2021-12-13|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2021-12-14|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2021-12-15|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2021-12-16|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2021-12-17|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2021-12-18|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2021-12-19|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2021-12-20|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2021-12-21|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2021-12-22|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2021-12-23|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2021-12-24|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2021-12-25|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2021-12-26|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2021-12-27|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2021-12-28|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2021-12-29|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2021-12-30|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2021-12-31|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2022-01-01|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2022-01-02|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2022-01-03|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2022-01-04|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2022-01-05|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2022-01-06|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2022-01-07|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2022-01-08|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2022-01-09|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2022-01-10|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2022-01-11|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2022-01-12|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2022-01-13|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2022-01-14|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2022-01-15|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2022-01-16|125157.0|0|578614.0|0|574019.0|0|312889.0|0
0|2022-01-17|125157.0|0|578614.0|0|574019.0|0|312889.0|0
