|dates|Person_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Person_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Person_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Person_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Person_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Person_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Person_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Person_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-07|5141.0|0|5141.0|0|87.0|0|0.0|100
0|2021-11-08|5161.0|0|5161.0|0|87.0|0|0.0|100
0|2021-11-09|5162.0|0|5162.0|0|87.0|0|0.0|100
0|2021-11-10|5162.0|0|5169.0|0|87.0|0|0.0|100
0|2021-11-11|5169.0|0|5169.0|0|87.0|0|0.0|100
0|2021-11-12|5183.0|0|5183.0|0|88.0|0|0.0|100
0|2021-11-13|5183.0|0|5183.0|0|88.0|0|0.0|100
0|2021-11-14|5183.0|0|5183.0|0|88.0|0|0.0|100
0|2021-11-15|5197.0|0|5197.0|0|88.0|0|0.0|100
0|2021-11-16|5213.0|0|5213.0|0|88.0|0|0.0|100
0|2021-11-17|5227.0|0|5227.0|0|88.0|0|0.0|100
0|2021-11-18|5237.0|0|5237.0|0|88.0|0|0.0|100
0|2021-11-19|5245.0|0|5245.0|0|88.0|0|0.0|100
0|2021-11-20|5245.0|0|5245.0|0|88.0|0|0.0|100
0|2021-11-21|5245.0|0|5245.0|0|88.0|0|0.0|100
0|2021-11-22|5265.0|0|5265.0|0|88.0|0|0.0|100
0|2021-11-23|5274.0|0|5274.0|0|88.0|0|0.0|100
0|2021-11-24|5285.0|0|5285.0|0|89.0|0|0.0|100
0|2021-11-25|5285.0|0|5285.0|0|89.0|0|0.0|100
0|2021-11-26|5285.0|0|5285.0|0|89.0|0|0.0|100
0|2021-11-27|5285.0|0|5285.0|0|89.0|0|0.0|100
0|2021-11-28|5285.0|0|5285.0|0|89.0|0|0.0|100
0|2021-11-29|5337.0|0|5337.0|0|89.0|0|0.0|100
0|2021-11-30|5343.0|0|5343.0|0|89.0|0|0.0|100
0|2021-12-01|5369.0|0|5369.0|0|89.0|0|0.0|100
0|2021-12-02|5402.0|0|5402.0|0|89.0|0|0.0|100
0|2021-12-03|5402.0|0|5418.0|0|89.0|0|0.0|100
0|2021-12-04|5418.0|0|5418.0|0|89.0|0|0.0|100
0|2021-12-05|5418.0|0|5418.0|0|89.0|0|0.0|100
0|2021-12-06|5474.0|0|5474.0|0|89.0|0|0.0|100
0|2021-12-07|5485.0|0|5485.0|0|89.0|0|0.0|100
0|2021-12-08|5505.0|0|5505.0|0|89.0|0|0.0|100
0|2021-12-09|5522.0|0|5522.0|0|89.0|0|0.0|100
0|2021-12-10|5550.0|0|5550.0|0|89.0|0|0.0|100
0|2021-12-11|5550.0|0|5550.0|0|89.0|0|0.0|100
0|2021-12-12|5550.0|0|5550.0|0|89.0|0|0.0|100
0|2021-12-13|5597.0|0|5597.0|0|89.0|0|0.0|100
0|2021-12-14|5597.0|0|5603.0|0|89.0|0|0.0|100
0|2021-12-15|5609.0|0|5609.0|0|91.0|0|0.0|100
0|2021-12-16|5628.0|0|5628.0|0|91.0|0|0.0|100
0|2021-12-17|5653.0|0|5653.0|0|91.0|0|0.0|100
0|2021-12-18|5653.0|0|5653.0|0|91.0|0|0.0|100
0|2021-12-19|5653.0|0|5653.0|0|91.0|0|0.0|100
0|2021-12-20|5704.0|0|5704.0|0|91.0|0|0.0|100
0|2021-12-21|5722.0|0|5722.0|0|91.0|0|0.0|100
0|2021-12-22|5739.0|0|5739.0|0|91.0|0|0.0|100
0|2021-12-23|5739.0|0|5739.0|0|91.0|0|0.0|100
0|2021-12-24|5739.0|0|5739.0|0|91.0|0|0.0|100
0|2021-12-25|5739.0|0|5739.0|0|91.0|0|0.0|100
0|2021-12-26|5739.0|0|5739.0|0|91.0|0|0.0|100
0|2021-12-27|5739.0|0|5739.0|0|91.0|0|0.0|100
0|2021-12-28|5816.0|0|5816.0|0|93.0|0|0.0|100
0|2021-12-29|5836.0|0|5836.0|0|93.0|0|0.0|100
0|2021-12-30|5889.0|0|5889.0|0|94.0|0|0.0|100
0|2021-12-31|5889.0|0|5923.0|0|94.0|0|0.0|100
0|2022-01-01|5889.0|0|5923.0|0|94.0|0|0.0|100
0|2022-01-02|5889.0|0|5923.0|0|94.0|0|0.0|100
0|2022-01-03|6097.0|0|6097.0|0|94.0|0|0.0|100
0|2022-01-04|6147.0|0|6147.0|0|94.0|0|0.0|100
0|2022-01-05|6182.0|0|6182.0|0|94.0|0|0.0|100
0|2022-01-06|6241.0|0|6241.0|0|95.0|0|0.0|100
0|2022-01-07|6313.0|0|6313.0|0|95.0|0|0.0|100
0|2022-01-08|6313.0|0|6313.0|0|95.0|0|0.0|100
0|2022-01-09|6313.0|0|6313.0|0|95.0|0|0.0|100
0|2022-01-10|6557.0|0|6557.0|0|95.0|0|0.0|100
0|2022-01-11|6614.0|0|6614.0|0|95.0|0|0.0|100
0|2022-01-12|6674.0|0|6674.0|0|95.0|0|0.0|100
0|2022-01-13|6674.0|0|6785.0|0|95.0|0|0.0|100
0|2022-01-14|6885.0|0|6885.0|0|95.0|0|0.0|100
0|2022-01-15|6885.0|0|6885.0|0|95.0|0|0.0|100
0|2022-01-16|6885.0|0|6885.0|0|95.0|0|0.0|100
0|2022-01-17|6885.0|0|0.0|100|95.0|0|0.0|100
