|dates|Fresno_California_UnitedStates.BLS_EmployedPopulation.data|Fresno_California_UnitedStates.BLS_EmployedPopulation.missing|Fresno_California_UnitedStates.BLS_UnemployedPopulation.data|Fresno_California_UnitedStates.BLS_UnemployedPopulation.missing|Fresno_California_UnitedStates.BLS_UnemploymentRate.data|Fresno_California_UnitedStates.BLS_UnemploymentRate.missing|Fresno_California_UnitedStates.BLS_LaborForcePopulation.data|Fresno_California_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-05|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2021-12-06|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2021-12-07|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2021-12-08|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2021-12-09|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2021-12-10|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2021-12-11|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2021-12-12|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2021-12-13|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2021-12-14|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2021-12-15|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2021-12-16|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2021-12-17|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2021-12-18|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2021-12-19|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2021-12-20|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2021-12-21|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2021-12-22|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2021-12-23|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2021-12-24|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2021-12-25|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2021-12-26|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2021-12-27|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2021-12-28|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2021-12-29|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2021-12-30|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2021-12-31|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2022-01-01|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2022-01-02|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2022-01-03|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2022-01-04|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2022-01-05|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2022-01-06|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2022-01-07|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2022-01-08|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2022-01-09|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2022-01-10|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2022-01-11|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2022-01-12|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2022-01-13|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2022-01-14|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2022-01-15|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2022-01-16|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
0|2022-01-17|406467.0|0|39227.0|0|8.801330060534806|0|445694.0|0
