|dates|SanJuan_Washington_UnitedStates.JHU_ConfirmedCases.data|SanJuan_Washington_UnitedStates.JHU_ConfirmedCases.missing|SanJuan_Washington_UnitedStates.NYT_ConfirmedCases.data|SanJuan_Washington_UnitedStates.NYT_ConfirmedCases.missing|SanJuan_Washington_UnitedStates.JHU_ConfirmedDeaths.data|SanJuan_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|SanJuan_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|SanJuan_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|322.0|0|322.0|0|0.0|0|0.0|100
0|2021-10-18|322.0|0|322.0|0|0.0|0|0.0|100
0|2021-10-19|328.0|0|328.0|0|0.0|0|0.0|100
0|2021-10-20|328.0|0|328.0|0|0.0|0|0.0|100
0|2021-10-21|331.0|0|331.0|0|0.0|0|0.0|100
0|2021-10-22|337.0|0|337.0|0|0.0|0|0.0|100
0|2021-10-23|337.0|0|337.0|0|0.0|0|0.0|100
0|2021-10-24|337.0|0|337.0|0|0.0|0|0.0|100
0|2021-10-25|342.0|0|342.0|0|0.0|0|0.0|100
0|2021-10-26|342.0|0|342.0|0|0.0|0|0.0|100
0|2021-10-27|343.0|0|343.0|0|0.0|0|0.0|100
0|2021-10-28|343.0|0|343.0|0|0.0|0|0.0|100
0|2021-10-29|343.0|0|343.0|0|0.0|0|0.0|100
0|2021-10-30|343.0|0|343.0|0|0.0|0|0.0|100
0|2021-10-31|343.0|0|343.0|0|0.0|0|0.0|100
0|2021-11-01|345.0|0|345.0|0|0.0|0|0.0|100
0|2021-11-02|345.0|0|345.0|0|0.0|0|0.0|100
0|2021-11-03|345.0|0|345.0|0|0.0|0|0.0|100
0|2021-11-04|345.0|0|345.0|0|0.0|0|0.0|100
0|2021-11-05|347.0|0|347.0|0|0.0|0|0.0|100
0|2021-11-06|347.0|0|347.0|0|0.0|0|0.0|100
0|2021-11-07|347.0|0|347.0|0|0.0|0|0.0|100
0|2021-11-08|347.0|0|347.0|0|0.0|0|0.0|100
0|2021-11-09|357.0|0|357.0|0|0.0|0|0.0|100
0|2021-11-10|360.0|0|360.0|0|0.0|0|0.0|100
0|2021-11-11|360.0|0|360.0|0|0.0|0|0.0|100
0|2021-11-12|363.0|0|363.0|0|0.0|0|0.0|100
0|2021-11-13|363.0|0|363.0|0|0.0|0|0.0|100
0|2021-11-14|363.0|0|363.0|0|0.0|0|0.0|100
0|2021-11-15|373.0|0|373.0|0|0.0|0|0.0|100
0|2021-11-16|381.0|0|381.0|0|0.0|0|0.0|100
0|2021-11-17|389.0|0|389.0|0|0.0|0|0.0|100
0|2021-11-18|394.0|0|394.0|0|0.0|0|0.0|100
0|2021-11-19|399.0|0|399.0|0|0.0|0|0.0|100
0|2021-11-20|399.0|0|399.0|0|0.0|0|0.0|100
0|2021-11-21|399.0|0|399.0|0|0.0|0|0.0|100
0|2021-11-22|406.0|0|406.0|0|0.0|0|0.0|100
0|2021-11-23|408.0|0|408.0|0|0.0|0|0.0|100
0|2021-11-24|414.0|0|414.0|0|0.0|0|0.0|100
0|2021-11-25|414.0|0|414.0|0|0.0|0|0.0|100
0|2021-11-26|414.0|0|414.0|0|0.0|0|0.0|100
0|2021-11-27|414.0|0|414.0|0|0.0|0|0.0|100
0|2021-11-28|414.0|0|414.0|0|0.0|0|0.0|100
0|2021-11-29|428.0|0|428.0|0|0.0|0|0.0|100
0|2021-11-30|431.0|0|431.0|0|0.0|0|0.0|100
0|2021-12-01|431.0|0|431.0|0|0.0|0|0.0|100
0|2021-12-02|435.0|0|435.0|0|0.0|0|0.0|100
0|2021-12-03|436.0|0|436.0|0|0.0|0|0.0|100
0|2021-12-04|436.0|0|436.0|0|0.0|0|0.0|100
0|2021-12-05|436.0|0|436.0|0|0.0|0|0.0|100
0|2021-12-06|443.0|0|443.0|0|0.0|0|0.0|100
0|2021-12-07|445.0|0|445.0|0|0.0|0|0.0|100
0|2021-12-08|445.0|0|445.0|0|0.0|0|0.0|100
0|2021-12-09|447.0|0|447.0|0|0.0|0|0.0|100
0|2021-12-10|448.0|0|448.0|0|0.0|0|0.0|100
0|2021-12-11|448.0|0|448.0|0|0.0|0|0.0|100
0|2021-12-12|448.0|0|448.0|0|0.0|0|0.0|100
0|2021-12-13|452.0|0|452.0|0|0.0|0|0.0|100
0|2021-12-14|452.0|0|457.0|0|0.0|0|0.0|100
