|dates|Tuscola_Michigan_UnitedStates.JHU_ConfirmedCases.data|Tuscola_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Tuscola_Michigan_UnitedStates.NYT_ConfirmedCases.data|Tuscola_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Tuscola_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Tuscola_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Tuscola_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Tuscola_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|7125.0|0|7125.0|0|190.0|0|0.0|100
0|2021-10-18|7187.0|0|7187.0|0|191.0|0|0.0|100
0|2021-10-19|7187.0|0|7187.0|0|191.0|0|0.0|100
0|2021-10-20|7240.0|0|7240.0|0|193.0|0|0.0|100
0|2021-10-21|7240.0|0|7240.0|0|193.0|0|0.0|100
0|2021-10-22|7308.0|0|7308.0|0|194.0|0|0.0|100
0|2021-10-23|7308.0|0|7308.0|0|194.0|0|0.0|100
0|2021-10-24|7308.0|0|7308.0|0|194.0|0|0.0|100
0|2021-10-25|7363.0|0|7363.0|0|194.0|0|0.0|100
0|2021-10-26|7363.0|0|7363.0|0|194.0|0|0.0|100
0|2021-10-27|7436.0|0|7436.0|0|195.0|0|0.0|100
0|2021-10-28|7436.0|0|7436.0|0|195.0|0|0.0|100
0|2021-10-29|7507.0|0|7507.0|0|197.0|0|0.0|100
0|2021-10-30|7507.0|0|7507.0|0|197.0|0|0.0|100
0|2021-10-31|7507.0|0|7507.0|0|197.0|0|0.0|100
0|2021-11-01|7589.0|0|7589.0|0|199.0|0|0.0|100
0|2021-11-02|7589.0|0|7589.0|0|199.0|0|0.0|100
0|2021-11-03|7678.0|0|7678.0|0|200.0|0|0.0|100
0|2021-11-04|7678.0|0|7678.0|0|200.0|0|0.0|100
0|2021-11-05|7741.0|0|7741.0|0|201.0|0|0.0|100
0|2021-11-06|7741.0|0|7741.0|0|201.0|0|0.0|100
0|2021-11-07|7741.0|0|7741.0|0|201.0|0|0.0|100
0|2021-11-08|7798.0|0|7798.0|0|202.0|0|0.0|100
0|2021-11-09|7798.0|0|7798.0|0|202.0|0|0.0|100
0|2021-11-10|7798.0|0|7901.0|0|202.0|0|0.0|100
0|2021-11-11|7901.0|0|7901.0|0|203.0|0|0.0|100
0|2021-11-12|7994.0|0|7994.0|0|204.0|0|0.0|100
0|2021-11-13|7994.0|0|7994.0|0|204.0|0|0.0|100
0|2021-11-14|7994.0|0|7994.0|0|204.0|0|0.0|100
0|2021-11-15|8151.0|0|8151.0|0|205.0|0|0.0|100
0|2021-11-16|8151.0|0|8151.0|0|205.0|0|0.0|100
0|2021-11-17|8233.0|0|8233.0|0|210.0|0|0.0|100
0|2021-11-18|8233.0|0|8233.0|0|210.0|0|0.0|100
0|2021-11-19|8352.0|0|8352.0|0|213.0|0|0.0|100
0|2021-11-20|8352.0|0|8352.0|0|213.0|0|0.0|100
0|2021-11-21|8352.0|0|8352.0|0|213.0|0|0.0|100
0|2021-11-22|8469.0|0|8469.0|0|213.0|0|0.0|100
0|2021-11-23|8469.0|0|8469.0|0|213.0|0|0.0|100
0|2021-11-24|8610.0|0|8610.0|0|217.0|0|0.0|100
0|2021-11-25|8610.0|0|8610.0|0|217.0|0|0.0|100
0|2021-11-26|8610.0|0|8610.0|0|217.0|0|0.0|100
0|2021-11-27|8610.0|0|8610.0|0|217.0|0|0.0|100
0|2021-11-28|8610.0|0|8610.0|0|217.0|0|0.0|100
0|2021-11-29|8792.0|0|8792.0|0|216.0|0|0.0|100
0|2021-11-30|8792.0|0|8792.0|0|216.0|0|0.0|100
0|2021-12-01|8948.0|0|8948.0|0|221.0|0|0.0|100
0|2021-12-02|8948.0|0|8948.0|0|221.0|0|0.0|100
0|2021-12-03|9106.0|0|9106.0|0|222.0|0|0.0|100
0|2021-12-04|9106.0|0|9106.0|0|222.0|0|0.0|100
0|2021-12-05|9106.0|0|9106.0|0|222.0|0|0.0|100
0|2021-12-06|9206.0|0|9206.0|0|223.0|0|0.0|100
0|2021-12-07|9206.0|0|9206.0|0|223.0|0|0.0|100
0|2021-12-08|9324.0|0|9324.0|0|226.0|0|0.0|100
0|2021-12-09|9324.0|0|9324.0|0|226.0|0|0.0|100
0|2021-12-10|9435.0|0|9435.0|0|227.0|0|0.0|100
0|2021-12-11|9435.0|0|9435.0|0|227.0|0|0.0|100
0|2021-12-12|9435.0|0|9435.0|0|227.0|0|0.0|100
0|2021-12-13|9538.0|0|9538.0|0|228.0|0|0.0|100
0|2021-12-14|9538.0|0|9538.0|0|228.0|0|0.0|100
0|2021-12-15|9618.0|0|9618.0|0|228.0|0|0.0|100
0|2021-12-16|9618.0|0|9618.0|0|228.0|0|0.0|100
0|2021-12-17|9699.0|0|9699.0|0|228.0|0|0.0|100
0|2021-12-18|9699.0|0|9699.0|0|228.0|0|0.0|100
0|2021-12-19|9699.0|0|9699.0|0|228.0|0|0.0|100
0|2021-12-20|9771.0|0|9771.0|0|231.0|0|0.0|100
0|2021-12-21|9771.0|0|9771.0|0|231.0|0|0.0|100
0|2021-12-22|9829.0|0|9829.0|0|233.0|0|0.0|100
0|2021-12-23|9829.0|0|9829.0|0|233.0|0|0.0|100
0|2021-12-24|9829.0|0|9829.0|0|233.0|0|0.0|100
0|2021-12-25|9829.0|0|9829.0|0|233.0|0|0.0|100
0|2021-12-26|9829.0|0|9829.0|0|233.0|0|0.0|100
0|2021-12-27|9919.0|0|9919.0|0|235.0|0|0.0|100
0|2021-12-28|9919.0|0|9919.0|0|235.0|0|0.0|100
0|2021-12-29|9978.0|0|9978.0|0|238.0|0|0.0|100
0|2021-12-30|9978.0|0|9978.0|0|238.0|0|0.0|100
0|2021-12-31|9978.0|0|9978.0|0|238.0|0|0.0|100
0|2022-01-01|9978.0|0|9978.0|0|238.0|0|0.0|100
0|2022-01-02|9978.0|0|9978.0|0|238.0|0|0.0|100
0|2022-01-03|10136.0|0|10136.0|0|242.0|0|0.0|100
0|2022-01-04|10136.0|0|10136.0|0|242.0|0|0.0|100
0|2022-01-05|10279.0|0|10279.0|0|243.0|0|0.0|100
0|2022-01-06|10279.0|0|10279.0|0|243.0|0|0.0|100
0|2022-01-07|10445.0|0|10445.0|0|245.0|0|0.0|100
0|2022-01-08|10445.0|0|10445.0|0|245.0|0|0.0|100
0|2022-01-09|10445.0|0|10445.0|0|245.0|0|0.0|100
0|2022-01-10|10589.0|0|10589.0|0|245.0|0|0.0|100
0|2022-01-11|10589.0|0|10589.0|0|245.0|0|0.0|100
0|2022-01-12|10762.0|0|10762.0|0|247.0|0|0.0|100
0|2022-01-13|10762.0|0|10762.0|0|247.0|0|0.0|100
0|2022-01-14|10959.0|0|10959.0|0|251.0|0|0.0|100
0|2022-01-15|10959.0|0|10959.0|0|251.0|0|0.0|100
0|2022-01-16|10959.0|0|10959.0|0|251.0|0|0.0|100
0|2022-01-17|10959.0|0|0.0|100|251.0|0|0.0|100
