|dates|Richland_Montana_UnitedStates.JHU_ConfirmedCases.data|Richland_Montana_UnitedStates.JHU_ConfirmedCases.missing|Richland_Montana_UnitedStates.NYT_ConfirmedCases.data|Richland_Montana_UnitedStates.NYT_ConfirmedCases.missing|Richland_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Richland_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Richland_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Richland_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-05|1966.0|0|1966.0|0|24.0|0|0.0|100
0|2021-12-06|1968.0|0|1968.0|0|24.0|0|0.0|100
0|2021-12-07|1972.0|0|1972.0|0|24.0|0|0.0|100
0|2021-12-08|1979.0|0|1979.0|0|24.0|0|0.0|100
0|2021-12-09|1983.0|0|1983.0|0|24.0|0|0.0|100
0|2021-12-10|1984.0|0|1984.0|0|24.0|0|0.0|100
0|2021-12-11|1984.0|0|1984.0|0|24.0|0|0.0|100
0|2021-12-12|1984.0|0|1984.0|0|24.0|0|0.0|100
0|2021-12-13|1986.0|0|1986.0|0|24.0|0|0.0|100
0|2021-12-14|1986.0|0|1986.0|0|24.0|0|0.0|100
0|2021-12-15|1987.0|0|1987.0|0|27.0|0|0.0|100
0|2021-12-16|1993.0|0|1993.0|0|27.0|0|0.0|100
0|2021-12-17|1994.0|0|1994.0|0|27.0|0|0.0|100
0|2021-12-18|1994.0|0|1994.0|0|27.0|0|0.0|100
0|2021-12-19|1994.0|0|1994.0|0|27.0|0|0.0|100
0|2021-12-20|2007.0|0|2007.0|0|27.0|0|0.0|100
0|2021-12-21|2008.0|0|2008.0|0|27.0|0|0.0|100
0|2021-12-22|2015.0|0|2015.0|0|27.0|0|0.0|100
0|2021-12-23|2029.0|0|2029.0|0|30.0|0|0.0|100
0|2021-12-24|2029.0|0|2029.0|0|30.0|0|0.0|100
0|2021-12-25|2029.0|0|2029.0|0|30.0|0|0.0|100
0|2021-12-26|2029.0|0|2029.0|0|30.0|0|0.0|100
0|2021-12-27|2030.0|0|2030.0|0|30.0|0|0.0|100
0|2021-12-28|2030.0|0|2030.0|0|30.0|0|0.0|100
0|2021-12-29|2033.0|0|2033.0|0|30.0|0|0.0|100
0|2021-12-30|2038.0|0|2038.0|0|30.0|0|0.0|100
0|2021-12-31|2038.0|0|2038.0|0|30.0|0|0.0|100
0|2022-01-01|2038.0|0|2038.0|0|30.0|0|0.0|100
0|2022-01-02|2038.0|0|2038.0|0|30.0|0|0.0|100
0|2022-01-03|2065.0|0|2065.0|0|30.0|0|0.0|100
0|2022-01-04|2065.0|0|2065.0|0|30.0|0|0.0|100
0|2022-01-05|2070.0|0|2070.0|0|30.0|0|0.0|100
0|2022-01-06|2095.0|0|2095.0|0|30.0|0|0.0|100
0|2022-01-07|2113.0|0|2113.0|0|30.0|0|0.0|100
0|2022-01-08|2113.0|0|2113.0|0|30.0|0|0.0|100
0|2022-01-09|2113.0|0|2113.0|0|30.0|0|0.0|100
0|2022-01-10|2136.0|0|2136.0|0|30.0|0|0.0|100
0|2022-01-11|2143.0|0|2143.0|0|30.0|0|0.0|100
0|2022-01-12|2149.0|0|2149.0|0|30.0|0|0.0|100
0|2022-01-13|2149.0|0|2158.0|0|30.0|0|0.0|100
0|2022-01-14|2184.0|0|2184.0|0|30.0|0|0.0|100
0|2022-01-15|2184.0|0|2184.0|0|30.0|0|0.0|100
0|2022-01-16|2184.0|0|2184.0|0|30.0|0|0.0|100
0|2022-01-17|2184.0|0|0.0|100|30.0|0|0.0|100
