|dates|Washington_Indiana_UnitedStates.AveragePrecipitationTotal.data|Washington_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Washington_Indiana_UnitedStates.AveragePrecipitation.data|Washington_Indiana_UnitedStates.AveragePrecipitation.missing|Washington_Indiana_UnitedStates.AverageWindDirection.data|Washington_Indiana_UnitedStates.AverageWindDirection.missing|Washington_Indiana_UnitedStates.AverageWindSpeed.data|Washington_Indiana_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|152.08333333333334|0|4.5|0
0|2021-10-18|0.0|0|0.0|0|70.83333333333333|0|1.9166666666666667|0
0|2021-10-19|0.0|0|0.0|0|73.75|0|2.5833333333333335|0
0|2021-10-20|0.0|0|0.0|0|132.5|0|5.416666666666667|0
0|2021-10-21|0.0|0|0.0|0|219.44444444444446|0|9.208333333333334|0
0|2021-10-22|0.0|0|0.0|0|234.79166666666666|0|4.833333333333333|0
0|2021-10-23|0.0|0|0.0020833333333333333|0|115.35416666666667|0|3.2916666666666665|0
0|2021-10-24|0.0020833333333333333|0|0.004791666666666666|0|155.38194444444443|0|9.416666666666666|0
0|2021-10-25|0.007777777777777778|0|0.012986111111111113|0|227.01388888888889|0|11.604166666666666|0
0|2021-10-26|0.00020833333333333335|0|0.0|0|177.70833333333334|0|5.791666666666667|0
0|2021-10-27|0.0|0|0.0|0|52.5|0|4.583333333333333|0
0|2021-10-28|0.0|0|0.009166666666666667|0|86.875|0|8.020833333333334|0
0|2021-10-29|0.0026041666666666665|0|0.012083333333333335|0|114.30555555555554|0|3.0104166666666665|0
0|2021-10-30|0.0076388888888888895|0|0.009236111111111112|0|261.9444444444444|0|6.552083333333333|0
0|2021-10-31|0.005833333333333334|0|0.0004166666666666667|0|275.5208333333333|0|7.510416666666667|0
0|2021-11-01|0.0|0|0.0|0|182.5|0|3.4166666666666665|0
0|2021-11-02|0.0|0|0.0|0|208.47222222222226|0|4.361111111111111|0
0|2021-11-03|0.0|0|0.0|0|29.166666666666668|0|1.2916666666666667|0
0|2021-11-04|0.0|0|0.0|0|70.41666666666667|0|1.7083333333333333|0
0|2021-11-05|0.0|0|0.0|0|67.5|0|2.875|0
0|2021-11-06|0.0|0|0.0|0|23.75|0|0.5833333333333334|0
0|2021-11-07|0.0|0|0.0|0|23.75|0|0.5|0
0|2021-11-08|0.0|0|0.0|0|84.93055555555556|0|2.7986111111111107|0
0|2021-11-09|0.0|0|0.0|0|114.02777777777779|0|4.083333333333333|0
0|2021-11-10|0.0|0|0.0|0|81.66666666666667|0|3.3333333333333335|0
0|2021-11-11|0.0|0|0.00951388888888889|0|171.79166666666666|0|8.5625|0
0|2021-11-12|0.015833333333333335|0|0.004895833333333333|0|218.33333333333334|0|10.555555555555555|0
0|2021-11-13|0.005416666666666667|0|0.0|0|241.66666666666666|0|7.708333333333333|0
