|dates|Cook_Illinois_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Cook_Illinois_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Cook_Illinois_UnitedStates.NYT_ConfirmedDeaths.data|Cook_Illinois_UnitedStates.NYT_ConfirmedDeaths.missing|Cook_Illinois_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Cook_Illinois_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Cook_Illinois_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Cook_Illinois_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|11723.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|11737.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|11747.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|11757.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|11763.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|11769.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|11769.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|11769.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|11786.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|11804.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|11810.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|11823.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|11826.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|11826.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|11826.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|11844.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|11858.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|11869.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|11876.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|11883.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|11883.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|11883.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|11892.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|11902.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|11910.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|11910.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|11923.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|11923.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|11923.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|11937.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|11946.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|11953.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|11964.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|11984.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|11984.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|11984.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|11997.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|12003.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|12007.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|12007.0|0|0.0|100|0.0|100
0|2021-11-26|0.0|100|12007.0|0|0.0|100|0.0|100
0|2021-11-27|0.0|100|12007.0|0|0.0|100|0.0|100
0|2021-11-28|0.0|100|12007.0|0|0.0|100|0.0|100
0|2021-11-29|0.0|100|12038.0|0|0.0|100|0.0|100
0|2021-11-30|0.0|100|12051.0|0|0.0|100|0.0|100
0|2021-12-01|0.0|100|12056.0|0|0.0|100|0.0|100
