|dates|Rhea_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Rhea_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Rhea_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Rhea_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Rhea_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Rhea_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Rhea_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Rhea_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6909.0|0|6909.0|0|91.0|0|0.0|100
0|2021-10-18|6921.0|0|6921.0|0|91.0|0|0.0|100
0|2021-10-19|6921.0|0|6921.0|0|92.0|0|0.0|100
0|2021-10-20|6928.0|0|6928.0|0|92.0|0|0.0|100
0|2021-10-21|6935.0|0|6935.0|0|92.0|0|0.0|100
0|2021-10-22|6946.0|0|6946.0|0|92.0|0|0.0|100
0|2021-10-23|6946.0|0|6946.0|0|92.0|0|0.0|100
0|2021-10-24|6946.0|0|6946.0|0|92.0|0|0.0|100
0|2021-10-25|6946.0|0|6946.0|0|92.0|0|0.0|100
0|2021-10-26|6960.0|0|6960.0|0|93.0|0|0.0|100
0|2021-10-27|6966.0|0|6966.0|0|93.0|0|0.0|100
0|2021-10-28|6977.0|0|6977.0|0|93.0|0|0.0|100
0|2021-10-29|6988.0|0|6988.0|0|93.0|0|0.0|100
0|2021-10-30|6988.0|0|6988.0|0|93.0|0|0.0|100
0|2021-10-31|6988.0|0|6988.0|0|93.0|0|0.0|100
0|2021-11-01|6988.0|0|6988.0|0|93.0|0|0.0|100
0|2021-11-02|7003.0|0|7003.0|0|93.0|0|0.0|100
0|2021-11-03|7007.0|0|7007.0|0|93.0|0|0.0|100
0|2021-11-04|7010.0|0|7010.0|0|93.0|0|0.0|100
0|2021-11-05|7013.0|0|7013.0|0|93.0|0|0.0|100
0|2021-11-06|7013.0|0|7013.0|0|93.0|0|0.0|100
0|2021-11-07|7013.0|0|7013.0|0|93.0|0|0.0|100
0|2021-11-08|7013.0|0|7013.0|0|93.0|0|0.0|100
0|2021-11-09|7025.0|0|7025.0|0|93.0|0|0.0|100
0|2021-11-10|7027.0|0|7027.0|0|93.0|0|0.0|100
0|2021-11-11|7027.0|0|7027.0|0|93.0|0|0.0|100
0|2021-11-12|7034.0|0|7034.0|0|94.0|0|0.0|100
0|2021-11-13|7034.0|0|7034.0|0|94.0|0|0.0|100
0|2021-11-14|7034.0|0|7034.0|0|94.0|0|0.0|100
0|2021-11-15|7040.0|0|7040.0|0|94.0|0|0.0|100
0|2021-11-16|7046.0|0|7046.0|0|94.0|0|0.0|100
0|2021-11-17|7051.0|0|7051.0|0|97.0|0|0.0|100
0|2021-11-18|7059.0|0|7059.0|0|97.0|0|0.0|100
0|2021-11-19|7067.0|0|7067.0|0|97.0|0|0.0|100
0|2021-11-20|7067.0|0|7067.0|0|97.0|0|0.0|100
0|2021-11-21|7067.0|0|7067.0|0|97.0|0|0.0|100
0|2021-11-22|7070.0|0|7070.0|0|97.0|0|0.0|100
0|2021-11-23|7080.0|0|7080.0|0|98.0|0|0.0|100
0|2021-11-24|7080.0|0|7080.0|0|99.0|0|0.0|100
0|2021-11-25|7080.0|0|7080.0|0|99.0|0|0.0|100
0|2021-11-26|7080.0|0|7080.0|0|99.0|0|0.0|100
0|2021-11-27|7080.0|0|7080.0|0|99.0|0|0.0|100
0|2021-11-28|7080.0|0|7080.0|0|99.0|0|0.0|100
0|2021-11-29|7098.0|0|7098.0|0|99.0|0|0.0|100
0|2021-11-30|7106.0|0|7106.0|0|99.0|0|0.0|100
0|2021-12-01|7120.0|0|7120.0|0|99.0|0|0.0|100
0|2021-12-02|7145.0|0|7145.0|0|99.0|0|0.0|100
0|2021-12-03|7156.0|0|7156.0|0|100.0|0|0.0|100
0|2021-12-04|7156.0|0|7156.0|0|100.0|0|0.0|100
0|2021-12-05|7156.0|0|7156.0|0|100.0|0|0.0|100
0|2021-12-06|7187.0|0|7187.0|0|100.0|0|0.0|100
0|2021-12-07|7198.0|0|7198.0|0|101.0|0|0.0|100
0|2021-12-08|7203.0|0|7203.0|0|101.0|0|0.0|100
0|2021-12-09|7203.0|0|7203.0|0|101.0|0|0.0|100
0|2021-12-10|7231.0|0|7231.0|0|101.0|0|0.0|100
0|2021-12-11|7231.0|0|7231.0|0|101.0|0|0.0|100
0|2021-12-12|7231.0|0|7231.0|0|101.0|0|0.0|100
0|2021-12-13|7253.0|0|7253.0|0|101.0|0|0.0|100
0|2021-12-14|7253.0|0|7261.0|0|101.0|0|0.0|100
0|2021-12-15|7269.0|0|7269.0|0|101.0|0|0.0|100
0|2021-12-16|7280.0|0|7280.0|0|102.0|0|0.0|100
0|2021-12-17|7280.0|0|7290.0|0|102.0|0|0.0|100
0|2021-12-18|7290.0|0|7290.0|0|102.0|0|0.0|100
0|2021-12-19|7290.0|0|7290.0|0|102.0|0|0.0|100
0|2021-12-20|7304.0|0|7304.0|0|102.0|0|0.0|100
0|2021-12-21|7309.0|0|7309.0|0|105.0|0|0.0|100
0|2021-12-22|7312.0|0|7312.0|0|107.0|0|0.0|100
0|2021-12-23|7338.0|0|7338.0|0|123.0|0|0.0|100
0|2021-12-24|7338.0|0|7338.0|0|123.0|0|0.0|100
0|2021-12-25|7338.0|0|7338.0|0|123.0|0|0.0|100
0|2021-12-26|7338.0|0|7338.0|0|123.0|0|0.0|100
0|2021-12-27|7361.0|0|7361.0|0|127.0|0|0.0|100
0|2021-12-28|7373.0|0|7373.0|0|128.0|0|0.0|100
0|2021-12-29|7377.0|0|7377.0|0|128.0|0|0.0|100
0|2021-12-30|7410.0|0|7410.0|0|130.0|0|0.0|100
0|2021-12-31|7410.0|0|7410.0|0|130.0|0|0.0|100
0|2022-01-01|7410.0|0|7410.0|0|130.0|0|0.0|100
0|2022-01-02|7410.0|0|7410.0|0|130.0|0|0.0|100
0|2022-01-03|7473.0|0|7473.0|0|130.0|0|0.0|100
0|2022-01-04|7484.0|0|7484.0|0|130.0|0|0.0|100
0|2022-01-05|7484.0|0|7484.0|0|130.0|0|0.0|100
0|2022-01-06|7484.0|0|7484.0|0|130.0|0|0.0|100
0|2022-01-07|7484.0|0|7484.0|0|130.0|0|0.0|100
