|dates|LeSueur_Minnesota_UnitedStates.JHU_ConfirmedCases.data|LeSueur_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|LeSueur_Minnesota_UnitedStates.NYT_ConfirmedCases.data|LeSueur_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|LeSueur_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|LeSueur_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|LeSueur_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|LeSueur_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-15|4235.0|0|4235.0|0|33.0|0|0.0|100
0|2021-11-16|4280.0|0|4280.0|0|33.0|0|0.0|100
0|2021-11-17|4286.0|0|4286.0|0|33.0|0|0.0|100
0|2021-11-18|4311.0|0|4311.0|0|33.0|0|0.0|100
0|2021-11-19|4340.0|0|4340.0|0|33.0|0|0.0|100
0|2021-11-20|4340.0|0|4340.0|0|33.0|0|0.0|100
0|2021-11-21|4340.0|0|4340.0|0|33.0|0|0.0|100
0|2021-11-22|4365.0|0|4365.0|0|33.0|0|0.0|100
0|2021-11-23|4436.0|0|4436.0|0|33.0|0|0.0|100
0|2021-11-24|4436.0|0|4436.0|0|33.0|0|0.0|100
0|2021-11-25|4436.0|0|4436.0|0|33.0|0|0.0|100
0|2021-11-26|4459.0|0|4459.0|0|33.0|0|0.0|100
0|2021-11-27|4459.0|0|4459.0|0|33.0|0|0.0|100
0|2021-11-28|4459.0|0|4459.0|0|33.0|0|0.0|100
0|2021-11-29|4500.0|0|4500.0|0|33.0|0|0.0|100
0|2021-11-30|4577.0|0|4577.0|0|33.0|0|0.0|100
0|2021-12-01|4597.0|0|4597.0|0|34.0|0|0.0|100
0|2021-12-02|4605.0|0|4605.0|0|34.0|0|0.0|100
0|2021-12-03|4647.0|0|4647.0|0|36.0|0|0.0|100
0|2021-12-04|4647.0|0|4647.0|0|36.0|0|0.0|100
0|2021-12-05|4647.0|0|4647.0|0|36.0|0|0.0|100
0|2021-12-06|4683.0|0|4683.0|0|36.0|0|0.0|100
0|2021-12-07|4765.0|0|4765.0|0|36.0|0|0.0|100
0|2021-12-08|4780.0|0|4780.0|0|36.0|0|0.0|100
0|2021-12-09|4806.0|0|4806.0|0|36.0|0|0.0|100
0|2021-12-10|4827.0|0|4827.0|0|36.0|0|0.0|100
0|2021-12-11|4827.0|0|4827.0|0|36.0|0|0.0|100
0|2021-12-12|4827.0|0|4827.0|0|36.0|0|0.0|100
0|2021-12-13|4846.0|0|4846.0|0|36.0|0|0.0|100
0|2021-12-14|4846.0|0|4883.0|0|36.0|0|0.0|100
0|2021-12-15|4880.0|0|4880.0|0|37.0|0|0.0|100
0|2021-12-16|4897.0|0|4897.0|0|38.0|0|0.0|100
0|2021-12-17|4916.0|0|4916.0|0|39.0|0|0.0|100
0|2021-12-18|4916.0|0|4916.0|0|39.0|0|0.0|100
0|2021-12-19|4916.0|0|4916.0|0|39.0|0|0.0|100
0|2021-12-20|4934.0|0|4934.0|0|40.0|0|0.0|100
0|2021-12-21|4975.0|0|4975.0|0|40.0|0|0.0|100
0|2021-12-22|4978.0|0|4978.0|0|41.0|0|0.0|100
0|2021-12-23|4992.0|0|4992.0|0|41.0|0|0.0|100
0|2021-12-24|4992.0|0|4992.0|0|41.0|0|0.0|100
0|2021-12-25|4992.0|0|4992.0|0|41.0|0|0.0|100
0|2021-12-26|4992.0|0|4992.0|0|41.0|0|0.0|100
0|2021-12-27|5010.0|0|5010.0|0|41.0|0|0.0|100
0|2021-12-28|5041.0|0|5041.0|0|41.0|0|0.0|100
0|2021-12-29|5056.0|0|5056.0|0|41.0|0|0.0|100
0|2021-12-30|5074.0|0|5074.0|0|41.0|0|0.0|100
0|2021-12-31|5074.0|0|5074.0|0|41.0|0|0.0|100
0|2022-01-01|5074.0|0|5074.0|0|41.0|0|0.0|100
0|2022-01-02|5074.0|0|5074.0|0|41.0|0|0.0|100
0|2022-01-03|5090.0|0|5090.0|0|42.0|0|0.0|100
0|2022-01-04|5127.0|0|5127.0|0|42.0|0|0.0|100
0|2022-01-05|5146.0|0|5146.0|0|42.0|0|0.0|100
0|2022-01-06|5149.0|0|5149.0|0|43.0|0|0.0|100
0|2022-01-07|5170.0|0|5170.0|0|43.0|0|0.0|100
0|2022-01-08|5170.0|0|5170.0|0|43.0|0|0.0|100
0|2022-01-09|5170.0|0|5170.0|0|43.0|0|0.0|100
0|2022-01-10|5195.0|0|5195.0|0|43.0|0|0.0|100
0|2022-01-11|5253.0|0|5253.0|0|43.0|0|0.0|100
0|2022-01-12|5280.0|0|5280.0|0|43.0|0|0.0|100
0|2022-01-13|5280.0|0|5316.0|0|43.0|0|0.0|100
0|2022-01-14|5339.0|0|5339.0|0|45.0|0|0.0|100
0|2022-01-15|5339.0|0|5339.0|0|45.0|0|0.0|100
0|2022-01-16|5339.0|0|5339.0|0|45.0|0|0.0|100
0|2022-01-17|5339.0|0|0.0|100|45.0|0|0.0|100
