|dates|Larue_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Larue_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Larue_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Larue_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Larue_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Larue_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Larue_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Larue_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2357.0|0|2357.0|0|45.0|0|0.0|100
0|2021-10-18|2366.0|0|2366.0|0|45.0|0|0.0|100
0|2021-10-19|2364.0|0|2364.0|0|45.0|0|0.0|100
0|2021-10-20|2367.0|0|2367.0|0|45.0|0|0.0|100
0|2021-10-21|2369.0|0|2369.0|0|45.0|0|0.0|100
0|2021-10-22|2371.0|0|2371.0|0|45.0|0|0.0|100
0|2021-10-23|2371.0|0|2371.0|0|45.0|0|0.0|100
0|2021-10-24|2371.0|0|2371.0|0|45.0|0|0.0|100
0|2021-10-25|2373.0|0|2373.0|0|47.0|0|0.0|100
0|2021-10-26|2364.0|0|2364.0|0|47.0|0|0.0|100
0|2021-10-27|2357.0|0|2357.0|0|47.0|0|0.0|100
0|2021-10-28|2360.0|0|2360.0|0|47.0|0|0.0|100
0|2021-10-29|2363.0|0|2363.0|0|47.0|0|0.0|100
0|2021-10-30|2363.0|0|2363.0|0|47.0|0|0.0|100
0|2021-10-31|2363.0|0|2363.0|0|47.0|0|0.0|100
0|2021-11-01|2368.0|0|2368.0|0|48.0|0|0.0|100
0|2021-11-02|2369.0|0|2369.0|0|48.0|0|0.0|100
0|2021-11-03|2369.0|0|2369.0|0|49.0|0|0.0|100
0|2021-11-04|2374.0|0|2374.0|0|50.0|0|0.0|100
0|2021-11-05|2376.0|0|2376.0|0|51.0|0|0.0|100
0|2021-11-06|2376.0|0|2376.0|0|51.0|0|0.0|100
0|2021-11-07|2376.0|0|2376.0|0|51.0|0|0.0|100
0|2021-11-08|2380.0|0|2380.0|0|51.0|0|0.0|100
0|2021-11-09|2383.0|0|2383.0|0|51.0|0|0.0|100
0|2021-11-10|2383.0|0|2386.0|0|51.0|0|0.0|100
0|2021-11-11|2386.0|0|2386.0|0|51.0|0|0.0|100
0|2021-11-12|2390.0|0|2390.0|0|52.0|0|0.0|100
0|2021-11-13|2390.0|0|2390.0|0|52.0|0|0.0|100
0|2021-11-14|2390.0|0|2390.0|0|52.0|0|0.0|100
0|2021-11-15|2397.0|0|2397.0|0|52.0|0|0.0|100
0|2021-11-16|2406.0|0|2406.0|0|53.0|0|0.0|100
0|2021-11-17|2416.0|0|2416.0|0|53.0|0|0.0|100
0|2021-11-18|2421.0|0|2421.0|0|53.0|0|0.0|100
0|2021-11-19|2421.0|0|2421.0|0|53.0|0|0.0|100
0|2021-11-20|2421.0|0|2421.0|0|53.0|0|0.0|100
0|2021-11-21|2421.0|0|2421.0|0|53.0|0|0.0|100
0|2021-11-22|2437.0|0|2437.0|0|53.0|0|0.0|100
0|2021-11-23|2447.0|0|2447.0|0|53.0|0|0.0|100
0|2021-11-24|2450.0|0|2450.0|0|53.0|0|0.0|100
0|2021-11-25|2450.0|0|2450.0|0|53.0|0|0.0|100
0|2021-11-26|2450.0|0|2450.0|0|53.0|0|0.0|100
0|2021-11-27|2450.0|0|2450.0|0|53.0|0|0.0|100
0|2021-11-28|2450.0|0|2450.0|0|53.0|0|0.0|100
0|2021-11-29|2479.0|0|2479.0|0|53.0|0|0.0|100
0|2021-11-30|2485.0|0|2485.0|0|53.0|0|0.0|100
0|2021-12-01|2500.0|0|2500.0|0|53.0|0|0.0|100
0|2021-12-02|2500.0|0|2504.0|0|53.0|0|0.0|100
0|2021-12-03|2506.0|0|2506.0|0|53.0|0|0.0|100
0|2021-12-04|2506.0|0|2506.0|0|53.0|0|0.0|100
0|2021-12-05|2506.0|0|2506.0|0|53.0|0|0.0|100
0|2021-12-06|2515.0|0|2515.0|0|53.0|0|0.0|100
0|2021-12-07|2520.0|0|2520.0|0|53.0|0|0.0|100
0|2021-12-08|2530.0|0|2530.0|0|53.0|0|0.0|100
0|2021-12-09|2532.0|0|2532.0|0|53.0|0|0.0|100
0|2021-12-10|2536.0|0|2536.0|0|53.0|0|0.0|100
0|2021-12-11|2536.0|0|2536.0|0|53.0|0|0.0|100
0|2021-12-12|2536.0|0|2536.0|0|53.0|0|0.0|100
0|2021-12-13|2546.0|0|2546.0|0|54.0|0|0.0|100
0|2021-12-14|2546.0|0|2549.0|0|54.0|0|0.0|100
0|2021-12-15|2552.0|0|2552.0|0|54.0|0|0.0|100
0|2021-12-16|2561.0|0|2561.0|0|54.0|0|0.0|100
0|2021-12-17|2561.0|0|2561.0|0|54.0|0|0.0|100
0|2021-12-18|2561.0|0|2561.0|0|54.0|0|0.0|100
0|2021-12-19|2561.0|0|2561.0|0|54.0|0|0.0|100
0|2021-12-20|2570.0|0|2570.0|0|55.0|0|0.0|100
0|2021-12-21|2573.0|0|2573.0|0|56.0|0|0.0|100
0|2021-12-22|2574.0|0|2574.0|0|56.0|0|0.0|100
0|2021-12-23|2574.0|0|2574.0|0|56.0|0|0.0|100
0|2021-12-24|2574.0|0|2574.0|0|56.0|0|0.0|100
0|2021-12-25|2574.0|0|2574.0|0|56.0|0|0.0|100
0|2021-12-26|2574.0|0|2574.0|0|56.0|0|0.0|100
0|2021-12-27|2598.0|0|2598.0|0|57.0|0|0.0|100
0|2021-12-28|2607.0|0|2607.0|0|57.0|0|0.0|100
0|2021-12-29|2625.0|0|2625.0|0|57.0|0|0.0|100
0|2021-12-30|2625.0|0|2625.0|0|57.0|0|0.0|100
0|2021-12-31|2625.0|0|2625.0|0|57.0|0|0.0|100
0|2022-01-01|2625.0|0|2625.0|0|57.0|0|0.0|100
0|2022-01-02|2625.0|0|2625.0|0|57.0|0|0.0|100
0|2022-01-03|2649.0|0|2649.0|0|57.0|0|0.0|100
0|2022-01-04|2663.0|0|2663.0|0|57.0|0|0.0|100
0|2022-01-05|2677.0|0|2677.0|0|57.0|0|0.0|100
0|2022-01-06|2685.0|0|2685.0|0|57.0|0|0.0|100
