|dates|Larue_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Larue_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Larue_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Larue_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Larue_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Larue_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Larue_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Larue_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-07|2708.0|0|2708.0|0|57.0|0|0.0|100
0|2022-01-08|2708.0|0|2708.0|0|57.0|0|0.0|100
0|2022-01-09|2708.0|0|2708.0|0|57.0|0|0.0|100
0|2022-01-10|2744.0|0|2744.0|0|57.0|0|0.0|100
0|2022-01-11|2762.0|0|2762.0|0|57.0|0|0.0|100
0|2022-01-12|2784.0|0|2784.0|0|57.0|0|0.0|100
0|2022-01-13|2784.0|0|2805.0|0|57.0|0|0.0|100
0|2022-01-14|2828.0|0|2828.0|0|58.0|0|0.0|100
0|2022-01-15|2828.0|0|2828.0|0|58.0|0|0.0|100
0|2022-01-16|2828.0|0|2828.0|0|58.0|0|0.0|100
0|2022-01-17|2828.0|0|0.0|100|58.0|0|0.0|100
