|dates|HotSprings_Wyoming_UnitedStates.AveragePrecipitationTotal.data|HotSprings_Wyoming_UnitedStates.AveragePrecipitationTotal.missing|HotSprings_Wyoming_UnitedStates.AveragePrecipitation.data|HotSprings_Wyoming_UnitedStates.AveragePrecipitation.missing|HotSprings_Wyoming_UnitedStates.AverageWindDirection.data|HotSprings_Wyoming_UnitedStates.AverageWindDirection.missing|HotSprings_Wyoming_UnitedStates.AverageWindSpeed.data|HotSprings_Wyoming_UnitedStates.AverageWindSpeed.missing
0|2021-11-17|0.0|0|0.0|0|242.91666666666666|0|7.5|0
0|2021-11-18|0.0|0|0.0|0|217.5|0|4.625|0
0|2021-11-19|0.0|0|0.0|0|219.58333333333334|0|8.666666666666666|0
0|2021-11-20|0.0|0|0.0|0|249.16666666666666|0|11.25|0
0|2021-11-21|0.0|0|0.0|0|215.41666666666666|0|9.541666666666666|0
0|2021-11-22|0.0|0|0.0|0|167.08333333333334|0|5.166666666666667|0
0|2021-11-23|0.0|0|0.0|0|230.83333333333334|0|8.5|0
0|2021-11-24|0.00025|0|0.00125|0|165.04166666666666|0|10.393055555555554|0
0|2021-11-25|0.0004166666666666667|0|0.0|0|200.83333333333334|0|8.541666666666666|0
0|2021-11-26|0.0|0|0.0|0|210.83333333333334|0|11.166666666666666|0
0|2021-11-27|0.0|0|0.0|0|153.75|0|5.791666666666667|0
0|2021-11-28|0.0|0|0.0|0|182.91666666666666|0|8.833333333333334|0
0|2021-11-29|0.0|0|0.0|0|250.625|0|13.479166666666666|0
0|2021-11-30|0.0|0|0.0|0|202.08333333333334|0|8.75|0
0|2021-12-01|0.0|0|0.0|0|251.875|0|16.0625|0
0|2021-12-02|0.0|0|0.0|0|218.33333333333334|0|11.125|0
0|2021-12-03|0.0|0|0.0|0|174.58333333333334|0|5.041666666666667|0
0|2021-12-04|0.0|0|0.0|0|185.0|0|5.708333333333333|0
0|2021-12-05|0.0|0|0.0|0|160.69444444444443|0|14.361111111111112|0
0|2021-12-06|0.0|0|0.0|0|146.66666666666666|0|4.291666666666667|0
0|2021-12-07|0.0|0|0.0|0|254.16666666666666|0|14.875|0
0|2021-12-08|0.0|0|0.0|0|225.41666666666666|0|10.916666666666666|0
0|2021-12-09|0.0|0|0.0|0|114.375|0|8.3125|0
0|2021-12-10|0.0004166666666666667|0|0.0004166666666666667|0|255.9375|0|14.125|0
0|2021-12-11|0.0|0|0.0|0|161.66666666666666|0|7.75|0
0|2021-12-12|0.0|0|0.0|0|198.33333333333334|0|11.833333333333334|0
0|2021-12-13|0.0|0|0.0|0|165.41666666666666|0|10.375|0
0|2021-12-14|0.0|0|0.0|0|166.25|0|18.583333333333332|0
0|2021-12-15|0.0|0|0.0006111111111111112|0|226.69444444444443|0|14.052777777777779|0
0|2021-12-16|0.0008333333333333334|0|0.0|0|213.33333333333334|0|6.041666666666667|0
0|2021-12-17|0.0|0|0.0|0|172.91666666666666|0|9.916666666666666|0
0|2021-12-18|0.0|0|0.0|0|108.75|0|3.7916666666666665|0
0|2021-12-19|0.0|0|0.0|0|141.25|0|4.625|0
0|2021-12-20|0.0|0|0.0|0|162.29166666666666|0|6.166666666666667|0
0|2021-12-21|0.0|0|0.0|0|252.91666666666666|0|13.208333333333334|0
0|2021-12-22|0.0|0|0.0|0|221.25|0|10.291666666666666|0
0|2021-12-23|0.0|0|0.0|0|212.5|0|15.541666666666666|0
0|2021-12-24|0.0|0|0.0|0|221.41666666666666|0|12.674999999999999|0
0|2021-12-25|0.0|0|0.0|0|197.08333333333334|0|10.833333333333334|0
0|2021-12-26|0.0|0|0.0005208333333333333|0|229.47916666666666|0|12.923611111111109|0
0|2021-12-27|0.0008333333333333334|0|0.0004166666666666667|0|207.5625|0|16.279166666666665|0
0|2021-12-28|0.0008333333333333334|0|0.0|0|250.41666666666666|0|10.083333333333334|0
0|2021-12-29|0.0|0|0.0|0|190.83333333333334|0|7.291666666666667|0
0|2021-12-30|0.0|0|0.0|0|180.625|0|8.541666666666666|0
0|2021-12-31|0.0|0|0.0|0|132.91666666666666|0|8.791666666666666|0
0|2022-01-01|0.0|0|0.0|0|125.41666666666667|0|4.708333333333333|0
0|2022-01-02|0.0|0|0.0|0|221.25|0|10.0|0
0|2022-01-03|0.0|0|0.0|0|187.5|0|4.75|0
0|2022-01-04|0.0|0|0.0|0|270.8333333333333|0|15.395833333333334|0
0|2022-01-05|0.0|0|0.006145833333333334|0|86.80555555555556|0|9.281249999999998|0
0|2022-01-06|0.008749999999999999|0|0.0|0|43.75|0|1.1458333333333333|0
0|2022-01-07|0.0|0|0.0|0|159.16666666666666|0|5.75|0
0|2022-01-08|0.0|0|0.0|0|301.25|0|16.791666666666668|0
0|2022-01-09|0.0|0|0.0|0|157.08333333333334|0|6.291666666666667|0
0|2022-01-10|0.0|0|0.0|0|119.16666666666667|0|2.9583333333333335|0
0|2022-01-11|0.0|0|0.0|0|161.66666666666666|0|5.291666666666667|0
0|2022-01-12|0.0|0|0.0|0|221.66666666666666|0|9.375|0
0|2022-01-13|0.0|0|0.0|0|165.83333333333334|0|5.791666666666667|0
0|2022-01-14|0.0|0|0.0|0|98.47222222222221|0|12.486111111111112|0
0|2022-01-15|0.0|0|0.0|0|147.29166666666666|0|3.8333333333333335|0
0|2022-01-16|0.0|0|0.0|0|73.75|0|2.6666666666666665|0
0|2022-01-17|0.0|0|0.0|0|133.75|0|3.9166666666666665|0
