|dates|BoxButte_Nebraska_UnitedStates.BLS_EmployedPopulation.data|BoxButte_Nebraska_UnitedStates.BLS_EmployedPopulation.missing|BoxButte_Nebraska_UnitedStates.BLS_UnemployedPopulation.data|BoxButte_Nebraska_UnitedStates.BLS_UnemployedPopulation.missing|BoxButte_Nebraska_UnitedStates.BLS_UnemploymentRate.data|BoxButte_Nebraska_UnitedStates.BLS_UnemploymentRate.missing|BoxButte_Nebraska_UnitedStates.BLS_LaborForcePopulation.data|BoxButte_Nebraska_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|5107.0|0|114.0|0|2.1834897529208965|0|5221.0|0
0|2021-10-18|5107.0|0|114.0|0|2.1834897529208965|0|5221.0|0
0|2021-10-19|5107.0|0|114.0|0|2.1834897529208965|0|5221.0|0
0|2021-10-20|5107.0|0|114.0|0|2.1834897529208965|0|5221.0|0
0|2021-10-21|5107.0|0|114.0|0|2.1834897529208965|0|5221.0|0
0|2021-10-22|5107.0|0|114.0|0|2.1834897529208965|0|5221.0|0
0|2021-10-23|5107.0|0|114.0|0|2.1834897529208965|0|5221.0|0
0|2021-10-24|5107.0|0|114.0|0|2.1834897529208965|0|5221.0|0
0|2021-10-25|5107.0|0|114.0|0|2.1834897529208965|0|5221.0|0
0|2021-10-26|5107.0|0|114.0|0|2.1834897529208965|0|5221.0|0
0|2021-10-27|5107.0|0|114.0|0|2.1834897529208965|0|5221.0|0
0|2021-10-28|5107.0|0|114.0|0|2.1834897529208965|0|5221.0|0
0|2021-10-29|5107.0|0|114.0|0|2.1834897529208965|0|5221.0|0
0|2021-10-30|5107.0|0|114.0|0|2.1834897529208965|0|5221.0|0
0|2021-10-31|5107.0|0|114.0|0|2.1834897529208965|0|5221.0|0
0|2021-11-01|5107.0|0|114.0|0|2.1834897529208965|0|5221.0|0
0|2021-11-02|5107.0|0|114.0|0|2.1834897529208965|0|5221.0|0
0|2021-11-03|5107.0|0|114.0|0|2.1834897529208965|0|5221.0|0
0|2021-11-04|5107.0|0|114.0|0|2.1834897529208965|0|5221.0|0
