|dates|Ohio_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Ohio_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Ohio_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Ohio_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Ohio_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Ohio_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Ohio_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Ohio_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-20|4883.0|0|4883.0|0|89.0|0|0.0|100
0|2021-12-21|4909.0|0|4909.0|0|89.0|0|0.0|100
0|2021-12-22|4919.0|0|4919.0|0|89.0|0|0.0|100
0|2021-12-23|4919.0|0|4919.0|0|89.0|0|0.0|100
0|2021-12-24|4919.0|0|4919.0|0|89.0|0|0.0|100
0|2021-12-25|4919.0|0|4919.0|0|89.0|0|0.0|100
0|2021-12-26|4919.0|0|4919.0|0|89.0|0|0.0|100
0|2021-12-27|4974.0|0|4974.0|0|91.0|0|0.0|100
0|2021-12-28|4995.0|0|4995.0|0|91.0|0|0.0|100
0|2021-12-29|5007.0|0|5007.0|0|91.0|0|0.0|100
0|2021-12-30|5007.0|0|5007.0|0|91.0|0|0.0|100
0|2021-12-31|5007.0|0|5007.0|0|91.0|0|0.0|100
0|2022-01-01|5007.0|0|5007.0|0|91.0|0|0.0|100
0|2022-01-02|5007.0|0|5007.0|0|91.0|0|0.0|100
0|2022-01-03|5080.0|0|5080.0|0|91.0|0|0.0|100
0|2022-01-04|5130.0|0|5130.0|0|91.0|0|0.0|100
0|2022-01-05|5159.0|0|5159.0|0|91.0|0|0.0|100
0|2022-01-06|5187.0|0|5187.0|0|91.0|0|0.0|100
0|2022-01-07|5232.0|0|5232.0|0|91.0|0|0.0|100
0|2022-01-08|5232.0|0|5232.0|0|91.0|0|0.0|100
0|2022-01-09|5232.0|0|5232.0|0|91.0|0|0.0|100
0|2022-01-10|5291.0|0|5291.0|0|91.0|0|0.0|100
0|2022-01-11|5361.0|0|5361.0|0|91.0|0|0.0|100
0|2022-01-12|5399.0|0|5399.0|0|91.0|0|0.0|100
0|2022-01-13|5399.0|0|5455.0|0|91.0|0|0.0|100
0|2022-01-14|5516.0|0|5516.0|0|91.0|0|0.0|100
0|2022-01-15|5516.0|0|5516.0|0|91.0|0|0.0|100
0|2022-01-16|5516.0|0|5516.0|0|91.0|0|0.0|100
0|2022-01-17|5516.0|0|0.0|100|91.0|0|0.0|100
