|dates|Ohio_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Ohio_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Ohio_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Ohio_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Ohio_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Ohio_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Ohio_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Ohio_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|4276.0|0|4276.0|0|78.0|0|0.0|100
0|2021-10-18|4295.0|0|4295.0|0|79.0|0|0.0|100
0|2021-10-19|4306.0|0|4306.0|0|79.0|0|0.0|100
0|2021-10-20|4317.0|0|4317.0|0|79.0|0|0.0|100
0|2021-10-21|4320.0|0|4320.0|0|80.0|0|0.0|100
0|2021-10-22|4325.0|0|4325.0|0|80.0|0|0.0|100
0|2021-10-23|4325.0|0|4325.0|0|80.0|0|0.0|100
0|2021-10-24|4325.0|0|4325.0|0|80.0|0|0.0|100
0|2021-10-25|4335.0|0|4335.0|0|81.0|0|0.0|100
0|2021-10-26|4347.0|0|4347.0|0|81.0|0|0.0|100
0|2021-10-27|4366.0|0|4366.0|0|81.0|0|0.0|100
0|2021-10-28|4374.0|0|4374.0|0|81.0|0|0.0|100
0|2021-10-29|4376.0|0|4376.0|0|81.0|0|0.0|100
0|2021-10-30|4376.0|0|4376.0|0|81.0|0|0.0|100
0|2021-10-31|4376.0|0|4376.0|0|81.0|0|0.0|100
0|2021-11-01|4386.0|0|4386.0|0|81.0|0|0.0|100
0|2021-11-02|4388.0|0|4388.0|0|81.0|0|0.0|100
0|2021-11-03|4398.0|0|4398.0|0|81.0|0|0.0|100
0|2021-11-04|4402.0|0|4402.0|0|81.0|0|0.0|100
0|2021-11-05|4409.0|0|4409.0|0|82.0|0|0.0|100
0|2021-11-06|4409.0|0|4409.0|0|82.0|0|0.0|100
0|2021-11-07|4409.0|0|4409.0|0|82.0|0|0.0|100
0|2021-11-08|4424.0|0|4424.0|0|82.0|0|0.0|100
0|2021-11-09|4436.0|0|4436.0|0|82.0|0|0.0|100
0|2021-11-10|4436.0|0|4438.0|0|82.0|0|0.0|100
0|2021-11-11|4438.0|0|4438.0|0|82.0|0|0.0|100
0|2021-11-12|4456.0|0|4456.0|0|84.0|0|0.0|100
0|2021-11-13|4456.0|0|4456.0|0|84.0|0|0.0|100
0|2021-11-14|4456.0|0|4456.0|0|84.0|0|0.0|100
0|2021-11-15|4464.0|0|4464.0|0|84.0|0|0.0|100
0|2021-11-16|4467.0|0|4467.0|0|84.0|0|0.0|100
0|2021-11-17|4476.0|0|4476.0|0|84.0|0|0.0|100
0|2021-11-18|4489.0|0|4489.0|0|84.0|0|0.0|100
0|2021-11-19|4488.0|0|4488.0|0|86.0|0|0.0|100
0|2021-11-20|4488.0|0|4488.0|0|86.0|0|0.0|100
0|2021-11-21|4488.0|0|4488.0|0|86.0|0|0.0|100
0|2021-11-22|4503.0|0|4503.0|0|87.0|0|0.0|100
0|2021-11-23|4522.0|0|4522.0|0|87.0|0|0.0|100
0|2021-11-24|4537.0|0|4537.0|0|87.0|0|0.0|100
0|2021-11-25|4537.0|0|4537.0|0|87.0|0|0.0|100
0|2021-11-26|4537.0|0|4537.0|0|87.0|0|0.0|100
0|2021-11-27|4537.0|0|4537.0|0|87.0|0|0.0|100
0|2021-11-28|4537.0|0|4537.0|0|87.0|0|0.0|100
0|2021-11-29|4575.0|0|4575.0|0|87.0|0|0.0|100
0|2021-11-30|4606.0|0|4606.0|0|87.0|0|0.0|100
0|2021-12-01|4631.0|0|4631.0|0|88.0|0|0.0|100
0|2021-12-02|4631.0|0|4640.0|0|88.0|0|0.0|100
0|2021-12-03|4654.0|0|4654.0|0|88.0|0|0.0|100
0|2021-12-04|4654.0|0|4654.0|0|88.0|0|0.0|100
0|2021-12-05|4654.0|0|4654.0|0|88.0|0|0.0|100
0|2021-12-06|4685.0|0|4685.0|0|89.0|0|0.0|100
0|2021-12-07|4711.0|0|4711.0|0|89.0|0|0.0|100
0|2021-12-08|4729.0|0|4729.0|0|89.0|0|0.0|100
0|2021-12-09|4741.0|0|4741.0|0|89.0|0|0.0|100
0|2021-12-10|4756.0|0|4756.0|0|89.0|0|0.0|100
0|2021-12-11|4756.0|0|4756.0|0|89.0|0|0.0|100
0|2021-12-12|4756.0|0|4756.0|0|89.0|0|0.0|100
0|2021-12-13|4793.0|0|4793.0|0|89.0|0|0.0|100
0|2021-12-14|4793.0|0|4806.0|0|89.0|0|0.0|100
0|2021-12-15|4824.0|0|4824.0|0|89.0|0|0.0|100
0|2021-12-16|4827.0|0|4827.0|0|89.0|0|0.0|100
0|2021-12-17|4853.0|0|4853.0|0|89.0|0|0.0|100
0|2021-12-18|4853.0|0|4853.0|0|89.0|0|0.0|100
0|2021-12-19|4853.0|0|4853.0|0|89.0|0|0.0|100
