|dates|Villalba_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|Villalba_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|Villalba_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|Villalba_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|Villalba_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|Villalba_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|Villalba_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|Villalba_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-01-02|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-01-03|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-01-04|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-01-05|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-01-06|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-01-07|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-01-08|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-01-09|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-01-10|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-01-11|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-01-12|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-01-13|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-01-14|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-01-15|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-01-16|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-01-17|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-01-18|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-01-19|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-01-20|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-01-21|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-01-22|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-01-23|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-01-24|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-01-25|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-01-26|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-01-27|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-01-28|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-01-29|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-01-30|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-01-31|5884.0|0|1464.0|0|19.923788786064236|0|7348.0|0
0|2020-02-01|6033.0|0|1343.0|0|18.207700650759218|0|7376.0|0
