|dates|Elk_Kansas_UnitedStates.JHU_ConfirmedCases.data|Elk_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Elk_Kansas_UnitedStates.NYT_ConfirmedCases.data|Elk_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Elk_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Elk_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Elk_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Elk_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|275.0|0|275.0|0|6.0|0|0.0|100
0|2021-10-18|276.0|0|276.0|0|6.0|0|0.0|100
0|2021-10-19|276.0|0|276.0|0|6.0|0|0.0|100
0|2021-10-20|278.0|0|278.0|0|6.0|0|0.0|100
0|2021-10-21|278.0|0|278.0|0|6.0|0|0.0|100
0|2021-10-22|284.0|0|284.0|0|6.0|0|0.0|100
0|2021-10-23|284.0|0|284.0|0|6.0|0|0.0|100
0|2021-10-24|284.0|0|284.0|0|6.0|0|0.0|100
0|2021-10-25|291.0|0|291.0|0|6.0|0|0.0|100
0|2021-10-26|291.0|0|291.0|0|6.0|0|0.0|100
0|2021-10-27|300.0|0|300.0|0|6.0|0|0.0|100
0|2021-10-28|300.0|0|300.0|0|6.0|0|0.0|100
0|2021-10-29|302.0|0|302.0|0|6.0|0|0.0|100
0|2021-10-30|302.0|0|302.0|0|6.0|0|0.0|100
0|2021-10-31|302.0|0|302.0|0|6.0|0|0.0|100
0|2021-11-01|303.0|0|303.0|0|6.0|0|0.0|100
0|2021-11-02|303.0|0|303.0|0|6.0|0|0.0|100
0|2021-11-03|307.0|0|307.0|0|6.0|0|0.0|100
0|2021-11-04|307.0|0|307.0|0|6.0|0|0.0|100
0|2021-11-05|308.0|0|308.0|0|6.0|0|0.0|100
0|2021-11-06|308.0|0|308.0|0|6.0|0|0.0|100
0|2021-11-07|308.0|0|308.0|0|6.0|0|0.0|100
0|2021-11-08|311.0|0|311.0|0|6.0|0|0.0|100
0|2021-11-09|311.0|0|311.0|0|6.0|0|0.0|100
0|2021-11-10|311.0|0|317.0|0|6.0|0|0.0|100
0|2021-11-11|317.0|0|317.0|0|6.0|0|0.0|100
0|2021-11-12|324.0|0|324.0|0|6.0|0|0.0|100
0|2021-11-13|324.0|0|324.0|0|6.0|0|0.0|100
0|2021-11-14|324.0|0|324.0|0|6.0|0|0.0|100
0|2021-11-15|327.0|0|327.0|0|6.0|0|0.0|100
0|2021-11-16|327.0|0|327.0|0|6.0|0|0.0|100
0|2021-11-17|335.0|0|335.0|0|6.0|0|0.0|100
0|2021-11-18|335.0|0|335.0|0|6.0|0|0.0|100
0|2021-11-19|341.0|0|341.0|0|6.0|0|0.0|100
0|2021-11-20|341.0|0|341.0|0|6.0|0|0.0|100
0|2021-11-21|341.0|0|341.0|0|6.0|0|0.0|100
0|2021-11-22|342.0|0|342.0|0|6.0|0|0.0|100
0|2021-11-23|342.0|0|342.0|0|6.0|0|0.0|100
0|2021-11-24|342.0|0|347.0|0|6.0|0|0.0|100
0|2021-11-25|347.0|0|347.0|0|6.0|0|0.0|100
0|2021-11-26|347.0|0|347.0|0|6.0|0|0.0|100
0|2021-11-27|347.0|0|347.0|0|6.0|0|0.0|100
0|2021-11-28|347.0|0|347.0|0|6.0|0|0.0|100
0|2021-11-29|349.0|0|349.0|0|6.0|0|0.0|100
0|2021-11-30|349.0|0|349.0|0|6.0|0|0.0|100
0|2021-12-01|364.0|0|364.0|0|6.0|0|0.0|100
0|2021-12-02|364.0|0|364.0|0|6.0|0|0.0|100
0|2021-12-03|364.0|0|371.0|0|6.0|0|0.0|100
0|2021-12-04|371.0|0|371.0|0|6.0|0|0.0|100
0|2021-12-05|371.0|0|371.0|0|6.0|0|0.0|100
0|2021-12-06|373.0|0|373.0|0|6.0|0|0.0|100
0|2021-12-07|373.0|0|373.0|0|6.0|0|0.0|100
0|2021-12-08|375.0|0|375.0|0|6.0|0|0.0|100
0|2021-12-09|375.0|0|375.0|0|6.0|0|0.0|100
0|2021-12-10|378.0|0|378.0|0|6.0|0|0.0|100
0|2021-12-11|378.0|0|378.0|0|6.0|0|0.0|100
0|2021-12-12|378.0|0|378.0|0|6.0|0|0.0|100
0|2021-12-13|378.0|0|378.0|0|6.0|0|0.0|100
0|2021-12-14|378.0|0|378.0|0|6.0|0|0.0|100
0|2021-12-15|380.0|0|380.0|0|6.0|0|0.0|100
0|2021-12-16|380.0|0|380.0|0|6.0|0|0.0|100
0|2021-12-17|381.0|0|381.0|0|6.0|0|0.0|100
0|2021-12-18|381.0|0|381.0|0|6.0|0|0.0|100
0|2021-12-19|381.0|0|381.0|0|6.0|0|0.0|100
0|2021-12-20|381.0|0|381.0|0|6.0|0|0.0|100
0|2021-12-21|381.0|0|381.0|0|6.0|0|0.0|100
0|2021-12-22|386.0|0|386.0|0|6.0|0|0.0|100
0|2021-12-23|386.0|0|386.0|0|6.0|0|0.0|100
0|2021-12-24|386.0|0|386.0|0|6.0|0|0.0|100
0|2021-12-25|386.0|0|386.0|0|6.0|0|0.0|100
0|2021-12-26|386.0|0|386.0|0|6.0|0|0.0|100
0|2021-12-27|387.0|0|387.0|0|6.0|0|0.0|100
0|2021-12-28|387.0|0|387.0|0|6.0|0|0.0|100
0|2021-12-29|388.0|0|388.0|0|6.0|0|0.0|100
0|2021-12-30|388.0|0|388.0|0|6.0|0|0.0|100
0|2021-12-31|388.0|0|388.0|0|6.0|0|0.0|100
0|2022-01-01|388.0|0|388.0|0|6.0|0|0.0|100
0|2022-01-02|388.0|0|388.0|0|6.0|0|0.0|100
0|2022-01-03|393.0|0|393.0|0|6.0|0|0.0|100
0|2022-01-04|393.0|0|393.0|0|6.0|0|0.0|100
0|2022-01-05|399.0|0|399.0|0|6.0|0|0.0|100
0|2022-01-06|399.0|0|399.0|0|6.0|0|0.0|100
0|2022-01-07|402.0|0|402.0|0|7.0|0|0.0|100
0|2022-01-08|402.0|0|402.0|0|7.0|0|0.0|100
0|2022-01-09|402.0|0|402.0|0|7.0|0|0.0|100
0|2022-01-10|405.0|0|405.0|0|7.0|0|0.0|100
0|2022-01-11|405.0|0|405.0|0|7.0|0|0.0|100
0|2022-01-12|405.0|0|410.0|0|7.0|0|0.0|100
0|2022-01-13|405.0|0|414.0|0|7.0|0|0.0|100
0|2022-01-14|432.0|0|432.0|0|7.0|0|0.0|100
0|2022-01-15|432.0|0|432.0|0|7.0|0|0.0|100
0|2022-01-16|432.0|0|432.0|0|7.0|0|0.0|100
0|2022-01-17|432.0|0|0.0|100|7.0|0|0.0|100
