|dates|Marion_Texas_UnitedStates.JHU_ConfirmedCases.data|Marion_Texas_UnitedStates.JHU_ConfirmedCases.missing|Marion_Texas_UnitedStates.NYT_ConfirmedCases.data|Marion_Texas_UnitedStates.NYT_ConfirmedCases.missing|Marion_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-11|1200.0|0|1200.0|0|53.0|0|0.0|100
0|2021-12-12|1201.0|0|1201.0|0|53.0|0|0.0|100
0|2021-12-13|1201.0|0|1201.0|0|53.0|0|0.0|100
0|2021-12-14|1201.0|0|1203.0|0|53.0|0|0.0|100
0|2021-12-15|1209.0|0|1209.0|0|53.0|0|0.0|100
0|2021-12-16|1213.0|0|1213.0|0|53.0|0|0.0|100
0|2021-12-17|1215.0|0|1215.0|0|53.0|0|0.0|100
0|2021-12-18|1216.0|0|1216.0|0|53.0|0|0.0|100
0|2021-12-19|1216.0|0|1216.0|0|53.0|0|0.0|100
0|2021-12-20|1216.0|0|1216.0|0|53.0|0|0.0|100
0|2021-12-21|1218.0|0|1218.0|0|53.0|0|0.0|100
0|2021-12-22|1218.0|0|1218.0|0|53.0|0|0.0|100
0|2021-12-23|1218.0|0|1218.0|0|53.0|0|0.0|100
0|2021-12-24|1218.0|0|1218.0|0|53.0|0|0.0|100
0|2021-12-25|1218.0|0|1218.0|0|53.0|0|0.0|100
0|2021-12-26|1218.0|0|1218.0|0|53.0|0|0.0|100
0|2021-12-27|1223.0|0|1223.0|0|53.0|0|0.0|100
0|2021-12-28|1227.0|0|1227.0|0|53.0|0|0.0|100
0|2021-12-29|1227.0|0|1227.0|0|53.0|0|0.0|100
0|2021-12-30|1227.0|0|1227.0|0|55.0|0|0.0|100
0|2021-12-31|1227.0|0|1227.0|0|55.0|0|0.0|100
0|2022-01-01|1227.0|0|1227.0|0|55.0|0|0.0|100
0|2022-01-02|1227.0|0|1227.0|0|55.0|0|0.0|100
0|2022-01-03|1245.0|0|1245.0|0|55.0|0|0.0|100
0|2022-01-04|1250.0|0|1250.0|0|55.0|0|0.0|100
0|2022-01-05|1253.0|0|1253.0|0|55.0|0|0.0|100
0|2022-01-06|1256.0|0|1256.0|0|55.0|0|0.0|100
0|2022-01-07|1259.0|0|1259.0|0|55.0|0|0.0|100
0|2022-01-08|1262.0|0|1262.0|0|55.0|0|0.0|100
0|2022-01-09|1266.0|0|1266.0|0|55.0|0|0.0|100
0|2022-01-10|1268.0|0|1268.0|0|55.0|0|0.0|100
0|2022-01-11|1276.0|0|1276.0|0|55.0|0|0.0|100
0|2022-01-12|1287.0|0|1287.0|0|55.0|0|0.0|100
0|2022-01-13|1287.0|0|1293.0|0|55.0|0|0.0|100
0|2022-01-14|1293.0|0|1386.0|0|55.0|0|0.0|100
0|2022-01-15|1396.0|0|1396.0|0|55.0|0|0.0|100
0|2022-01-16|1407.0|0|1407.0|0|55.0|0|0.0|100
0|2022-01-17|1414.0|0|0.0|100|55.0|0|0.0|100
