|dates|Marion_Texas_UnitedStates.JHU_ConfirmedCases.data|Marion_Texas_UnitedStates.JHU_ConfirmedCases.missing|Marion_Texas_UnitedStates.NYT_ConfirmedCases.data|Marion_Texas_UnitedStates.NYT_ConfirmedCases.missing|Marion_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1159.0|0|1159.0|0|49.0|0|0.0|100
0|2021-10-18|1159.0|0|1159.0|0|49.0|0|0.0|100
0|2021-10-19|1162.0|0|1162.0|0|49.0|0|0.0|100
0|2021-10-20|1163.0|0|1163.0|0|49.0|0|0.0|100
0|2021-10-21|1166.0|0|1166.0|0|49.0|0|0.0|100
0|2021-10-22|1167.0|0|1167.0|0|50.0|0|0.0|100
0|2021-10-23|1167.0|0|1167.0|0|50.0|0|0.0|100
0|2021-10-24|1167.0|0|1167.0|0|50.0|0|0.0|100
0|2021-10-25|1167.0|0|1167.0|0|50.0|0|0.0|100
0|2021-10-26|1173.0|0|1173.0|0|50.0|0|0.0|100
0|2021-10-27|1173.0|0|1173.0|0|50.0|0|0.0|100
0|2021-10-28|1175.0|0|1175.0|0|50.0|0|0.0|100
0|2021-10-29|1175.0|0|1175.0|0|50.0|0|0.0|100
0|2021-10-30|1179.0|0|1179.0|0|50.0|0|0.0|100
0|2021-10-31|1179.0|0|1179.0|0|50.0|0|0.0|100
0|2021-11-01|1179.0|0|1179.0|0|50.0|0|0.0|100
0|2021-11-02|1180.0|0|1180.0|0|50.0|0|0.0|100
0|2021-11-03|1183.0|0|1183.0|0|50.0|0|0.0|100
0|2021-11-04|1183.0|0|1183.0|0|50.0|0|0.0|100
0|2021-11-05|1184.0|0|1184.0|0|50.0|0|0.0|100
0|2021-11-06|1184.0|0|1184.0|0|50.0|0|0.0|100
0|2021-11-07|1184.0|0|1184.0|0|50.0|0|0.0|100
0|2021-11-08|1184.0|0|1184.0|0|50.0|0|0.0|100
0|2021-11-09|1186.0|0|1186.0|0|50.0|0|0.0|100
0|2021-11-10|1186.0|0|1186.0|0|50.0|0|0.0|100
0|2021-11-11|1187.0|0|1187.0|0|51.0|0|0.0|100
0|2021-11-12|1187.0|0|1187.0|0|51.0|0|0.0|100
0|2021-11-13|1187.0|0|1187.0|0|51.0|0|0.0|100
0|2021-11-14|1187.0|0|1187.0|0|51.0|0|0.0|100
0|2021-11-15|1187.0|0|1187.0|0|51.0|0|0.0|100
0|2021-11-16|1187.0|0|1187.0|0|51.0|0|0.0|100
0|2021-11-17|1187.0|0|1187.0|0|51.0|0|0.0|100
0|2021-11-18|1187.0|0|1187.0|0|51.0|0|0.0|100
0|2021-11-19|1187.0|0|1187.0|0|51.0|0|0.0|100
0|2021-11-20|1187.0|0|1187.0|0|51.0|0|0.0|100
0|2021-11-21|1187.0|0|1187.0|0|51.0|0|0.0|100
0|2021-11-22|1187.0|0|1187.0|0|51.0|0|0.0|100
0|2021-11-23|1188.0|0|1188.0|0|52.0|0|0.0|100
0|2021-11-24|1188.0|0|1188.0|0|53.0|0|0.0|100
0|2021-11-25|1188.0|0|1188.0|0|53.0|0|0.0|100
0|2021-11-26|1188.0|0|1188.0|0|53.0|0|0.0|100
0|2021-11-27|1188.0|0|1188.0|0|53.0|0|0.0|100
0|2021-11-28|1188.0|0|1188.0|0|53.0|0|0.0|100
0|2021-11-29|1189.0|0|1189.0|0|53.0|0|0.0|100
0|2021-11-30|1191.0|0|1191.0|0|53.0|0|0.0|100
0|2021-12-01|1192.0|0|1192.0|0|53.0|0|0.0|100
0|2021-12-02|1192.0|0|1192.0|0|53.0|0|0.0|100
0|2021-12-03|1192.0|0|1192.0|0|53.0|0|0.0|100
0|2021-12-04|1192.0|0|1192.0|0|53.0|0|0.0|100
0|2021-12-05|1192.0|0|1192.0|0|53.0|0|0.0|100
0|2021-12-06|1192.0|0|1192.0|0|53.0|0|0.0|100
0|2021-12-07|1194.0|0|1194.0|0|53.0|0|0.0|100
0|2021-12-08|1198.0|0|1198.0|0|53.0|0|0.0|100
0|2021-12-09|1199.0|0|1199.0|0|53.0|0|0.0|100
0|2021-12-10|1200.0|0|1200.0|0|53.0|0|0.0|100
